data_extracao,campeonato,partida,casa,fora,data_hora,mercado,selecao,linha,odd,url_evento,url_liga
2025-11-07T02:56:01.680802+00:00,LaLiga,Sevilha FC x Osasuna,Sevilha FC,Osasuna,2025-11-08T15:15:00Z,Total de Gols,Over,2.5,2.15,https://www.betano.bet.br/odds/sevilha-fc-osasuna/71869779/,https://www.betano.bet.br/sport/futebol/competicoes/espanha/2/
2025-11-07T02:56:01.680826+00:00,LaLiga,Sevilha FC x Osasuna,Sevilha FC,Osasuna,2025-11-08T15:15:00Z,Total de Gols,Under,2.5,1.7,https://www.betano.bet.br/odds/sevilha-fc-osasuna/71869779/,https://www.betano.bet.br/sport/futebol/competicoes/espanha/2/
2025-11-07T02:56:06.243476+00:00,LaLiga,Atlético de Madrid x Levante,Atlético de Madrid,Levante,2025-11-08T17:30:00Z,1X2,1,,1.25,https://www.betano.bet.br/odds/atletico-de-madrid-levante/71869777/,https://www.betano.bet.br/sport/futebol/competicoes/espanha/2/
2025-11-07T02:56:06.243499+00:00,LaLiga,Atlético de Madrid x Levante,Atlético de Madrid,Levante,2025-11-08T17:30:00Z,1X2,X,,6.1,https://www.betano.bet.br/odds/atletico-de-madrid-levante/71869777/,https://www.betano.bet.br/sport/futebol/competicoes/espanha/2/
2025-11-07T02:56:06.243508+00:00,LaLiga,Atlético de Madrid x Levante,Atlético de Madrid,Levante,2025-11-08T17:30:00Z,1X2,2,,11.5,https://www.betano.bet.br/odds/atletico-de-madrid-levante/71869777/,https://www.betano.bet.br/sport/futebol/competicoes/espanha/2/
2025-11-07T02:56:10.425791+00:00,LaLiga,Atlético de Madrid x Levante,Atlético de Madrid,Levante,2025-11-08T17:30:00Z,Total de Gols,Over,3.5,2.27,https://www.betano.bet.br/odds/atletico-de-madrid-levante/71869777/,https://www.betano.bet.br/sport/futebol/competicoes/espanha/2/
2025-11-07T02:56:10.425823+00:00,LaLiga,Atlético de Madrid x Levante,Atlético de Madrid,Levante,2025-11-08T17:30:00Z,Total de Gols,Under,3.5,1.65,https://www.betano.bet.br/odds/atletico-de-madrid-levante/71869777/,https://www.betano.bet.br/sport/futebol/competicoes/espanha/2/
2025-11-07T02:56:15.242850+00:00,LaLiga,Elche x Real Sociedad,Elche,Real Sociedad,2025-11-07T20:00:00Z,1X2,1,,2.72,https://www.betano.bet.br/odds/elche-real-sociedad/71869780/,https://www.betano.bet.br/sport/futebol/competicoes/espanha/2/
2025-11-07T02:56:15.242872+00:00,LaLiga,Elche x Real Sociedad,Elche,Real Sociedad,2025-11-07T20:00:00Z,1X2,X,,3.15,https://www.betano.bet.br/odds/elche-real-sociedad/71869780/,https://www.betano.bet.br/sport/futebol/competicoes/espanha/2/
2025-11-07T02:56:15.242880+00:00,LaLiga,Elche x Real Sociedad,Elche,Real Sociedad,2025-11-07T20:00:00Z,1X2,2,,2.72,https://www.betano.bet.br/odds/elche-real-sociedad/71869780/,https://www.betano.bet.br/sport/futebol/competicoes/espanha/2/
2025-11-07T02:56:19.899186+00:00,LaLiga,Elche x Real Sociedad,Elche,Real Sociedad,2025-11-07T20:00:00Z,Total de Gols,Over,2.5,2.18,https://www.betano.bet.br/odds/elche-real-sociedad/71869780/,https://www.betano.bet.br/sport/futebol/competicoes/espanha/2/
2025-11-07T02:56:19.899212+00:00,LaLiga,Elche x Real Sociedad,Elche,Real Sociedad,2025-11-07T20:00:00Z,Total de Gols,Under,2.5,1.7,https://www.betano.bet.br/odds/elche-real-sociedad/71869780/,https://www.betano.bet.br/sport/futebol/competicoes/espanha/2/
2025-11-07T02:56:30.745760+00:00,Série A,Como 1907 x Cagliari,Como 1907,Cagliari,2025-11-08T14:00:00Z,1X2,1,,1.5,https://www.betano.bet.br/odds/como-1907-cagliari/75507038/,https://www.betano.bet.br/sport/futebol/competicoes/italia/87/
2025-11-07T02:56:30.745783+00:00,Série A,Como 1907 x Cagliari,Como 1907,Cagliari,2025-11-08T14:00:00Z,1X2,X,,4.3,https://www.betano.bet.br/odds/como-1907-cagliari/75507038/,https://www.betano.bet.br/sport/futebol/competicoes/italia/87/
2025-11-07T02:56:30.745791+00:00,Série A,Como 1907 x Cagliari,Como 1907,Cagliari,2025-11-08T14:00:00Z,1X2,2,,6.5,https://www.betano.bet.br/odds/como-1907-cagliari/75507038/,https://www.betano.bet.br/sport/futebol/competicoes/italia/87/
2025-11-07T02:56:35.041479+00:00,Série A,Como 1907 x Cagliari,Como 1907,Cagliari,2025-11-08T14:00:00Z,Total de Gols,Over,2.5,1.88,https://www.betano.bet.br/odds/como-1907-cagliari/75507038/,https://www.betano.bet.br/sport/futebol/competicoes/italia/87/
2025-11-07T02:56:35.041501+00:00,Série A,Como 1907 x Cagliari,Como 1907,Cagliari,2025-11-08T14:00:00Z,Total de Gols,Under,2.5,1.93,https://www.betano.bet.br/odds/como-1907-cagliari/75507038/,https://www.betano.bet.br/sport/futebol/competicoes/italia/87/
2025-11-07T02:56:39.811024+00:00,Série A,Parma Calcio 1913 x AC Milan,Parma Calcio 1913,AC Milan,2025-11-08T19:45:00Z,1X2,1,,5.8,https://www.betano.bet.br/odds/parma-calcio-1913-ac-milan/75507041/,https://www.betano.bet.br/sport/futebol/competicoes/italia/87/
2025-11-07T02:56:39.811048+00:00,Série A,Parma Calcio 1913 x AC Milan,Parma Calcio 1913,AC Milan,2025-11-08T19:45:00Z,1X2,X,,3.95,https://www.betano.bet.br/odds/parma-calcio-1913-ac-milan/75507041/,https://www.betano.bet.br/sport/futebol/competicoes/italia/87/
2025-11-07T02:56:39.811057+00:00,Série A,Parma Calcio 1913 x AC Milan,Parma Calcio 1913,AC Milan,2025-11-08T19:45:00Z,1X2,2,,1.6,https://www.betano.bet.br/odds/parma-calcio-1913-ac-milan/75507041/,https://www.betano.bet.br/sport/futebol/competicoes/italia/87/
2025-11-07T02:56:44.091074+00:00,Série A,Parma Calcio 1913 x AC Milan,Parma Calcio 1913,AC Milan,2025-11-08T19:45:00Z,Total de Gols,Over,2.5,2.1,https://www.betano.bet.br/odds/parma-calcio-1913-ac-milan/75507041/,https://www.betano.bet.br/sport/futebol/competicoes/italia/87/
2025-11-07T02:56:44.091106+00:00,Série A,Parma Calcio 1913 x AC Milan,Parma Calcio 1913,AC Milan,2025-11-08T19:45:00Z,Total de Gols,Under,2.5,1.75,https://www.betano.bet.br/odds/parma-calcio-1913-ac-milan/75507041/,https://www.betano.bet.br/sport/futebol/competicoes/italia/87/
2025-11-07T02:56:49.000701+00:00,Série A,US Lecce x Hellas Verona,US Lecce,Hellas Verona,2025-11-08T14:00:00Z,1X2,1,,2.8,https://www.betano.bet.br/odds/us-lecce-hellas-verona/75507037/,https://www.betano.bet.br/sport/futebol/competicoes/italia/87/
2025-11-07T02:56:49.000724+00:00,Série A,US Lecce x Hellas Verona,US Lecce,Hellas Verona,2025-11-08T14:00:00Z,1X2,X,,2.82,https://www.betano.bet.br/odds/us-lecce-hellas-verona/75507037/,https://www.betano.bet.br/sport/futebol/competicoes/italia/87/
2025-11-07T02:56:49.000734+00:00,Série A,US Lecce x Hellas Verona,US Lecce,Hellas Verona,2025-11-08T14:00:00Z,1X2,2,,2.95,https://www.betano.bet.br/odds/us-lecce-hellas-verona/75507037/,https://www.betano.bet.br/sport/futebol/competicoes/italia/87/
2025-11-07T02:56:53.164403+00:00,Série A,US Lecce x Hellas Verona,US Lecce,Hellas Verona,2025-11-08T14:00:00Z,Total de Gols,Over,1.5,1.55,https://www.betano.bet.br/odds/us-lecce-hellas-verona/75507037/,https://www.betano.bet.br/sport/futebol/competicoes/italia/87/
2025-11-07T02:56:53.164428+00:00,Série A,US Lecce x Hellas Verona,US Lecce,Hellas Verona,2025-11-08T14:00:00Z,Total de Gols,Under,1.5,2.5,https://www.betano.bet.br/odds/us-lecce-hellas-verona/75507037/,https://www.betano.bet.br/sport/futebol/competicoes/italia/87/
2025-11-07T02:56:57.686100+00:00,Série A,Juventus FC x Torino,Juventus FC,Torino,2025-11-08T17:00:00Z,1X2,1,,1.5,https://www.betano.bet.br/odds/juventus-fc-torino/75507039/,https://www.betano.bet.br/sport/futebol/competicoes/italia/87/
2025-11-07T02:56:57.686131+00:00,Série A,Juventus FC x Torino,Juventus FC,Torino,2025-11-08T17:00:00Z,1X2,X,,4.05,https://www.betano.bet.br/odds/juventus-fc-torino/75507039/,https://www.betano.bet.br/sport/futebol/competicoes/italia/87/
2025-11-07T02:56:57.686140+00:00,Série A,Juventus FC x Torino,Juventus FC,Torino,2025-11-08T17:00:00Z,1X2,2,,7.2,https://www.betano.bet.br/odds/juventus-fc-torino/75507039/,https://www.betano.bet.br/sport/futebol/competicoes/italia/87/
2025-11-07T02:57:01.793284+00:00,Série A,Juventus FC x Torino,Juventus FC,Torino,2025-11-08T17:00:00Z,Total de Gols,Over,2.5,2.02,https://www.betano.bet.br/odds/juventus-fc-torino/75507039/,https://www.betano.bet.br/sport/futebol/competicoes/italia/87/
2025-11-07T02:57:01.793322+00:00,Série A,Juventus FC x Torino,Juventus FC,Torino,2025-11-08T17:00:00Z,Total de Gols,Under,2.5,1.8,https://www.betano.bet.br/odds/juventus-fc-torino/75507039/,https://www.betano.bet.br/sport/futebol/competicoes/italia/87/
2025-11-07T02:57:06.791296+00:00,Série A,AC Pisa 1909 x US Cremonese,AC Pisa 1909,US Cremonese,2025-11-07T19:45:00Z,1X2,1,,2.3,https://www.betano.bet.br/odds/ac-pisa-1909-us-cremonese/75227337/,https://www.betano.bet.br/sport/futebol/competicoes/italia/87/
2025-11-07T02:57:06.791319+00:00,Série A,AC Pisa 1909 x US Cremonese,AC Pisa 1909,US Cremonese,2025-11-07T19:45:00Z,1X2,X,,3.0,https://www.betano.bet.br/odds/ac-pisa-1909-us-cremonese/75227337/,https://www.betano.bet.br/sport/futebol/competicoes/italia/87/
2025-11-07T02:57:06.791328+00:00,Série A,AC Pisa 1909 x US Cremonese,AC Pisa 1909,US Cremonese,2025-11-07T19:45:00Z,1X2,2,,3.6,https://www.betano.bet.br/odds/ac-pisa-1909-us-cremonese/75227337/,https://www.betano.bet.br/sport/futebol/competicoes/italia/87/
2025-11-07T02:57:11.222226+00:00,Série A,AC Pisa 1909 x US Cremonese,AC Pisa 1909,US Cremonese,2025-11-07T19:45:00Z,Total de Gols,Over,1,2.3,https://www.betano.bet.br/odds/ac-pisa-1909-us-cremonese/75227337/,https://www.betano.bet.br/sport/futebol/competicoes/italia/87/
2025-11-07T02:57:11.222251+00:00,Série A,AC Pisa 1909 x US Cremonese,AC Pisa 1909,US Cremonese,2025-11-07T19:45:00Z,Total de Gols,Under,1,1.62,https://www.betano.bet.br/odds/ac-pisa-1909-us-cremonese/75227337/,https://www.betano.bet.br/sport/futebol/competicoes/italia/87/
2025-11-07T02:57:21.679953+00:00,Bundesliga,1. FC Union Berlin x Bayern de Munique,1. FC Union Berlin,Bayern de Munique,2025-11-08T14:30:00Z,1X2,1,,13.0,https://www.betano.bet.br/odds/1-fc-union-berlin-bayern-de-munique/73920958/,https://www.betano.bet.br/sport/futebol/competicoes/alemanha/24/
2025-11-07T02:57:21.679976+00:00,Bundesliga,1. FC Union Berlin x Bayern de Munique,1. FC Union Berlin,Bayern de Munique,2025-11-08T14:30:00Z,1X2,X,,6.3,https://www.betano.bet.br/odds/1-fc-union-berlin-bayern-de-munique/73920958/,https://www.betano.bet.br/sport/futebol/competicoes/alemanha/24/
2025-11-07T02:57:21.679986+00:00,Bundesliga,1. FC Union Berlin x Bayern de Munique,1. FC Union Berlin,Bayern de Munique,2025-11-08T14:30:00Z,1X2,2,,1.23,https://www.betano.bet.br/odds/1-fc-union-berlin-bayern-de-munique/73920958/,https://www.betano.bet.br/sport/futebol/competicoes/alemanha/24/
2025-11-07T02:57:25.854822+00:00,Bundesliga,1. FC Union Berlin x Bayern de Munique,1. FC Union Berlin,Bayern de Munique,2025-11-08T14:30:00Z,Total de Gols,Over,3.5,2.0,https://www.betano.bet.br/odds/1-fc-union-berlin-bayern-de-munique/73920958/,https://www.betano.bet.br/sport/futebol/competicoes/alemanha/24/
2025-11-07T02:57:25.854857+00:00,Bundesliga,1. FC Union Berlin x Bayern de Munique,1. FC Union Berlin,Bayern de Munique,2025-11-08T14:30:00Z,Total de Gols,Under,3.5,1.82,https://www.betano.bet.br/odds/1-fc-union-berlin-bayern-de-munique/73920958/,https://www.betano.bet.br/sport/futebol/competicoes/alemanha/24/
2025-11-07T02:57:31.036633+00:00,Bundesliga,Werder Bremen x Wolfsburg,Werder Bremen,Wolfsburg,2025-11-07T19:30:00Z,1X2,1,,2.25,https://www.betano.bet.br/odds/werder-bremen-wolfsburg/73870493/,https://www.betano.bet.br/sport/futebol/competicoes/alemanha/24/
2025-11-07T02:57:31.036652+00:00,Bundesliga,Werder Bremen x Wolfsburg,Werder Bremen,Wolfsburg,2025-11-07T19:30:00Z,1X2,X,,3.8,https://www.betano.bet.br/odds/werder-bremen-wolfsburg/73870493/,https://www.betano.bet.br/sport/futebol/competicoes/alemanha/24/
2025-11-07T02:57:31.036660+00:00,Bundesliga,Werder Bremen x Wolfsburg,Werder Bremen,Wolfsburg,2025-11-07T19:30:00Z,1X2,2,,3.15,https://www.betano.bet.br/odds/werder-bremen-wolfsburg/73870493/,https://www.betano.bet.br/sport/futebol/competicoes/alemanha/24/
2025-11-07T02:57:35.658716+00:00,Bundesliga,Werder Bremen x Wolfsburg,Werder Bremen,Wolfsburg,2025-11-07T19:30:00Z,Total de Gols,Over,0.5,1.57,https://www.betano.bet.br/odds/werder-bremen-wolfsburg/73870493/,https://www.betano.bet.br/sport/futebol/competicoes/alemanha/24/
2025-11-07T02:57:35.658746+00:00,Bundesliga,Werder Bremen x Wolfsburg,Werder Bremen,Wolfsburg,2025-11-07T19:30:00Z,Total de Gols,Under,0.5,2.4,https://www.betano.bet.br/odds/werder-bremen-wolfsburg/73870493/,https://www.betano.bet.br/sport/futebol/competicoes/alemanha/24/
2025-11-07T02:57:40.632217+00:00,Bundesliga,Hoffenheim x RB Leipzig,Hoffenheim,RB Leipzig,2025-11-08T14:30:00Z,1X2,1,,2.67,https://www.betano.bet.br/odds/hoffenheim-rb-leipzig/74971679/,https://www.betano.bet.br/sport/futebol/competicoes/alemanha/24/
2025-11-07T02:57:40.632237+00:00,Bundesliga,Hoffenheim x RB Leipzig,Hoffenheim,RB Leipzig,2025-11-08T14:30:00Z,1X2,X,,3.9,https://www.betano.bet.br/odds/hoffenheim-rb-leipzig/74971679/,https://www.betano.bet.br/sport/futebol/competicoes/alemanha/24/
2025-11-07T02:57:40.632244+00:00,Bundesliga,Hoffenheim x RB Leipzig,Hoffenheim,RB Leipzig,2025-11-08T14:30:00Z,1X2,2,,2.37,https://www.betano.bet.br/odds/hoffenheim-rb-leipzig/74971679/,https://www.betano.bet.br/sport/futebol/competicoes/alemanha/24/
2025-11-07T02:57:44.757523+00:00,Bundesliga,Hoffenheim x RB Leipzig,Hoffenheim,RB Leipzig,2025-11-08T14:30:00Z,Total de Gols,Over,3.5,1.95,https://www.betano.bet.br/odds/hoffenheim-rb-leipzig/74971679/,https://www.betano.bet.br/sport/futebol/competicoes/alemanha/24/
2025-11-07T02:57:44.757549+00:00,Bundesliga,Hoffenheim x RB Leipzig,Hoffenheim,RB Leipzig,2025-11-08T14:30:00Z,Total de Gols,Under,3.5,1.85,https://www.betano.bet.br/odds/hoffenheim-rb-leipzig/74971679/,https://www.betano.bet.br/sport/futebol/competicoes/alemanha/24/
2025-11-07T02:57:49.239957+00:00,Bundesliga,Borussia Monchengladbach x 1. FC Köln,Borussia Monchengladbach,1. FC Köln,2025-11-08T17:30:00Z,1X2,1,,2.25,https://www.betano.bet.br/odds/borussia-monchengladbach-1-fc-koln/73920966/,https://www.betano.bet.br/sport/futebol/competicoes/alemanha/24/
2025-11-07T02:57:49.239981+00:00,Bundesliga,Borussia Monchengladbach x 1. FC Köln,Borussia Monchengladbach,1. FC Köln,2025-11-08T17:30:00Z,1X2,X,,3.5,https://www.betano.bet.br/odds/borussia-monchengladbach-1-fc-koln/73920966/,https://www.betano.bet.br/sport/futebol/competicoes/alemanha/24/
2025-11-07T02:57:49.239990+00:00,Bundesliga,Borussia Monchengladbach x 1. FC Köln,Borussia Monchengladbach,1. FC Köln,2025-11-08T17:30:00Z,1X2,2,,3.15,https://www.betano.bet.br/odds/borussia-monchengladbach-1-fc-koln/73920966/,https://www.betano.bet.br/sport/futebol/competicoes/alemanha/24/
2025-11-07T02:57:53.381712+00:00,Bundesliga,Borussia Monchengladbach x 1. FC Köln,Borussia Monchengladbach,1. FC Köln,2025-11-08T17:30:00Z,Total de Gols,Over,2.5,1.65,https://www.betano.bet.br/odds/borussia-monchengladbach-1-fc-koln/73920966/,https://www.betano.bet.br/sport/futebol/competicoes/alemanha/24/
2025-11-07T02:57:53.381735+00:00,Bundesliga,Borussia Monchengladbach x 1. FC Köln,Borussia Monchengladbach,1. FC Köln,2025-11-08T17:30:00Z,Total de Gols,Under,2.5,2.25,https://www.betano.bet.br/odds/borussia-monchengladbach-1-fc-koln/73920966/,https://www.betano.bet.br/sport/futebol/competicoes/alemanha/24/
2025-11-07T02:57:58.148446+00:00,Bundesliga,Bayer Leverkusen x 1. FC Heidenheim,Bayer Leverkusen,1. FC Heidenheim,2025-11-08T14:30:00Z,1X2,1,,1.42,https://www.betano.bet.br/odds/bayer-leverkusen-1-fc-heidenheim/75342492/,https://www.betano.bet.br/sport/futebol/competicoes/alemanha/24/
2025-11-07T02:57:58.148468+00:00,Bundesliga,Bayer Leverkusen x 1. FC Heidenheim,Bayer Leverkusen,1. FC Heidenheim,2025-11-08T14:30:00Z,1X2,X,,4.75,https://www.betano.bet.br/odds/bayer-leverkusen-1-fc-heidenheim/75342492/,https://www.betano.bet.br/sport/futebol/competicoes/alemanha/24/
2025-11-07T02:57:58.148476+00:00,Bundesliga,Bayer Leverkusen x 1. FC Heidenheim,Bayer Leverkusen,1. FC Heidenheim,2025-11-08T14:30:00Z,1X2,2,,7.4,https://www.betano.bet.br/odds/bayer-leverkusen-1-fc-heidenheim/75342492/,https://www.betano.bet.br/sport/futebol/competicoes/alemanha/24/
2025-11-07T02:58:02.635753+00:00,Bundesliga,Bayer Leverkusen x 1. FC Heidenheim,Bayer Leverkusen,1. FC Heidenheim,2025-11-08T14:30:00Z,Total de Gols,Over,3.5,2.32,https://www.betano.bet.br/odds/bayer-leverkusen-1-fc-heidenheim/75342492/,https://www.betano.bet.br/sport/futebol/competicoes/alemanha/24/
2025-11-07T02:58:02.635775+00:00,Bundesliga,Bayer Leverkusen x 1. FC Heidenheim,Bayer Leverkusen,1. FC Heidenheim,2025-11-08T14:30:00Z,Total de Gols,Under,3.5,1.62,https://www.betano.bet.br/odds/bayer-leverkusen-1-fc-heidenheim/75342492/,https://www.betano.bet.br/sport/futebol/competicoes/alemanha/24/
2025-11-07T02:58:07.996349+00:00,Bundesliga,Hamburgo x Borussia Dortmund,Hamburgo,Borussia Dortmund,2025-11-08T14:30:00Z,1X2,1,,4.45,https://www.betano.bet.br/odds/hamburgo-borussia-dortmund/75342514/,https://www.betano.bet.br/sport/futebol/competicoes/alemanha/24/
2025-11-07T02:58:07.996370+00:00,Bundesliga,Hamburgo x Borussia Dortmund,Hamburgo,Borussia Dortmund,2025-11-08T14:30:00Z,1X2,X,,4.15,https://www.betano.bet.br/odds/hamburgo-borussia-dortmund/75342514/,https://www.betano.bet.br/sport/futebol/competicoes/alemanha/24/
2025-11-07T02:58:07.996379+00:00,Bundesliga,Hamburgo x Borussia Dortmund,Hamburgo,Borussia Dortmund,2025-11-08T14:30:00Z,1X2,2,,1.7,https://www.betano.bet.br/odds/hamburgo-borussia-dortmund/75342514/,https://www.betano.bet.br/sport/futebol/competicoes/alemanha/24/
2025-11-07T02:58:12.240862+00:00,Bundesliga,Hamburgo x Borussia Dortmund,Hamburgo,Borussia Dortmund,2025-11-08T14:30:00Z,Total de Gols,Over,3.5,2.2,https://www.betano.bet.br/odds/hamburgo-borussia-dortmund/75342514/,https://www.betano.bet.br/sport/futebol/competicoes/alemanha/24/
2025-11-07T02:58:12.240891+00:00,Bundesliga,Hamburgo x Borussia Dortmund,Hamburgo,Borussia Dortmund,2025-11-08T14:30:00Z,Total de Gols,Under,3.5,1.67,https://www.betano.bet.br/odds/hamburgo-borussia-dortmund/75342514/,https://www.betano.bet.br/sport/futebol/competicoes/alemanha/24/
2025-11-07T02:58:22.330228+00:00,Ligue 1,Le Havre AC x Nantes,Le Havre AC,Nantes,2025-11-08T18:00:00Z,1X2,1,,1.9,https://www.betano.bet.br/odds/le-havre-ac-nantes/75039057/,https://www.betano.bet.br/sport/futebol/competicoes/franca/23/
2025-11-07T02:58:22.330260+00:00,Ligue 1,Le Havre AC x Nantes,Le Havre AC,Nantes,2025-11-08T18:00:00Z,1X2,X,,3.35,https://www.betano.bet.br/odds/le-havre-ac-nantes/75039057/,https://www.betano.bet.br/sport/futebol/competicoes/franca/23/
2025-11-07T02:58:22.330274+00:00,Ligue 1,Le Havre AC x Nantes,Le Havre AC,Nantes,2025-11-08T18:00:00Z,1X2,2,,4.4,https://www.betano.bet.br/odds/le-havre-ac-nantes/75039057/,https://www.betano.bet.br/sport/futebol/competicoes/franca/23/
2025-11-07T02:58:26.513140+00:00,Ligue 1,Le Havre AC x Nantes,Le Havre AC,Nantes,2025-11-08T18:00:00Z,Total de Gols,Over,2.5,2.18,https://www.betano.bet.br/odds/le-havre-ac-nantes/75039057/,https://www.betano.bet.br/sport/futebol/competicoes/franca/23/
2025-11-07T02:58:26.513175+00:00,Ligue 1,Le Havre AC x Nantes,Le Havre AC,Nantes,2025-11-08T18:00:00Z,Total de Gols,Under,2.5,1.7,https://www.betano.bet.br/odds/le-havre-ac-nantes/75039057/,https://www.betano.bet.br/sport/futebol/competicoes/franca/23/
2025-11-07T02:58:31.354045+00:00,Ligue 1,Monaco x Lens,Monaco,Lens,2025-11-08T20:05:00Z,1X2,1,,2.1,https://www.betano.bet.br/odds/monaco-lens/73926833/,https://www.betano.bet.br/sport/futebol/competicoes/franca/23/
2025-11-07T02:58:31.354065+00:00,Ligue 1,Monaco x Lens,Monaco,Lens,2025-11-08T20:05:00Z,1X2,X,,3.75,https://www.betano.bet.br/odds/monaco-lens/73926833/,https://www.betano.bet.br/sport/futebol/competicoes/franca/23/
2025-11-07T02:58:31.354073+00:00,Ligue 1,Monaco x Lens,Monaco,Lens,2025-11-08T20:05:00Z,1X2,2,,3.25,https://www.betano.bet.br/odds/monaco-lens/73926833/,https://www.betano.bet.br/sport/futebol/competicoes/franca/23/
2025-11-07T02:58:35.528096+00:00,Ligue 1,Monaco x Lens,Monaco,Lens,2025-11-08T20:05:00Z,Total de Gols,Over,3.5,2.3,https://www.betano.bet.br/odds/monaco-lens/73926833/,https://www.betano.bet.br/sport/futebol/competicoes/franca/23/
2025-11-07T02:58:35.528117+00:00,Ligue 1,Monaco x Lens,Monaco,Lens,2025-11-08T20:05:00Z,Total de Gols,Under,3.5,1.62,https://www.betano.bet.br/odds/monaco-lens/73926833/,https://www.betano.bet.br/sport/futebol/competicoes/franca/23/
2025-11-07T02:58:40.388239+00:00,Ligue 1,Olympique de Marseille x Brestois,Olympique de Marseille,Brestois,2025-11-08T16:00:00Z,1X2,1,,1.47,https://www.betano.bet.br/odds/olympique-de-marseille-brestois/73926807/,https://www.betano.bet.br/sport/futebol/competicoes/franca/23/
2025-11-07T02:58:40.388262+00:00,Ligue 1,Olympique de Marseille x Brestois,Olympique de Marseille,Brestois,2025-11-08T16:00:00Z,1X2,X,,4.5,https://www.betano.bet.br/odds/olympique-de-marseille-brestois/73926807/,https://www.betano.bet.br/sport/futebol/competicoes/franca/23/
2025-11-07T02:58:40.388271+00:00,Ligue 1,Olympique de Marseille x Brestois,Olympique de Marseille,Brestois,2025-11-08T16:00:00Z,1X2,2,,6.7,https://www.betano.bet.br/odds/olympique-de-marseille-brestois/73926807/,https://www.betano.bet.br/sport/futebol/competicoes/franca/23/
2025-11-07T02:58:44.896311+00:00,Ligue 1,Olympique de Marseille x Brestois,Olympique de Marseille,Brestois,2025-11-08T16:00:00Z,Total de Gols,Over,2.5,1.7,https://www.betano.bet.br/odds/olympique-de-marseille-brestois/73926807/,https://www.betano.bet.br/sport/futebol/competicoes/franca/23/
2025-11-07T02:58:44.896335+00:00,Ligue 1,Olympique de Marseille x Brestois,Olympique de Marseille,Brestois,2025-11-08T16:00:00Z,Total de Gols,Under,2.5,2.18,https://www.betano.bet.br/odds/olympique-de-marseille-brestois/73926807/,https://www.betano.bet.br/sport/futebol/competicoes/franca/23/
2025-11-07T02:58:50.109762+00:00,Ligue 1,Paris FC x Rennes,Paris FC,Rennes,2025-11-07T19:45:00Z,1X2,1,,2.18,https://www.betano.bet.br/odds/paris-fc-rennes/73875492/,https://www.betano.bet.br/sport/futebol/competicoes/franca/23/
2025-11-07T02:58:50.109793+00:00,Ligue 1,Paris FC x Rennes,Paris FC,Rennes,2025-11-07T19:45:00Z,1X2,X,,3.65,https://www.betano.bet.br/odds/paris-fc-rennes/73875492/,https://www.betano.bet.br/sport/futebol/competicoes/franca/23/
2025-11-07T02:58:50.109808+00:00,Ligue 1,Paris FC x Rennes,Paris FC,Rennes,2025-11-07T19:45:00Z,1X2,2,,3.15,https://www.betano.bet.br/odds/paris-fc-rennes/73875492/,https://www.betano.bet.br/sport/futebol/competicoes/franca/23/
2025-11-07T02:58:54.573962+00:00,Ligue 1,Paris FC x Rennes,Paris FC,Rennes,2025-11-07T19:45:00Z,Total de Gols,Over,4.5,1.7,https://www.betano.bet.br/odds/paris-fc-rennes/73875492/,https://www.betano.bet.br/sport/futebol/competicoes/franca/23/
2025-11-07T02:58:54.573995+00:00,Ligue 1,Paris FC x Rennes,Paris FC,Rennes,2025-11-07T19:45:00Z,Total de Gols,Under,4.5,2.15,https://www.betano.bet.br/odds/paris-fc-rennes/73875492/,https://www.betano.bet.br/sport/futebol/competicoes/franca/23/
