Matchday,Day,Date,Home,Away,FullTime,HalfTime,Penalties,FullTimeHomeGoals,FullTimeAwayGoals,FullTimeResult,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeResult,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellowCards,AwayYellowCards,HomeRedCards,AwayRedCards,PinnacleHomeOpen,PinnacleDrawOpen,PinnacleAwayOpen,AvgHomeOpen,AvgDrawOpen,AvgAwayOpen,MaxHomeOpen,MaxDrawOpen,MaxAwayOpen,Bet365HomeOpen,Bet365DrawOpen,Bet365AwayOpen,Bet365Over25Open,Bet365Under25Open,PinnacleOver25Open,PinnacleUnder25Open,AvgOver25Open,AvgUnder25Open,PinnacleHomeClose,PinnacleDrawClose,PinnacleAwayClose,AvgHomeClose,AvgDrawClose,AvgAwayClose,MaxHomeClose,MaxDrawClose,MaxAwayClose,Bet365HomeClose,Bet365DrawClose,Bet365AwayClose
1,Sat,2008-08-09,AJ Auxerre,Nantes,2-1,1-0,,2,1,H,1,0,H,10,15,5,4,19,18,5,8,2,0,0,0,,,,,,,,,,2.1,3.1,3.75,,,,,,,,,,,,,,,,,,
1,Sat,2008-08-09,Bordeaux,Caen,2-1,0-1,,2,1,H,0,1,A,24,8,11,1,10,22,15,1,3,4,0,0,,,,,,,,,,1.57,3.6,6.5,,,,,,,,,,,,,,,,,,
1,Sat,2008-08-09,Le Havre AC,Nice,1-0,0-0,,1,0,H,0,0,D,14,15,4,3,24,21,4,8,1,2,0,0,,,,,,,,,,2.3,3.0,3.4,,,,,,,,,,,,,,,,,,
1,Sat,2008-08-09,Le Mans,FC Lorient,0-1,0-0,,0,1,A,0,0,D,10,12,2,1,22,16,6,3,2,2,0,0,,,,,,,,,,2.1,3.1,3.8,,,,,,,,,,,,,,,,,,
1,Sat,2008-08-09,Monaco,Paris Saint Germain,1-0,0-0,,1,0,H,0,0,D,10,7,4,3,10,15,9,6,1,2,0,0,,,,,,,,,,2.4,3.1,3.1,,,,,,,,,,,,,,,,,,
1,Sat,2008-08-09,Nancy,Lille,0-0,0-0,,0,0,D,0,0,D,8,11,0,4,16,16,2,6,3,2,0,1,,,,,,,,,,2.15,3.1,3.6,,,,,,,,,,,,,,,,,,
1,Sat,2008-08-09,Rennes,Olympique de Marseille,4-4,1-3,,4,4,D,1,3,A,14,19,10,10,20,11,3,5,2,1,0,0,,,,,,,,,,2.7,3.0,2.8,,,,,,,,,,,,,,,,,,
1,Sat,2008-08-09,Sochaux,Grenoble,1-2,0-0,,1,2,A,0,0,D,18,7,4,2,16,13,12,3,3,2,0,0,,,,,,,,,,1.91,3.2,4.33,,,,,,,,,,,,,,,,,,
1,Sat,2008-08-09,Valenciennes,Saint-Étienne,1-0,1-0,,1,0,H,1,0,H,11,26,4,7,19,14,2,10,3,1,0,0,,,,,,,,,,2.4,3.1,3.1,,,,,,,,,,,,,,,,,,
1,Sun,2008-08-10,Lyon,Toulouse FC,3-0,1-0,,3,0,H,1,0,H,10,8,5,2,9,13,4,3,1,1,0,0,,,,,,,,,,1.33,4.5,11.0,,,,,,,,,,,,,,,,,,
2,Sat,2008-08-16,Caen,Valenciennes,3-1,3-1,,3,1,H,3,1,H,20,19,4,5,19,17,2,6,2,2,0,0,,,,,,,,,,2.1,3.0,4.0,,,,,,,,,,,,,,,,,,
2,Sat,2008-08-16,Lille,Le Mans,1-3,0-2,,1,3,A,0,2,A,11,6,1,4,19,21,4,3,3,3,0,0,,,,,,,,,,1.8,3.3,4.75,,,,,,,,,,,,,,,,,,
2,Sat,2008-08-16,Nantes,Monaco,1-1,0-1,,1,1,D,0,1,A,13,10,4,3,28,23,3,2,3,4,0,0,,,,,,,,,,2.25,3.0,3.3,,,,,,,,,,,,,,,,,,
2,Sat,2008-08-16,Nice,Nancy,2-1,1-1,,2,1,H,1,1,D,5,9,3,3,23,26,4,6,1,3,0,0,,,,,,,,,,2.4,2.9,3.3,,,,,,,,,,,,,,,,,,
2,Sat,2008-08-16,Paris Saint Germain,Bordeaux,1-0,0-0,,1,0,H,0,0,D,6,16,2,6,20,12,5,4,3,2,0,0,,,,,,,,,,2.38,2.9,3.3,,,,,,,,,,,,,,,,,,
2,Sat,2008-08-16,Saint-Étienne,Sochaux,2-1,2-0,,2,1,H,2,0,H,18,18,5,5,20,14,5,4,2,3,0,0,,,,,,,,,,1.85,3.25,4.5,,,,,,,,,,,,,,,,,,
2,Sat,2008-08-16,Toulouse FC,Le Havre AC,2-1,0-1,,2,1,H,0,1,A,16,10,8,1,16,19,7,2,3,2,0,0,,,,,,,,,,2.15,3.1,3.6,,,,,,,,,,,,,,,,,,
2,Sun,2008-08-17,FC Lorient,Lyon,0-0,0-0,,0,0,D,0,0,D,7,13,0,2,15,23,3,6,2,3,0,0,,,,,,,,,,4.75,3.4,1.8,,,,,,,,,,,,,,,,,,
2,Sun,2008-08-17,Grenoble,Rennes,1-0,1-0,,1,0,H,1,0,H,8,18,3,5,14,20,1,16,1,3,0,0,,,,,,,,,,2.88,2.9,2.7,,,,,,,,,,,,,,,,,,
2,Sun,2008-08-17,Olympique de Marseille,AJ Auxerre,4-0,1-0,,4,0,H,1,0,H,18,7,5,2,10,13,13,1,1,1,0,0,,,,,,,,,,1.57,3.6,6.5,,,,,,,,,,,,,,,,,,
3,Sat,2008-08-23,Le Havre AC,Olympique de Marseille,0-1,0-0,,0,1,A,0,0,D,11,16,3,6,16,26,0,4,0,2,0,1,,,,,,,,,,3.75,3.0,2.15,,,,,,,,,,,,,,,,,,
3,Sat,2008-08-23,Le Mans,Saint-Étienne,1-0,1-0,,1,0,H,1,0,H,5,12,3,2,17,11,5,1,1,2,0,0,,,,,,,,,,2.45,3.0,3.1,,,,,,,,,,,,,,,,,,
3,Sat,2008-08-23,Lyon,Grenoble,2-0,2-0,,2,0,H,2,0,H,16,9,8,3,16,14,9,4,2,1,0,0,,,,,,,,,,1.29,4.75,13.0,,,,,,,,,,,,,,,,,,
3,Sat,2008-08-23,Monaco,Caen,1-1,0-0,,1,1,D,0,0,D,12,15,4,3,22,25,2,6,2,3,0,0,,,,,,,,,,1.75,3.25,5.25,,,,,,,,,,,,,,,,,,
3,Sat,2008-08-23,Nancy,Toulouse FC,0-0,0-0,,0,0,D,0,0,D,12,7,5,1,10,23,7,2,0,2,1,0,,,,,,,,,,1.85,3.1,5.0,,,,,,,,,,,,,,,,,,
3,Sat,2008-08-23,Sochaux,Paris Saint Germain,1-1,0-0,,1,1,D,0,0,D,17,15,5,4,16,11,6,8,1,3,0,0,,,,,,,,,,2.7,2.9,2.8,,,,,,,,,,,,,,,,,,
3,Sat,2008-08-23,Valenciennes,FC Lorient,3-1,2-0,,3,1,H,2,0,H,15,15,7,5,18,17,3,5,2,1,0,0,,,,,,,,,,2.25,2.9,3.6,,,,,,,,,,,,,,,,,,
3,Sun,2008-08-24,AJ Auxerre,Nice,0-1,0-1,,0,1,A,0,1,A,12,12,3,3,9,25,4,5,0,2,0,0,,,,,,,,,,2.15,3.0,3.75,,,,,,,,,,,,,,,,,,
3,Sun,2008-08-24,Bordeaux,Nantes,2-0,1-0,,2,0,H,1,0,H,22,7,10,1,13,13,7,2,0,3,0,0,,,,,,,,,,1.5,3.75,7.5,,,,,,,,,,,,,,,,,,
3,Sun,2008-08-24,Rennes,Lille,2-1,0-1,,2,1,H,0,1,A,20,11,9,6,16,17,6,5,4,2,0,0,,,,,,,,,,2.1,3.0,4.0,,,,,,,,,,,,,,,,,,
4,Sat,2008-08-30,Caen,Paris Saint Germain,0-1,0-1,,0,1,A,0,1,A,15,13,2,6,14,22,9,4,2,4,0,0,,,,,,,,,,2.5,3.0,3.0,,,,,,,,,,,,,,,,,,
4,Sat,2008-08-30,FC Lorient,AJ Auxerre,0-2,0-1,,0,2,A,0,1,A,14,9,5,5,13,20,8,2,2,3,0,0,,,,,,,,,,2.0,3.1,4.2,,,,,,,,,,,,,,,,,,
4,Sat,2008-08-30,Grenoble,Monaco,1-0,1-0,,1,0,H,1,0,H,9,8,3,0,17,15,3,2,2,1,0,0,,,,,,,,,,2.38,3.0,3.25,,,,,,,,,,,,,,,,,,
4,Sat,2008-08-30,Nancy,Le Havre AC,2-1,0-1,,2,1,H,0,1,A,21,12,4,4,16,14,7,2,1,1,0,0,,,,,,,,,,1.73,3.25,5.75,,,,,,,,,,,,,,,,,,
4,Sat,2008-08-30,Nantes,Le Mans,1-4,1-2,,1,4,A,1,2,A,14,12,6,4,9,19,10,2,2,1,0,0,,,,,,,,,,2.0,3.0,4.0,,,,,,,,,,,,,,,,,,
4,Sat,2008-08-30,Nice,Valenciennes,2-0,0-0,,2,0,H,0,0,D,13,10,7,1,17,22,9,8,3,2,0,1,,,,,,,,,,1.91,3.1,4.5,,,,,,,,,,,,,,,,,,
