player_name,club_name,json_club,league_name
Anthony Caci,1.FSV Mainz 05,Mainz 05,Bundesliga
Nikolas Veratschnig,1.FSV Mainz 05,Mainz 05,Bundesliga
Silvan Widmer,1.FSV Mainz 05,Mainz 05,Bundesliga
Kaishu Sano,1.FSV Mainz 05,Mainz 05,Bundesliga
Lennard Maloney,1.FSV Mainz 05,Mainz 05,Bundesliga
Edimilson Fernandes,1.FSV Mainz 05,Mainz 05,Bundesliga
Nadiem Amiri,1.FSV Mainz 05,Mainz 05,Bundesliga
Daniel Gleiber,1.FSV Mainz 05,Mainz 05,Bundesliga
Paul Nebel,1.FSV Mainz 05,Mainz 05,Bundesliga
Hyun-seok Hong,1.FSV Mainz 05,Mainz 05,Bundesliga
Jae-sung Lee,1.FSV Mainz 05,Mainz 05,Bundesliga
Marco Richter,1.FSV Mainz 05,Mainz 05,Bundesliga
Aymen Barkok,1.FSV Mainz 05,Mainz 05,Bundesliga
Gabriel Vidovic,1.FSV Mainz 05,Mainz 05,Bundesliga
Arnaud Nordin,1.FSV Mainz 05,Mainz 05,Bundesliga
Armindo Sieb,1.FSV Mainz 05,Mainz 05,Bundesliga
Jonathan Burkardt,1.FSV Mainz 05,Mainz 05,Bundesliga
Nelson Weiper,1.FSV Mainz 05,Mainz 05,Bundesliga
Karim Onisiwo,1.FSV Mainz 05,Mainz 05,Bundesliga
Finn Dahmen,FC Augsburg,Augsburg,Bundesliga
Nediljko Labrovic,FC Augsburg,Augsburg,Bundesliga
Daniel Klein,FC Augsburg,Augsburg,Bundesliga
Chrislain Matsima,FC Augsburg,Augsburg,Bundesliga
Felix Uduokhai,FC Augsburg,Augsburg,Bundesliga
Cédric Zesiger,FC Augsburg,Augsburg,Bundesliga
Keven Schlotterbeck,FC Augsburg,Augsburg,Bundesliga
Noahkai Banks,FC Augsburg,Augsburg,Bundesliga
Maximilian Bauer,FC Augsburg,Augsburg,Bundesliga
Jeffrey Gouweleeuw,FC Augsburg,Augsburg,Bundesliga
Reece Oxford,FC Augsburg,Augsburg,Bundesliga
Felix Meiser,FC Augsburg,Augsburg,Bundesliga
David Deger,FC Augsburg,Augsburg,Bundesliga
Dimitrios Giannoulis,FC Augsburg,Augsburg,Bundesliga
Mads Pedersen,FC Augsburg,Augsburg,Bundesliga
Marius Wolf,FC Augsburg,Augsburg,Bundesliga
Henri Koudossou,FC Augsburg,Augsburg,Bundesliga
Robert Gumny,FC Augsburg,Augsburg,Bundesliga
Kristijan Jakic,FC Augsburg,Augsburg,Bundesliga
Niklas Dorsch,FC Augsburg,Augsburg,Bundesliga
Tim Breithaupt,FC Augsburg,Augsburg,Bundesliga
Mahmut Kücüksahin,FC Augsburg,Augsburg,Bundesliga
Arne Engels,FC Augsburg,Augsburg,Bundesliga
Frank Onyeka,FC Augsburg,Augsburg,Bundesliga
Arne Maier,FC Augsburg,Augsburg,Bundesliga
Elvis Rexhbecaj,FC Augsburg,Augsburg,Bundesliga
Alexis Claude-Maurice,FC Augsburg,Augsburg,Bundesliga
Mert Kömür,FC Augsburg,Augsburg,Bundesliga
Fredrik Jensen,FC Augsburg,Augsburg,Bundesliga
Juan Cabrera,FC Augsburg,Augsburg,Bundesliga
Rubén Vargas,FC Augsburg,Augsburg,Bundesliga
Phillip Tietz,FC Augsburg,Augsburg,Bundesliga
Samuel Essende,FC Augsburg,Augsburg,Bundesliga
Mergim Berisha,FC Augsburg,Augsburg,Bundesliga
Steve Mounié,FC Augsburg,Augsburg,Bundesliga
Yusuf Kabadayi,FC Augsburg,Augsburg,Bundesliga
Frederik Rönnow,1.FC Union Berlim,1. FC Union Berlin,Bundesliga
Alexander Schwolow,1.FC Union Berlim,1. FC Union Berlin,Bundesliga
Carl Klaus,1.FC Union Berlim,1. FC Union Berlin,Bundesliga
Diogo Leite,1.FC Union Berlim,1. FC Union Berlin,Bundesliga
Danilho Doekhi,1.FC Union Berlim,1. FC Union Berlin,Bundesliga
Leopold Querfeld,1.FC Union Berlim,1. FC Union Berlin,Bundesliga
Paul Jaeckel,1.FC Union Berlim,1. FC Union Berlin,Bundesliga
Kevin Vogt,1.FC Union Berlim,1. FC Union Berlin,Bundesliga
Oluwaseun Ogbemudia,1.FC Union Berlim,1. FC Union Berlin,Bundesliga
Tom Rothe,1.FC Union Berlim,1. FC Union Berlin,Bundesliga
Robin Gosens,1.FC Union Berlim,1. FC Union Berlin,Bundesliga
Jérôme Roussillon,1.FC Union Berlim,1. FC Union Berlin,Bundesliga
Josip Juranovic,1.FC Union Berlim,1. FC Union Berlin,Bundesliga
Christopher Trimmel,1.FC Union Berlim,1. FC Union Berlin,Bundesliga
Aljoscha Kemlein,1.FC Union Berlim,1. FC Union Berlin,Bundesliga
Rani Khedira,1.FC Union Berlim,1. FC Union Berlin,Bundesliga
András Schäfer,1.FC Union Berlim,1. FC Union Berlin,Bundesliga
László Bénes,1.FC Union Berlim,1. FC Union Berlin,Bundesliga
Janik Haberer,1.FC Union Berlim,1. FC Union Berlin,Bundesliga
Lucas Tousart,1.FC Union Berlim,1. FC Union Berlin,Bundesliga
Robert Skov,1.FC Union Berlim,1. FC Union Berlin,Bundesliga
Woo-yeong Jeong,1.FC Union Berlim,1. FC Union Berlin,Bundesliga
Kevin Volland,1.FC Union Berlim,1. FC Union Berlin,Bundesliga
David Preu,1.FC Union Berlim,1. FC Union Berlin,Bundesliga
Benedict Hollerbach,1.FC Union Berlim,1. FC Union Berlin,Bundesliga
Yorbe Vertessen,1.FC Union Berlim,1. FC Union Berlin,Bundesliga
Andrej Ilic,1.FC Union Berlim,1. FC Union Berlin,Bundesliga
Marin Ljubicic,1.FC Union Berlim,1. FC Union Berlin,Bundesliga
Jordan,1.FC Union Berlim,1. FC Union Berlin,Bundesliga
Tim Skarke,1.FC Union Berlim,1. FC Union Berlin,Bundesliga
Ivan Prtajin,1.FC Union Berlim,1. FC Union Berlin,Bundesliga
Michael Zetterer,Werder Bremen,Werder Bremen,Bundesliga
Mio Backhaus,Werder Bremen,Werder Bremen,Bundesliga
Markus Kolke,Werder Bremen,Werder Bremen,Bundesliga
Marco Friedl,Werder Bremen,Werder Bremen,Bundesliga
Niklas Stark,Werder Bremen,Werder Bremen,Bundesliga
Amos Pieper,Werder Bremen,Werder Bremen,Bundesliga
Milos Veljkovic,Werder Bremen,Werder Bremen,Bundesliga
Julián Malatini,Werder Bremen,Werder Bremen,Bundesliga
Anthony Jung,Werder Bremen,Werder Bremen,Bundesliga
Mick Schmetgens,Werder Bremen,Werder Bremen,Bundesliga
Karim Coulibaly,Werder Bremen,Werder Bremen,Bundesliga
Felix Agu,Werder Bremen,Werder Bremen,Bundesliga
Derrick Köhn,Werder Bremen,Werder Bremen,Bundesliga
Olivier Deman,Werder Bremen,Werder Bremen,Bundesliga
Mitchell Weiser,Werder Bremen,Werder Bremen,Bundesliga
Issa Kaboré,Werder Bremen,Werder Bremen,Bundesliga
Senne Lynen,Werder Bremen,Werder Bremen,Bundesliga
Skelly Alvero,Werder Bremen,Werder Bremen,Bundesliga
Wesley Adeh,Werder Bremen,Werder Bremen,Bundesliga
Jens Stage,Werder Bremen,Werder Bremen,Bundesliga
Leonardo Bittencourt,Werder Bremen,Werder Bremen,Bundesliga
Romano Schmid,Werder Bremen,Werder Bremen,Bundesliga
Isak Hansen-Aarøen,Werder Bremen,Werder Bremen,Bundesliga
Leon Opitz,Werder Bremen,Werder Bremen,Bundesliga
Patrice Covic,Werder Bremen,Werder Bremen,Bundesliga
Marco Grüll,Werder Bremen,Werder Bremen,Bundesliga
Abdenego Nankishi,Werder Bremen,Werder Bremen,Bundesliga
Justin Njinmah,Werder Bremen,Werder Bremen,Bundesliga
Marvin Ducksch,Werder Bremen,Werder Bremen,Bundesliga
André Silva,Werder Bremen,Werder Bremen,Bundesliga
Keke Topp,Werder Bremen,Werder Bremen,Bundesliga
Oliver Burke,Werder Bremen,Werder Bremen,Bundesliga
Maik Lukowicz,Werder Bremen,Werder Bremen,Bundesliga
Kevin Müller,1.FC Heidenheim 1846,1. FC Heidenheim,Bundesliga
Frank Feller,1.FC Heidenheim 1846,1. FC Heidenheim,Bundesliga
Vitus Eicher,1.FC Heidenheim 1846,1. FC Heidenheim,Bundesliga
Paul Tschernuth,1.FC Heidenheim 1846,1. FC Heidenheim,Bundesliga
Benedikt Gimber,1.FC Heidenheim 1846,1. FC Heidenheim,Bundesliga
Patrick Mainka,1.FC Heidenheim 1846,1. FC Heidenheim,Bundesliga
Tim Siersleben,1.FC Heidenheim 1846,1. FC Heidenheim,Bundesliga
Thomas Keller,1.FC Heidenheim 1846,1. FC Heidenheim,Bundesliga
Frans Krätzig,1.FC Heidenheim 1846,1. FC Heidenheim,Bundesliga
Jonas Föhrenbach,1.FC Heidenheim 1846,1. FC Heidenheim,Bundesliga
Omar Traoré,1.FC Heidenheim 1846,1. FC Heidenheim,Bundesliga
Marnon Busch,1.FC Heidenheim 1846,1. FC Heidenheim,Bundesliga
Lennard Maloney,1.FC Heidenheim 1846,1. FC Heidenheim,Bundesliga
Niklas Dorsch,1.FC Heidenheim 1846,1. FC Heidenheim,Bundesliga
Julian Niehues,1.FC Heidenheim 1846,1. FC Heidenheim,Bundesliga
Luka Janes,1.FC Heidenheim 1846,1. FC Heidenheim,Bundesliga
Norman Theuerkauf,1.FC Heidenheim 1846,1. FC Heidenheim,Bundesliga
Jan Schöppner,1.FC Heidenheim 1846,1. FC Heidenheim,Bundesliga
Luca Kerber,1.FC Heidenheim 1846,1. FC Heidenheim,Bundesliga
Paul Wanner,1.FC Heidenheim 1846,1. FC Heidenheim,Bundesliga
Leo Scienza,1.FC Heidenheim 1846,1. FC Heidenheim,Bundesliga
Adrian Beck,1.FC Heidenheim 1846,1. FC Heidenheim,Bundesliga
Denis Thomalla,1.FC Heidenheim 1846,1. FC Heidenheim,Bundesliga
Mathias Honsak,1.FC Heidenheim 1846,1. FC Heidenheim,Bundesliga
Christopher Negele,1.FC Heidenheim 1846,1. FC Heidenheim,Bundesliga
Sirlord Conteh,1.FC Heidenheim 1846,1. FC Heidenheim,Bundesliga
Marvin Pieringer,1.FC Heidenheim 1846,1. FC Heidenheim,Bundesliga
Budu Zivzivadze,1.FC Heidenheim 1846,1. FC Heidenheim,Bundesliga
Maximilian Breunig,1.FC Heidenheim 1846,1. FC Heidenheim,Bundesliga
Mikkel Kaufmann,1.FC Heidenheim 1846,1. FC Heidenheim,Bundesliga
Stefan Schimmer,1.FC Heidenheim 1846,1. FC Heidenheim,Bundesliga
Nikola Vasilj,FC St. Pauli,FC St. Pauli,Bundesliga
Ben Voll,FC St. Pauli,FC St. Pauli,Bundesliga
Eric Oelschlägel,FC St. Pauli,FC St. Pauli,Bundesliga
Sascha Burchert,FC St. Pauli,FC St. Pauli,Bundesliga
Ronny Seibt,FC St. Pauli,FC St. Pauli,Bundesliga
Sören Ahlers,FC St. Pauli,FC St. Pauli,Bundesliga
Eric Smith,FC St. Pauli,FC St. Pauli,Bundesliga
David Nemeth,FC St. Pauli,FC St. Pauli,Bundesliga
Siebe Van der Heyden,FC St. Pauli,FC St. Pauli,Bundesliga
Hauke Wahl,FC St. Pauli,FC St. Pauli,Bundesliga
Karol Mets,FC St. Pauli,FC St. Pauli,Bundesliga
Adam Dzwigala,FC St. Pauli,FC St. Pauli,Bundesliga
Emil Staugaard,FC St. Pauli,FC St. Pauli,Bundesliga
Muhammad Dahaba,FC St. Pauli,FC St. Pauli,Bundesliga
Lars Ritzka,FC St. Pauli,FC St. Pauli,Bundesliga
Julien Yanda,FC St. Pauli,FC St. Pauli,Bundesliga
Philipp Treu,FC St. Pauli,FC St. Pauli,Bundesliga
Manolis Saliakas,FC St. Pauli,FC St. Pauli,Bundesliga
Fin Stevens,FC St. Pauli,FC St. Pauli,Bundesliga
James Sands,FC St. Pauli,FC St. Pauli,Bundesliga
Marwin Schmitz,FC St. Pauli,FC St. Pauli,Bundesliga
Robert Wagner,FC St. Pauli,FC St. Pauli,Bundesliga
Connor Metcalfe,FC St. Pauli,FC St. Pauli,Bundesliga
Jackson Irvine,FC St. Pauli,FC St. Pauli,Bundesliga
Erik Ahlstrand,FC St. Pauli,FC St. Pauli,Bundesliga
Carlo Boukhalfa,FC St. Pauli,FC St. Pauli,Bundesliga
Danel Sinani,FC St. Pauli,FC St. Pauli,Bundesliga
Noah Weißhaupt,FC St. Pauli,FC St. Pauli,Bundesliga
Elias Saad,FC St. Pauli,FC St. Pauli,Bundesliga
Romeo Aigbekaen,FC St. Pauli,FC St. Pauli,Bundesliga
Oladapo Afolayan,FC St. Pauli,FC St. Pauli,Bundesliga
Morgan Guilavogui,FC St. Pauli,FC St. Pauli,Bundesliga
Scott Banks,FC St. Pauli,FC St. Pauli,Bundesliga
Johannes Eggestein,FC St. Pauli,FC St. Pauli,Bundesliga
Abdoulie Ceesay,FC St. Pauli,FC St. Pauli,Bundesliga
Maurides,FC St. Pauli,FC St. Pauli,Bundesliga
Andreas Albers,FC St. Pauli,FC St. Pauli,Bundesliga
Simon Zoller,FC St. Pauli,FC St. Pauli,Bundesliga
Timo Horn,VfL Bochum,VfL Bochum,Bundesliga
Patrick Drewes,VfL Bochum,VfL Bochum,Bundesliga
Paul Grave,VfL Bochum,VfL Bochum,Bundesliga
Bernardo,VfL Bochum,VfL Bochum,Bundesliga
Tim Oermann,VfL Bochum,VfL Bochum,Bundesliga
Erhan Masovic,VfL Bochum,VfL Bochum,Bundesliga
Jakov Medic,VfL Bochum,VfL Bochum,Bundesliga
Ivan Ordets,VfL Bochum,VfL Bochum,Bundesliga
Noah Loosli,VfL Bochum,VfL Bochum,Bundesliga
Mohammed Tolba,VfL Bochum,VfL Bochum,Bundesliga
Maximilian Wittek,VfL Bochum,VfL Bochum,Bundesliga
Felix Passlack,VfL Bochum,VfL Bochum,Bundesliga
Cristian Gamboa,VfL Bochum,VfL Bochum,Bundesliga
Kacper Koscierski,VfL Bochum,VfL Bochum,Bundesliga
Ibrahima Sissoko,VfL Bochum,VfL Bochum,Bundesliga
Anthony Losilla,VfL Bochum,VfL Bochum,Bundesliga
Niklas Jahn,VfL Bochum,VfL Bochum,Bundesliga
Tom Krauß,VfL Bochum,VfL Bochum,Bundesliga
Matus Bero,VfL Bochum,VfL Bochum,Bundesliga
Moritz-Broni Kwarteng,VfL Bochum,VfL Bochum,Bundesliga
Mats Pannewig,VfL Bochum,VfL Bochum,Bundesliga
Agon Elezi,VfL Bochum,VfL Bochum,Bundesliga
Koji Miyoshi,VfL Bochum,VfL Bochum,Bundesliga
Dani de Wit,VfL Bochum,VfL Bochum,Bundesliga
Lukas Daschner,VfL Bochum,VfL Bochum,Bundesliga
Lennart Koerdt,VfL Bochum,VfL Bochum,Bundesliga
Georgios Masouras,VfL Bochum,VfL Bochum,Bundesliga
Aliou Baldé,VfL Bochum,VfL Bochum,Bundesliga
Gerrit Holtmann,VfL Bochum,VfL Bochum,Bundesliga
Samuel Bamba,VfL Bochum,VfL Bochum,Bundesliga
Myron Boadu,VfL Bochum,VfL Bochum,Bundesliga
Moritz Broschinski,VfL Bochum,VfL Bochum,Bundesliga
Philipp Hofmann,VfL Bochum,VfL Bochum,Bundesliga
Timon Weiner,Holstein Kiel,Holstein Kiel,Bundesliga
Thomas Dähne,Holstein Kiel,Holstein Kiel,Bundesliga
Marcel Engelhardt,Holstein Kiel,Holstein Kiel,Bundesliga
David Zec,Holstein Kiel,Holstein Kiel,Bundesliga
Marko Ivezic,Holstein Kiel,Holstein Kiel,Bundesliga
Max Geschwill,Holstein Kiel,Holstein Kiel,Bundesliga
Timo Becker,Holstein Kiel,Holstein Kiel,Bundesliga
Colin Kleine-Bekel,Holstein Kiel,Holstein Kiel,Bundesliga
Marco Komenda,Holstein Kiel,Holstein Kiel,Bundesliga
Patrick Erras,Holstein Kiel,Holstein Kiel,Bundesliga
Ivan Nekic,Holstein Kiel,Holstein Kiel,Bundesliga
Carl Johansson,Holstein Kiel,Holstein Kiel,Bundesliga
John Tolkin,Holstein Kiel,Holstein Kiel,Bundesliga
Tymoteusz Puchacz,Holstein Kiel,Holstein Kiel,Bundesliga
Dominik Javorcek,Holstein Kiel,Holstein Kiel,Bundesliga
Lasse Rosenboom,Holstein Kiel,Holstein Kiel,Bundesliga
Nicolai Remberg,Holstein Kiel,Holstein Kiel,Bundesliga
Marvin Schulz,Holstein Kiel,Holstein Kiel,Bundesliga
Armin Gigovic,Holstein Kiel,Holstein Kiel,Bundesliga
Magnus Knudsen,Holstein Kiel,Holstein Kiel,Bundesliga
Lewis Holtby,Holstein Kiel,Holstein Kiel,Bundesliga
Finn Porath,Holstein Kiel,Holstein Kiel,Bundesliga
Aurel Wagbe,Holstein Kiel,Holstein Kiel,Bundesliga
Andu Kelati,Holstein Kiel,Holstein Kiel,Bundesliga
Alexander Bernhardsson,Holstein Kiel,Holstein Kiel,Bundesliga
Shuto Machino,Holstein Kiel,Holstein Kiel,Bundesliga
Phil Harres,Holstein Kiel,Holstein Kiel,Bundesliga
Benedikt Pichler,Holstein Kiel,Holstein Kiel,Bundesliga
Steven Skrzybski,Holstein Kiel,Holstein Kiel,Bundesliga
Fiete Arp,Holstein Kiel,Holstein Kiel,Bundesliga
Gianluigi Donnarumma,FC Paris Saint-Germain,Paris Saint Germain,Ligue 1
Matvey Safonov,FC Paris Saint-Germain,Paris Saint Germain,Ligue 1
Arnau Tenas,FC Paris Saint-Germain,Paris Saint Germain,Ligue 1
Louis Mouquet,FC Paris Saint-Germain,Paris Saint Germain,Ligue 1
Willian Pacho,FC Paris Saint-Germain,Paris Saint Germain,Ligue 1
Marquinhos,FC Paris Saint-Germain,Paris Saint Germain,Ligue 1
Lucas Beraldo,FC Paris Saint-Germain,Paris Saint Germain,Ligue 1
Milan Škriniar,FC Paris Saint-Germain,Paris Saint Germain,Ligue 1
Presnel Kimpembe,FC Paris Saint-Germain,Paris Saint Germain,Ligue 1
Axel Tape,FC Paris Saint-Germain,Paris Saint Germain,Ligue 1
Noham Kamara,FC Paris Saint-Germain,Paris Saint Germain,Ligue 1
Naoufel El Hannach,FC Paris Saint-Germain,Paris Saint Germain,Ligue 1
Nuno Mendes,FC Paris Saint-Germain,Paris Saint Germain,Ligue 1
Lucas Hernández,FC Paris Saint-Germain,Paris Saint Germain,Ligue 1
Achraf Hakimi,FC Paris Saint-Germain,Paris Saint Germain,Ligue 1
Yoram Zague,FC Paris Saint-Germain,Paris Saint Germain,Ligue 1
Vitinha,FC Paris Saint-Germain,Paris Saint Germain,Ligue 1
Gabriel Moscardo,FC Paris Saint-Germain,Paris Saint Germain,Ligue 1
João Neves,FC Paris Saint-Germain,Paris Saint Germain,Ligue 1
Warren Zaïre-Emery,FC Paris Saint-Germain,Paris Saint Germain,Ligue 1
Fabián Ruiz,FC Paris Saint-Germain,Paris Saint Germain,Ligue 1
Carlos Soler,FC Paris Saint-Germain,Paris Saint Germain,Ligue 1
Senny Mayulu,FC Paris Saint-Germain,Paris Saint Germain,Ligue 1
Kang-in Lee,FC Paris Saint-Germain,Paris Saint Germain,Ligue 1
Marco Asensio,FC Paris Saint-Germain,Paris Saint Germain,Ligue 1
Wassim Slama,FC Paris Saint-Germain,Paris Saint Germain,Ligue 1
Khvicha Kvaratskhelia,FC Paris Saint-Germain,Paris Saint Germain,Ligue 1
Bradley Barcola,FC Paris Saint-Germain,Paris Saint Germain,Ligue 1
Quentin Ndjantou,FC Paris Saint-Germain,Paris Saint Germain,Ligue 1
Désiré Doué,FC Paris Saint-Germain,Paris Saint Germain,Ligue 1
Ibrahim Mbaye,FC Paris Saint-Germain,Paris Saint Germain,Ligue 1
Ousmane Dembélé,FC Paris Saint-Germain,Paris Saint Germain,Ligue 1
Gonçalo Ramos,FC Paris Saint-Germain,Paris Saint Germain,Ligue 1
Randal Kolo Muani,FC Paris Saint-Germain,Paris Saint Germain,Ligue 1
Radoslaw Majecki,AS Monaco,Monaco,Ligue 1
Philipp Köhn,AS Monaco,Monaco,Ligue 1
Jules Stawiecki,AS Monaco,Monaco,Ligue 1
Yann Lienard,AS Monaco,Monaco,Ligue 1
Thilo Kehrer,AS Monaco,Monaco,Ligue 1
Christian Mawissa,AS Monaco,Monaco,Ligue 1
Mohammed Salisu,AS Monaco,Monaco,Ligue 1
Guillermo Maripán,AS Monaco,Monaco,Ligue 1
Bradel Kiwa,AS Monaco,Monaco,Ligue 1
Caio Henrique,AS Monaco,Monaco,Ligue 1
Ismail Jakobs,AS Monaco,Monaco,Ligue 1
Kassoum Ouattara,AS Monaco,Monaco,Ligue 1
Wilfried Singo,AS Monaco,Monaco,Ligue 1
Vanderson,AS Monaco,Monaco,Ligue 1
Jordan Teze,AS Monaco,Monaco,Ligue 1
Denis Zakaria,AS Monaco,Monaco,Ligue 1
Soungoutou Magassa,AS Monaco,Monaco,Ligue 1
Moatasem Al-Musrati,AS Monaco,Monaco,Ligue 1
Aladji Bamba,AS Monaco,Monaco,Ligue 1
Samuel Nibombe,AS Monaco,Monaco,Ligue 1
Lamine Camara,AS Monaco,Monaco,Ligue 1
Eliot Matazo,AS Monaco,Monaco,Ligue 1
Edan Diop,AS Monaco,Monaco,Ligue 1
Mamadou Coulibaly,AS Monaco,Monaco,Ligue 1
Mayssam Benama,AS Monaco,Monaco,Ligue 1
Aleksandr Golovin,AS Monaco,Monaco,Ligue 1
Saïmon Bouabré,AS Monaco,Monaco,Ligue 1
Eliesse Ben Seghir,AS Monaco,Monaco,Ligue 1
Takumi Minamino,AS Monaco,Monaco,Ligue 1
Lucas Michal,AS Monaco,Monaco,Ligue 1
Maghnes Akliouche,AS Monaco,Monaco,Ligue 1
Krépin Diatta,AS Monaco,Monaco,Ligue 1
Mika Biereth,AS Monaco,Monaco,Ligue 1
Folarin Balogun,AS Monaco,Monaco,Ligue 1
George Ilenikhena,AS Monaco,Monaco,Ligue 1
Breel Embolo,AS Monaco,Monaco,Ligue 1
Joan Tincres,AS Monaco,Monaco,Ligue 1
Gerónimo Rulli,Olympique Marselha,Olympique de Marseille,Ligue 1
Jeffrey de Lange,Olympique Marselha,Olympique de Marseille,Ligue 1
Rubén Blanco,Olympique Marselha,Olympique de Marseille,Ligue 1
Jelle Van Neck,Olympique Marselha,Olympique de Marseille,Ligue 1
Leonardo Balerdi,Olympique Marselha,Olympique de Marseille,Ligue 1
Lilian Brassier,Olympique Marselha,Olympique de Marseille,Ligue 1
Luiz Felipe,Olympique Marselha,Olympique de Marseille,Ligue 1
Derek Cornelius,Olympique Marselha,Olympique de Marseille,Ligue 1
Bamo Meïté,Olympique Marselha,Olympique de Marseille,Ligue 1
Chancel Mbemba,Olympique Marselha,Olympique de Marseille,Ligue 1
Roggerio Nyakossi,Olympique Marselha,Olympique de Marseille,Ligue 1
Rony Mimb Baheng,Olympique Marselha,Olympique de Marseille,Ligue 1
Quentin Merlin,Olympique Marselha,Olympique de Marseille,Ligue 1
Ulisses Garcia,Olympique Marselha,Olympique de Marseille,Ligue 1
Alexi Koum,Olympique Marselha,Olympique de Marseille,Ligue 1
Amar Dedić,Olympique Marselha,Olympique de Marseille,Ligue 1
Amir Murillo,Olympique Marselha,Olympique de Marseille,Ligue 1
Pol Lirola,Olympique Marselha,Olympique de Marseille,Ligue 1
Pierre-Emile Højbjerg,Olympique Marselha,Olympique de Marseille,Ligue 1
Ismaël Bennacer,Olympique Marselha,Olympique de Marseille,Ligue 1
Geoffrey Kondogbia,Olympique Marselha,Olympique de Marseille,Ligue 1
Adrien Rabiot,Olympique Marselha,Olympique de Marseille,Ligue 1
Ismaël Koné,Olympique Marselha,Olympique de Marseille,Ligue 1
Valentin Rongier,Olympique Marselha,Olympique de Marseille,Ligue 1
Bilal Nadir,Olympique Marselha,Olympique de Marseille,Ligue 1
Gaël Lafont,Olympique Marselha,Olympique de Marseille,Ligue 1
Luis Henrique,Olympique Marselha,Olympique de Marseille,Ligue 1
Valentín Carboni,Olympique Marselha,Olympique de Marseille,Ligue 1
Amine Harit,Olympique Marselha,Olympique de Marseille,Ligue 1
Enzo Sternal,Olympique Marselha,Olympique de Marseille,Ligue 1
Darryl Bakola,Olympique Marselha,Olympique de Marseille,Ligue 1
Jonathan Rowe,Olympique Marselha,Olympique de Marseille,Ligue 1
Salim Ben Seghir,Olympique Marselha,Olympique de Marseille,Ligue 1
Mason Greenwood,Olympique Marselha,Olympique de Marseille,Ligue 1
Keyliane Abdallah,Olympique Marselha,Olympique de Marseille,Ligue 1
Amine Gouiri,Olympique Marselha,Olympique de Marseille,Ligue 1
Elye Wahi,Olympique Marselha,Olympique de Marseille,Ligue 1
Neal Maupay,Olympique Marselha,Olympique de Marseille,Ligue 1
Faris Moumbagna,Olympique Marselha,Olympique de Marseille,Ligue 1
Robinio Vaz,Olympique Marselha,Olympique de Marseille,Ligue 1
Lucas Chevalier,LOSC Lille,Lille,Ligue 1
Lisandru Olmeta,LOSC Lille,Lille,Ligue 1
Vito Mannone,LOSC Lille,Lille,Ligue 1
Marc-Aurèle Caillard,LOSC Lille,Lille,Ligue 1
Bafodé Diakité,LOSC Lille,Lille,Ligue 1
Alexsandro,LOSC Lille,Lille,Ligue 1
Samuel Umtiti,LOSC Lille,Lille,Ligue 1
Aïssa Mandi,LOSC Lille,Lille,Ligue 1
Rafael Fernandes,LOSC Lille,Lille,Ligue 1
Ousmane Touré,LOSC Lille,Lille,Ligue 1
Isaac Cossier,LOSC Lille,Lille,Ligue 1
Gabriel Gudmundsson,LOSC Lille,Lille,Ligue 1
Ismaily,LOSC Lille,Lille,Ligue 1
Vincent Burlet,LOSC Lille,Lille,Ligue 1
Tiago Santos,LOSC Lille,Lille,Ligue 1
Thomas Meunier,LOSC Lille,Lille,Ligue 1
Akim Zedadka,LOSC Lille,Lille,Ligue 1
Morgan Costarelli,LOSC Lille,Lille,Ligue 1
Ngal'ayel Mukau,LOSC Lille,Lille,Ligue 1
Nabil Bentaleb,LOSC Lille,Lille,Ligue 1
Benjamin André,LOSC Lille,Lille,Ligue 1
Ugo Raghouber,LOSC Lille,Lille,Ligue 1
Lilian Baret,LOSC Lille,Lille,Ligue 1
Ayyoub Bouaddi,LOSC Lille,Lille,Ligue 1
André Gomes,LOSC Lille,Lille,Ligue 1
Ethan Mbappé,LOSC Lille,Lille,Ligue 1
Mitchel Bakker,LOSC Lille,Lille,Ligue 1
Angel Gomes,LOSC Lille,Lille,Ligue 1
Hákon Arnar Haraldsson,LOSC Lille,Lille,Ligue 1
Rémy Cabella,LOSC Lille,Lille,Ligue 1
Matías Fernández-Pardo,LOSC Lille,Lille,Ligue 1
Osame Sahraoui,LOSC Lille,Lille,Ligue 1
Younes Lachaab,LOSC Lille,Lille,Ligue 1
Soriba Diaoune,LOSC Lille,Lille,Ligue 1
Edon Zhegrova,LOSC Lille,Lille,Ligue 1
Aaron Malouda,LOSC Lille,Lille,Ligue 1
Jonathan David,LOSC Lille,Lille,Ligue 1
Chuba Akpom,LOSC Lille,Lille,Ligue 1
Andrej Ilic,LOSC Lille,Lille,Ligue 1
Mohamed Bayo,LOSC Lille,Lille,Ligue 1
Lucas Perri,Olympique Lyon,Lyon,Ligue 1
Anthony Lopes,Olympique Lyon,Lyon,Ligue 1
Rémy Descamps,Olympique Lyon,Lyon,Ligue 1
Justin Bengui,Olympique Lyon,Lyon,Ligue 1
Lassine Diarra,Olympique Lyon,Lyon,Ligue 1
Matthias da Silva,Olympique Lyon,Lyon,Ligue 1
Moussa Niakhaté,Olympique Lyon,Lyon,Ligue 1
Duje Caleta-Car,Olympique Lyon,Lyon,Ligue 1
Adryelson,Olympique Lyon,Lyon,Ligue 1
Clinton Mata,Olympique Lyon,Lyon,Ligue 1
Warmed Omari,Olympique Lyon,Lyon,Ligue 1
Abner,Olympique Lyon,Lyon,Ligue 1
