Matchday,Day,Date,Home,Away,FullTime,HalfTime,Penalties
1,Tue,2015-09-15,Real Madrid,FC Shakhtar Donetsk,4-0,1-0,
1,Tue,2015-09-15,Paris Saint Germain,Malmo FF,2-0,1-0,
1,Wed,2015-09-30,Malmo FF,Real Madrid,0-2,0-1,
1,Wed,2015-09-30,FC Shakhtar Donetsk,Paris Saint Germain,0-3,0-2,
1,Wed,2015-10-21,Paris Saint Germain,Real Madrid,0-0,,
1,Wed,2015-10-21,Malmo FF,FC Shakhtar Donetsk,1-0,1-0,
1,Tue,2015-11-03,Real Madrid,Paris Saint Germain,1-0,1-0,
1,Tue,2015-11-03,FC Shakhtar Donetsk,Malmo FF,4-0,1-0,
1,Wed,2015-11-25,Malmo FF,Paris Saint Germain,0-5,0-2,
1,Wed,2015-11-25,FC Shakhtar Donetsk,Real Madrid,3-4,0-1,
1,Tue,2015-12-08,Paris Saint Germain,FC Shakhtar Donetsk,2-0,0-0,
1,Tue,2015-12-08,Real Madrid,Malmo FF,8-0,3-0,
1,Tue,2015-09-15,Wolfsburg,CSKA Moskva (RUS),1-0,1-0,
1,Tue,2015-09-15,PSV Eindhoven,Manchester United,2-1,1-1,
1,Wed,2015-09-30,CSKA Moskva (RUS),PSV Eindhoven,3-2,3-0,
1,Wed,2015-09-30,Manchester United,Wolfsburg,2-1,1-1,
2,Wed,2015-10-21,CSKA Moskva (RUS),Manchester United,1-1,1-0,
2,Wed,2015-10-21,Wolfsburg,PSV Eindhoven,2-0,0-0,
2,Tue,2015-11-03,PSV Eindhoven,Wolfsburg,2-0,0-0,
2,Tue,2015-11-03,Manchester United,CSKA Moskva (RUS),1-0,0-0,
2,Wed,2015-11-25,CSKA Moskva (RUS),Wolfsburg,0-2,0-0,
2,Wed,2015-11-25,Manchester United,PSV Eindhoven,0-0,,
2,Tue,2015-12-08,Wolfsburg,Manchester United,3-2,2-1,
2,Tue,2015-12-08,PSV Eindhoven,CSKA Moskva (RUS),2-1,0-0,
2,Tue,2015-09-15,SL Benfica,FK Astana (KAZ),2-0,0-0,
2,Tue,2015-09-15,Galatasaray,Atlético de Madrid,0-2,0-2,
2,Wed,2015-09-30,FK Astana (KAZ),Galatasaray,2-2,0-1,
2,Wed,2015-09-30,Atlético de Madrid,SL Benfica,1-2,1-1,
2,Wed,2015-10-21,Galatasaray,SL Benfica,2-1,2-1,
