Matchday,Day,Date,Home,Away,FullTime,HalfTime,Penalties
3,Wed,2012-10-03,Manchester City,Borussia Dortmund,1-1,0-0,
3,Wed,2012-10-24,AFC Ajax,Manchester City,3-1,1-1,
3,Wed,2012-10-24,Borussia Dortmund,Real Madrid,2-1,1-1,
3,Tue,2012-11-06,Manchester City,AFC Ajax,2-2,1-2,
3,Tue,2012-11-06,Real Madrid,Borussia Dortmund,2-2,1-2,
3,Wed,2012-11-21,Manchester City,Real Madrid,1-1,0-1,
3,Wed,2012-11-21,AFC Ajax,Borussia Dortmund,1-4,0-3,
3,Tue,2012-12-04,Real Madrid,AFC Ajax,4-1,2-0,
3,Tue,2012-12-04,Borussia Dortmund,Manchester City,1-0,0-0,
4,Wed,2012-09-19,Chelsea,Juventus FC,2-2,2-1,
4,Wed,2012-09-19,FC Shakhtar Donetsk,Nordsjaelland,2-0,1-0,
4,Tue,2012-10-02,Juventus FC,FC Shakhtar Donetsk,1-1,1-1,
4,Tue,2012-10-02,Nordsjaelland,Chelsea,0-4,0-1,
4,Tue,2012-10-23,FC Shakhtar Donetsk,Chelsea,2-1,1-0,
4,Tue,2012-10-23,Nordsjaelland,Juventus FC,1-1,0-0,
4,Wed,2012-11-07,Chelsea,FC Shakhtar Donetsk,3-2,2-1,
4,Wed,2012-11-07,Juventus FC,Nordsjaelland,4-0,3-0,
4,Tue,2012-11-20,Juventus FC,Chelsea,3-0,1-0,
4,Tue,2012-11-20,Nordsjaelland,FC Shakhtar Donetsk,2-5,2-2,
4,Wed,2012-12-05,FC Shakhtar Donetsk,Juventus FC,0-1,0-0,
4,Wed,2012-12-05,Chelsea,Nordsjaelland,6-1,2-0,
4,Wed,2012-09-19,Bayern de Munique,Valencia,2-1,1-0,
4,Wed,2012-09-19,Lille,BATE Borisov (BLR),1-3,0-3,
4,Tue,2012-10-02,Valencia,Lille,2-0,1-0,
4,Tue,2012-10-02,BATE Borisov (BLR),Bayern de Munique,3-1,1-0,
5,Tue,2012-10-23,Lille,Bayern de Munique,0-1,0-1,
5,Tue,2012-10-23,BATE Borisov (BLR),Valencia,0-3,0-1,
5,Wed,2012-11-07,Bayern de Munique,Lille,6-1,5-0,
5,Wed,2012-11-07,Valencia,BATE Borisov (BLR),4-2,2-0,
5,Tue,2012-11-20,BATE Borisov (BLR),Lille,0-2,0-2,
5,Tue,2012-11-20,Valencia,Bayern de Munique,1-1,0-0,
5,Wed,2012-12-05,Lille,Valencia,0-1,0-1,
5,Wed,2012-12-05,Bayern de Munique,BATE Borisov (BLR),4-1,1-0,
5,Wed,2012-09-19,Barcelona,Spartak Moskva (RUS),3-2,1-1,
5,Wed,2012-09-19,Celtic,SL Benfica,0-0,,
5,Tue,2012-10-02,Spartak Moskva (RUS),Celtic,2-3,1-1,
5,Tue,2012-10-02,SL Benfica,Barcelona,0-2,0-1,
5,Tue,2012-10-23,Spartak Moskva (RUS),SL Benfica,2-1,2-1,
5,Tue,2012-10-23,Barcelona,Celtic,2-1,1-1,
5,Wed,2012-11-07,SL Benfica,Spartak Moskva (RUS),2-0,0-0,
5,Wed,2012-11-07,Celtic,Barcelona,2-1,1-0,
6,Tue,2012-11-20,Spartak Moskva (RUS),Barcelona,0-3,0-3,
6,Tue,2012-11-20,SL Benfica,Celtic,2-1,1-1,
6,Wed,2012-12-05,Barcelona,SL Benfica,0-0,,
6,Wed,2012-12-05,Celtic,Spartak Moskva (RUS),2-1,1-1,
6,Wed,2012-09-19,Manchester United,Galatasaray,1-0,1-0,
6,Wed,2012-09-19,SC Braga,Cluj,0-2,0-2,
6,Tue,2012-10-02,Galatasaray,SC Braga,0-2,0-1,
6,Tue,2012-10-02,Cluj,Manchester United,1-2,1-1,
6,Tue,2012-10-23,Manchester United,SC Braga,3-2,1-2,
6,Tue,2012-10-23,Galatasaray,Cluj,1-1,0-1,
6,Wed,2012-11-07,SC Braga,Manchester United,1-3,0-0,
6,Wed,2012-11-07,Cluj,Galatasaray,1-3,0-1,
6,Tue,2012-11-20,Galatasaray,Manchester United,1-0,0-0,
6,Tue,2012-11-20,Cluj,SC Braga,3-1,3-1,
6,Wed,2012-12-05,SC Braga,Galatasaray,1-2,1-0,
6,Wed,2012-12-05,Manchester United,Cluj,0-1,0-0,
Round of 16,Tue,2013-02-12,Celtic,Juventus FC,0-3,0-1,
Round of 16,Tue,2013-02-12,Valencia,Paris Saint Germain,1-2,0-2,
Round of 16,Wed,2013-02-13,FC Shakhtar Donetsk,Borussia Dortmund,2-2,1-1,
Round of 16,Wed,2013-02-13,Real Madrid,Manchester United,1-1,1-1,
Round of 16,Tue,2013-02-19,Arsenal,Bayern de Munique,1-3,0-2,
Round of 16,Tue,2013-02-19,FC Porto,Málaga CF,1-0,0-0,
Round of 16,Wed,2013-02-20,Galatasaray,FC Schalke 04,1-1,1-1,
Round of 16,Wed,2013-02-20,AC Milan,Barcelona,2-0,0-0,
Round of 16,Tue,2013-03-05,Borussia Dortmund,FC Shakhtar Donetsk,3-0,2-0,
Round of 16,Tue,2013-03-05,Manchester United,Real Madrid,1-2,0-0,
Round of 16,Wed,2013-03-06,Juventus FC,Celtic,2-0,1-0,
Round of 16,Wed,2013-03-06,Paris Saint Germain,Valencia,1-1,0-0,
Round of 16,Tue,2013-03-12,FC Schalke 04,Galatasaray,2-3,1-2,
Round of 16,Tue,2013-03-12,Barcelona,AC Milan,4-0,2-0,
Round of 16,Wed,2013-03-13,Bayern de Munique,Arsenal,0-2,0-1,
Round of 16,Wed,2013-03-13,Málaga CF,FC Porto,2-0,1-0,
Quarterfinals,Tue,2013-04-02,Paris Saint Germain,Barcelona,2-2,0-1,
Quarterfinals,Tue,2013-04-02,Bayern de Munique,Juventus FC,2-0,1-0,
Quarterfinals,Wed,2013-04-03,Málaga CF,Borussia Dortmund,0-0,,
Quarterfinals,Wed,2013-04-03,Real Madrid,Galatasaray,3-0,2-0,
Quarterfinals,Tue,2013-04-09,Borussia Dortmund,Málaga CF,3-2,1-1,
Quarterfinals,Tue,2013-04-09,Galatasaray,Real Madrid,3-2,0-1,
Quarterfinals,Wed,2013-04-10,Barcelona,Paris Saint Germain,1-1,0-0,
Quarterfinals,Wed,2013-04-10,Juventus FC,Bayern de Munique,0-2,0-0,
Semifinals,Tue,2013-04-23,Bayern de Munique,Barcelona,4-0,1-0,
Semifinals,Wed,2013-04-24,Borussia Dortmund,Real Madrid,4-1,1-1,
Semifinals,Tue,2013-04-30,Real Madrid,Borussia Dortmund,2-0,0-0,
Semifinals,Wed,2013-05-01,Barcelona,Bayern de Munique,0-3,0-0,
Final,Sat,2013-05-25,Borussia Dortmund,Bayern de Munique,1-2,0-0,
