Matchday,Day,Date,Home,Away,FullTime,HalfTime,Penalties
1,Tue,2018-09-18,Monaco,Atlético de Madrid,1-2,1-2,
1,Tue,2018-09-18,Club Brugge KV,Borussia Dortmund,0-1,0-0,
1,Wed,2018-10-03,Borussia Dortmund,Monaco,3-0,0-0,
1,Wed,2018-10-03,Atlético de Madrid,Club Brugge KV,3-1,1-1,
1,Wed,2018-10-24,Club Brugge KV,Monaco,1-1,1-1,
1,Wed,2018-10-24,Borussia Dortmund,Atlético de Madrid,4-0,1-0,
1,Tue,2018-11-06,Monaco,Club Brugge KV,0-4,0-3,
1,Tue,2018-11-06,Atlético de Madrid,Borussia Dortmund,2-0,1-0,
1,Wed,2018-11-28,Atlético de Madrid,Monaco,2-0,2-0,
1,Wed,2018-11-28,Borussia Dortmund,Club Brugge KV,0-0,,
1,Tue,2018-12-11,Monaco,Borussia Dortmund,0-2,0-1,
1,Tue,2018-12-11,Club Brugge KV,Atlético de Madrid,0-0,,
1,Tue,2018-09-18,Barcelona,PSV Eindhoven,4-0,1-0,
1,Tue,2018-09-18,Inter de Milão,Tottenham,2-1,0-0,
1,Wed,2018-10-03,Tottenham,Barcelona,2-4,0-2,
1,Wed,2018-10-03,PSV Eindhoven,Inter de Milão,1-2,1-1,
2,Wed,2018-10-24,PSV Eindhoven,Tottenham,2-2,1-1,
2,Wed,2018-10-24,Barcelona,Inter de Milão,2-0,1-0,
2,Tue,2018-11-06,Tottenham,PSV Eindhoven,2-1,0-1,
2,Tue,2018-11-06,Inter de Milão,Barcelona,1-1,0-0,
2,Wed,2018-11-28,PSV Eindhoven,Barcelona,1-2,0-0,
2,Wed,2018-11-28,Tottenham,Inter de Milão,1-0,0-0,
2,Tue,2018-12-11,Barcelona,Tottenham,1-1,1-0,
2,Tue,2018-12-11,Inter de Milão,PSV Eindhoven,1-1,0-1,
2,Tue,2018-09-18,Liverpool,Paris Saint Germain,3-2,2-1,
2,Tue,2018-09-18,Crvena Zvezda,Napoli,0-0,,
2,Wed,2018-10-03,Paris Saint Germain,Crvena Zvezda,6-1,4-0,
2,Wed,2018-10-03,Napoli,Liverpool,1-0,0-0,
2,Wed,2018-10-24,Paris Saint Germain,Napoli,2-2,0-1,
