Matchday,Day,Date,Home,Away,FullTime,HalfTime,Penalties
2,Wed,2018-10-24,Liverpool,Crvena Zvezda,4-0,2-0,
2,Tue,2018-11-06,Crvena Zvezda,Liverpool,2-0,2-0,
2,Tue,2018-11-06,Napoli,Paris Saint Germain,1-1,0-1,
3,Wed,2018-11-28,Paris Saint Germain,Liverpool,2-1,2-1,
3,Wed,2018-11-28,Napoli,Crvena Zvezda,3-1,2-0,
3,Tue,2018-12-11,Liverpool,Napoli,1-0,1-0,
3,Tue,2018-12-11,Crvena Zvezda,Paris Saint Germain,1-4,0-2,
3,Tue,2018-09-18,FC Schalke 04,FC Porto,1-1,0-0,
3,Tue,2018-09-18,Galatasaray,Lokomotiv Moskva (RUS),3-0,1-0,
3,Wed,2018-10-03,Lokomotiv Moskva (RUS),FC Schalke 04,0-1,0-0,
3,Wed,2018-10-03,FC Porto,Galatasaray,1-0,0-0,
3,Wed,2018-10-24,Lokomotiv Moskva (RUS),FC Porto,1-3,1-2,
3,Wed,2018-10-24,Galatasaray,FC Schalke 04,0-0,,
3,Tue,2018-11-06,FC Porto,Lokomotiv Moskva (RUS),4-1,2-0,
3,Tue,2018-11-06,FC Schalke 04,Galatasaray,2-0,1-0,
3,Wed,2018-11-28,Lokomotiv Moskva (RUS),Galatasaray,2-0,1-0,
3,Wed,2018-11-28,FC Porto,FC Schalke 04,3-1,0-0,
3,Tue,2018-12-11,FC Schalke 04,Lokomotiv Moskva (RUS),1-0,0-0,
3,Tue,2018-12-11,Galatasaray,FC Porto,2-3,1-2,
4,Wed,2018-09-19,AFC Ajax,AEK Atenas,3-0,0-0,
4,Wed,2018-09-19,SL Benfica,Bayern de Munique,0-2,0-1,
4,Tue,2018-10-02,Bayern de Munique,AFC Ajax,1-1,1-1,
4,Tue,2018-10-02,AEK Atenas,SL Benfica,2-3,0-2,
4,Tue,2018-10-23,AEK Atenas,Bayern de Munique,0-2,0-0,
4,Tue,2018-10-23,AFC Ajax,SL Benfica,1-0,0-0,
4,Wed,2018-11-07,SL Benfica,AFC Ajax,1-1,1-0,
4,Wed,2018-11-07,Bayern de Munique,AEK Atenas,2-0,1-0,
4,Tue,2018-11-27,AEK Atenas,AFC Ajax,0-2,0-0,
4,Tue,2018-11-27,Bayern de Munique,SL Benfica,5-1,3-0,
4,Wed,2018-12-12,AFC Ajax,Bayern de Munique,3-3,0-1,
4,Wed,2018-12-12,SL Benfica,AEK Atenas,1-0,0-0,
4,Wed,2018-09-19,FC Shakhtar Donetsk,Hoffenheim,2-2,1-2,
4,Wed,2018-09-19,Manchester City,Lyon,1-2,0-2,
4,Tue,2018-10-02,Hoffenheim,Manchester City,1-2,1-1,
4,Tue,2018-10-02,Lyon,FC Shakhtar Donetsk,2-2,0-1,
5,Tue,2018-10-23,FC Shakhtar Donetsk,Manchester City,0-3,0-2,
5,Tue,2018-10-23,Hoffenheim,Lyon,3-3,1-1,
5,Wed,2018-11-07,Manchester City,FC Shakhtar Donetsk,6-0,2-0,
5,Wed,2018-11-07,Lyon,Hoffenheim,2-2,2-0,
5,Tue,2018-11-27,Lyon,Manchester City,2-2,0-0,
5,Tue,2018-11-27,Hoffenheim,FC Shakhtar Donetsk,2-3,2-2,
5,Wed,2018-12-12,FC Shakhtar Donetsk,Lyon,1-1,1-0,
5,Wed,2018-12-12,Manchester City,Hoffenheim,2-1,1-1,
5,Wed,2018-09-19,Real Madrid,Roma,3-0,1-0,
5,Wed,2018-09-19,FC Viktoria Plzen,CSKA Moskva (RUS),2-2,2-0,
5,Tue,2018-10-02,CSKA Moskva (RUS),Real Madrid,1-0,1-0,
5,Tue,2018-10-02,Roma,FC Viktoria Plzen,5-0,2-0,
5,Tue,2018-10-23,Roma,CSKA Moskva (RUS),3-0,2-0,
5,Tue,2018-10-23,Real Madrid,FC Viktoria Plzen,2-1,1-0,
5,Wed,2018-11-07,CSKA Moskva (RUS),Roma,1-2,0-1,
5,Wed,2018-11-07,FC Viktoria Plzen,Real Madrid,0-5,0-4,
6,Tue,2018-11-27,CSKA Moskva (RUS),FC Viktoria Plzen,1-2,1-0,
6,Tue,2018-11-27,Roma,Real Madrid,0-2,0-0,
6,Wed,2018-12-12,Real Madrid,CSKA Moskva (RUS),0-3,0-2,
6,Wed,2018-12-12,FC Viktoria Plzen,Roma,2-1,0-0,
6,Wed,2018-09-19,Valencia,Juventus FC,0-2,0-1,
6,Wed,2018-09-19,BSC Young Boys,Manchester United,0-3,0-2,
6,Tue,2018-10-02,Juventus FC,BSC Young Boys,3-0,2-0,
6,Tue,2018-10-02,Manchester United,Valencia,0-0,,
6,Tue,2018-10-23,BSC Young Boys,Valencia,1-1,0-1,
6,Tue,2018-10-23,Manchester United,Juventus FC,0-1,0-1,
6,Wed,2018-11-07,Valencia,BSC Young Boys,3-1,2-1,
6,Wed,2018-11-07,Juventus FC,Manchester United,1-2,0-0,
6,Tue,2018-11-27,Juventus FC,Valencia,1-0,0-0,
6,Tue,2018-11-27,Manchester United,BSC Young Boys,1-0,0-0,
6,Wed,2018-12-12,Valencia,Manchester United,2-1,1-0,
6,Wed,2018-12-12,BSC Young Boys,Juventus FC,2-1,1-0,
Round of 16,Tue,2019-02-12,Manchester United,Paris Saint Germain,0-2,0-0,
Round of 16,Tue,2019-02-12,Roma,FC Porto,2-1,0-0,
Round of 16,Wed,2019-02-13,Tottenham,Borussia Dortmund,3-0,0-0,
Round of 16,Wed,2019-02-13,AFC Ajax,Real Madrid,1-2,0-0,
Round of 16,Tue,2019-02-19,Lyon,Barcelona,0-0,,
Round of 16,Tue,2019-02-19,Liverpool,Bayern de Munique,0-0,,
Round of 16,Wed,2019-02-20,FC Schalke 04,Manchester City,2-3,2-1,
Round of 16,Wed,2019-02-20,Atlético de Madrid,Juventus FC,2-0,0-0,
Round of 16,Tue,2019-03-05,Borussia Dortmund,Tottenham,0-1,0-0,
Round of 16,Tue,2019-03-05,Real Madrid,AFC Ajax,1-4,0-2,
Round of 16,Wed,2019-03-06,Paris Saint Germain,Manchester United,1-3,1-2,
Round of 16,Wed,2019-03-06,FC Porto,Roma,3-1,,
Round of 16,Tue,2019-03-12,Manchester City,FC Schalke 04,7-0,3-0,
Round of 16,Tue,2019-03-12,Juventus FC,Atlético de Madrid,3-0,1-0,
Round of 16,Wed,2019-03-13,Barcelona,Lyon,5-1,2-0,
Round of 16,Wed,2019-03-13,Bayern de Munique,Liverpool,1-3,1-1,
Quarterfinals,Tue,2019-04-09,Liverpool,FC Porto,2-0,2-0,
Quarterfinals,Tue,2019-04-09,Tottenham,Manchester City,1-0,0-0,
Quarterfinals,Wed,2019-04-10,AFC Ajax,Juventus FC,1-1,0-1,
Quarterfinals,Wed,2019-04-10,Manchester United,Barcelona,0-1,0-1,
Quarterfinals,Tue,2019-04-16,Juventus FC,AFC Ajax,1-2,1-1,
Quarterfinals,Tue,2019-04-16,Barcelona,Manchester United,3-0,2-0,
Quarterfinals,Wed,2019-04-17,FC Porto,Liverpool,1-4,0-1,
Quarterfinals,Wed,2019-04-17,Manchester City,Tottenham,4-3,3-2,
Semifinals,Tue,2019-04-30,Tottenham,AFC Ajax,0-1,0-1,
Semifinals,Wed,2019-05-01,Barcelona,Liverpool,3-0,1-0,
Semifinals,Tue,2019-05-07,Liverpool,Barcelona,4-0,1-0,
Semifinals,Wed,2019-05-08,AFC Ajax,Tottenham,2-3,2-0,
Final,Sat,2019-06-01,Tottenham,Liverpool,0-2,0-1,
