Matchday,Day,Date,Home,Away,FullTime,HalfTime,Penalties
5,Wed,2014-09-17,Chelsea,FC Schalke 04,1-1,1-0,
5,Wed,2014-09-17,NK Maribor,Sporting CP,1-1,0-0,
5,Tue,2014-09-30,Sporting CP,Chelsea,0-1,0-1,
5,Tue,2014-09-30,FC Schalke 04,NK Maribor,1-1,0-1,
5,Tue,2014-10-21,Chelsea,NK Maribor,6-0,3-0,
5,Tue,2014-10-21,FC Schalke 04,Sporting CP,4-3,1-1,
5,Wed,2014-11-05,NK Maribor,Chelsea,1-1,0-0,
5,Wed,2014-11-05,Sporting CP,FC Schalke 04,4-2,1-1,
6,Tue,2014-11-25,FC Schalke 04,Chelsea,0-5,0-3,
6,Tue,2014-11-25,Sporting CP,NK Maribor,3-1,2-1,
6,Wed,2014-12-10,Chelsea,Sporting CP,3-1,2-0,
6,Wed,2014-12-10,NK Maribor,FC Schalke 04,0-1,0-0,
6,Wed,2014-09-17,Athletic Bilbao,FC Shakhtar Donetsk,0-0,,
6,Wed,2014-09-17,FC Porto,BATE Borisov (BLR),6-0,3-0,
6,Tue,2014-09-30,BATE Borisov (BLR),Athletic Bilbao,2-1,2-1,
6,Tue,2014-09-30,FC Shakhtar Donetsk,FC Porto,2-2,0-0,
6,Tue,2014-10-21,FC Porto,Athletic Bilbao,2-1,1-0,
6,Tue,2014-10-21,BATE Borisov (BLR),FC Shakhtar Donetsk,0-7,0-6,
6,Wed,2014-11-05,Athletic Bilbao,FC Porto,0-2,0-0,
6,Wed,2014-11-05,FC Shakhtar Donetsk,BATE Borisov (BLR),5-0,1-0,
6,Tue,2014-11-25,BATE Borisov (BLR),FC Porto,0-3,0-0,
6,Tue,2014-11-25,FC Shakhtar Donetsk,Athletic Bilbao,0-1,0-0,
6,Wed,2014-12-10,Athletic Bilbao,BATE Borisov (BLR),2-0,0-0,
6,Wed,2014-12-10,FC Porto,FC Shakhtar Donetsk,1-1,0-0,
Round of 16,Tue,2015-02-17,Paris Saint Germain,Chelsea,1-1,0-1,
Round of 16,Tue,2015-02-17,FC Shakhtar Donetsk,Bayern de Munique,0-0,,
Round of 16,Wed,2015-02-18,FC Schalke 04,Real Madrid,0-2,0-1,
Round of 16,Wed,2015-02-18,Basel,FC Porto,1-1,1-0,
Round of 16,Tue,2015-02-24,Manchester City,Barcelona,1-2,0-2,
Round of 16,Tue,2015-02-24,Juventus FC,Borussia Dortmund,2-1,2-1,
Round of 16,Wed,2015-02-25,Bayer Leverkusen,Atlético de Madrid,1-0,0-0,
Round of 16,Wed,2015-02-25,Arsenal,Monaco,1-3,0-1,
Round of 16,Tue,2015-03-10,Real Madrid,FC Schalke 04,3-4,2-2,
Round of 16,Tue,2015-03-10,FC Porto,Basel,4-0,1-0,
Round of 16,Wed,2015-03-11,Chelsea,Paris Saint Germain,2-2,,
Round of 16,Wed,2015-03-11,Bayern de Munique,FC Shakhtar Donetsk,7-0,2-0,
Round of 16,Tue,2015-03-17,Atlético de Madrid,Bayer Leverkusen,1-0,,3-2
Round of 16,Tue,2015-03-17,Monaco,Arsenal,0-2,0-1,
Round of 16,Wed,2015-03-18,Barcelona,Manchester City,1-0,1-0,
Round of 16,Wed,2015-03-18,Borussia Dortmund,Juventus FC,0-3,0-1,
Quarterfinals,Tue,2015-04-14,Atlético de Madrid,Real Madrid,0-0,,
Quarterfinals,Tue,2015-04-14,Juventus FC,Monaco,1-0,0-0,
Quarterfinals,Wed,2015-04-15,Paris Saint Germain,Barcelona,1-3,0-1,
Quarterfinals,Wed,2015-04-15,FC Porto,Bayern de Munique,3-1,2-1,
Quarterfinals,Tue,2015-04-21,Barcelona,Paris Saint Germain,2-0,2-0,
Quarterfinals,Tue,2015-04-21,Bayern de Munique,FC Porto,6-1,5-0,
Quarterfinals,Wed,2015-04-22,Real Madrid,Atlético de Madrid,1-0,0-0,
Quarterfinals,Wed,2015-04-22,Monaco,Juventus FC,0-0,,
Semifinals,Tue,2015-05-05,Juventus FC,Real Madrid,2-1,1-1,
Semifinals,Wed,2015-05-06,Barcelona,Bayern de Munique,3-0,0-0,
Semifinals,Tue,2015-05-12,Bayern de Munique,Barcelona,3-2,1-2,
Semifinals,Wed,2015-05-13,Real Madrid,Juventus FC,1-1,1-0,
Final,Sat,2015-06-06,Juventus FC,Barcelona,1-3,0-1,
