Matchday,Day,Date,Home,Away,FullTime,HalfTime,Penalties
1,Wed,2021-09-15,Manchester City,RB Leipzig,6-3,3-1,
1,Wed,2021-09-15,Club Brugge KV,Paris Saint Germain,1-1,1-1,
1,Tue,2021-09-28,Paris Saint Germain,Manchester City,2-0,1-0,
1,Tue,2021-09-28,RB Leipzig,Club Brugge KV,1-2,1-2,
1,Tue,2021-10-19,Club Brugge KV,Manchester City,1-5,0-2,
1,Tue,2021-10-19,Paris Saint Germain,RB Leipzig,3-2,1-1,
1,Wed,2021-11-03,RB Leipzig,Paris Saint Germain,2-2,1-2,
1,Wed,2021-11-03,Manchester City,Club Brugge KV,4-1,1-1,
1,Wed,2021-11-24,Manchester City,Paris Saint Germain,2-1,0-0,
1,Wed,2021-11-24,Club Brugge KV,RB Leipzig,0-5,0-4,
1,Tue,2021-12-07,RB Leipzig,Manchester City,2-1,1-0,
1,Tue,2021-12-07,Paris Saint Germain,Club Brugge KV,4-1,3-0,
1,Wed,2021-09-15,Atlético de Madrid,FC Porto,0-0,,
1,Wed,2021-09-15,Liverpool,AC Milan,3-2,1-2,
1,Tue,2021-09-28,FC Porto,Liverpool,1-5,0-2,
1,Tue,2021-09-28,AC Milan,Atlético de Madrid,1-2,1-0,
2,Tue,2021-10-19,Atlético de Madrid,Liverpool,2-3,2-2,
2,Tue,2021-10-19,FC Porto,AC Milan,1-0,0-0,
2,Wed,2021-11-03,AC Milan,FC Porto,1-1,0-1,
2,Wed,2021-11-03,Liverpool,Atlético de Madrid,2-0,2-0,
2,Wed,2021-11-24,Liverpool,FC Porto,2-0,0-0,
2,Wed,2021-11-24,Atlético de Madrid,AC Milan,0-1,0-0,
2,Tue,2021-12-07,FC Porto,Atlético de Madrid,1-3,0-0,
2,Tue,2021-12-07,AC Milan,Liverpool,1-2,1-1,
2,Wed,2021-09-15,Besiktas,Borussia Dortmund,1-2,0-2,
2,Wed,2021-09-15,Sporting CP,AFC Ajax,1-5,1-3,
2,Tue,2021-09-28,AFC Ajax,Besiktas,2-0,2-0,
2,Tue,2021-09-28,Borussia Dortmund,Sporting CP,1-0,1-0,
2,Tue,2021-10-19,Besiktas,Sporting CP,1-4,1-3,
2,Tue,2021-10-19,AFC Ajax,Borussia Dortmund,4-0,2-0,
