Matchday,Day,Date,Home,Away,FullTime,HalfTime,Penalties
3,Wed,2013-11-27,RSC Anderlecht,SL Benfica,2-3,1-1,
3,Wed,2013-11-27,Paris Saint Germain,Olympiacos,2-1,1-0,
3,Tue,2013-12-10,SL Benfica,Paris Saint Germain,2-1,1-1,
3,Tue,2013-12-10,Olympiacos,RSC Anderlecht,3-1,1-1,
3,Tue,2013-09-17,Bayern de Munique,CSKA Moskva (RUS),3-0,2-0,
3,Tue,2013-09-17,FC Viktoria Plzen,Manchester City,0-3,0-0,
3,Wed,2013-10-02,CSKA Moskva (RUS),FC Viktoria Plzen,3-2,2-1,
3,Wed,2013-10-02,Manchester City,Bayern de Munique,1-3,0-1,
3,Wed,2013-10-23,CSKA Moskva (RUS),Manchester City,1-2,1-2,
3,Wed,2013-10-23,Bayern de Munique,FC Viktoria Plzen,5-0,2-0,
3,Tue,2013-11-05,Manchester City,CSKA Moskva (RUS),5-2,3-1,
3,Tue,2013-11-05,FC Viktoria Plzen,Bayern de Munique,0-1,0-0,
3,Wed,2013-11-27,CSKA Moskva (RUS),Bayern de Munique,1-3,0-1,
3,Wed,2013-11-27,Manchester City,FC Viktoria Plzen,4-2,1-1,
3,Tue,2013-12-10,Bayern de Munique,Manchester City,2-3,2-1,
3,Tue,2013-12-10,FC Viktoria Plzen,CSKA Moskva (RUS),2-1,0-0,
4,Wed,2013-09-18,Chelsea,Basel,1-2,1-0,
4,Wed,2013-09-18,FC Schalke 04,Steaua Bucuresti,3-0,0-0,
4,Tue,2013-10-01,Basel,FC Schalke 04,0-1,0-0,
4,Tue,2013-10-01,Steaua Bucuresti,Chelsea,0-4,0-2,
4,Tue,2013-10-22,FC Schalke 04,Chelsea,0-3,0-1,
4,Tue,2013-10-22,Steaua Bucuresti,Basel,1-1,0-0,
4,Wed,2013-11-06,Chelsea,FC Schalke 04,3-0,1-0,
4,Wed,2013-11-06,Basel,Steaua Bucuresti,1-1,0-1,
4,Tue,2013-11-26,Basel,Chelsea,1-0,0-0,
4,Tue,2013-11-26,Steaua Bucuresti,FC Schalke 04,0-0,,
4,Wed,2013-12-11,FC Schalke 04,Basel,2-0,0-0,
4,Wed,2013-12-11,Chelsea,Steaua Bucuresti,1-0,1-0,
4,Wed,2013-09-18,Olympique de Marseille,Arsenal,1-2,0-0,
4,Wed,2013-09-18,Napoli,Borussia Dortmund,2-1,1-0,
4,Tue,2013-10-01,Borussia Dortmund,Olympique de Marseille,3-0,1-0,
4,Tue,2013-10-01,Arsenal,Napoli,2-0,2-0,
5,Tue,2013-10-22,Arsenal,Borussia Dortmund,1-2,1-1,
5,Tue,2013-10-22,Olympique de Marseille,Napoli,1-2,0-1,
5,Wed,2013-11-06,Borussia Dortmund,Arsenal,0-1,0-0,
5,Wed,2013-11-06,Napoli,Olympique de Marseille,3-2,2-1,
5,Tue,2013-11-26,Arsenal,Olympique de Marseille,2-0,1-0,
5,Tue,2013-11-26,Borussia Dortmund,Napoli,3-1,1-0,
5,Wed,2013-12-11,Olympique de Marseille,Borussia Dortmund,1-2,1-1,
5,Wed,2013-12-11,Napoli,Arsenal,2-0,0-0,
5,Wed,2013-09-18,Atlético de Madrid,Zenit St. Petersburg (RUS),3-1,1-0,
5,Wed,2013-09-18,Áustria Viena,FC Porto,0-1,0-0,
5,Tue,2013-10-01,Zenit St. Petersburg (RUS),Áustria Viena,0-0,,
5,Tue,2013-10-01,FC Porto,Atlético de Madrid,1-2,1-0,
5,Tue,2013-10-22,FC Porto,Zenit St. Petersburg (RUS),0-1,0-0,
5,Tue,2013-10-22,Áustria Viena,Atlético de Madrid,0-3,0-2,
5,Wed,2013-11-06,Zenit St. Petersburg (RUS),FC Porto,1-1,1-1,
5,Wed,2013-11-06,Atlético de Madrid,Áustria Viena,4-0,3-0,
6,Tue,2013-11-26,Zenit St. Petersburg (RUS),Atlético de Madrid,1-1,0-0,
6,Tue,2013-11-26,FC Porto,Áustria Viena,1-1,0-1,
6,Wed,2013-12-11,Atlético de Madrid,FC Porto,2-0,2-0,
6,Wed,2013-12-11,Áustria Viena,Zenit St. Petersburg (RUS),4-1,1-1,
6,Wed,2013-09-18,Barcelona,AFC Ajax,4-0,1-0,
6,Wed,2013-09-18,AC Milan,Celtic,2-0,0-0,
6,Tue,2013-10-01,AFC Ajax,AC Milan,1-1,0-0,
6,Tue,2013-10-01,Celtic,Barcelona,0-1,0-0,
6,Tue,2013-10-22,AC Milan,Barcelona,1-1,1-1,
6,Tue,2013-10-22,Celtic,AFC Ajax,2-1,1-0,
6,Wed,2013-11-06,Barcelona,AC Milan,3-1,2-1,
6,Wed,2013-11-06,AFC Ajax,Celtic,1-0,0-0,
6,Tue,2013-11-26,AFC Ajax,Barcelona,2-1,2-0,
6,Tue,2013-11-26,Celtic,AC Milan,0-3,0-1,
6,Wed,2013-12-11,AC Milan,AFC Ajax,0-0,,
6,Wed,2013-12-11,Barcelona,Celtic,6-1,3-0,
Round of 16,Tue,2014-02-18,Manchester City,Barcelona,0-2,0-0,
Round of 16,Tue,2014-02-18,Bayer Leverkusen,Paris Saint Germain,0-4,0-3,
Round of 16,Wed,2014-02-19,AC Milan,Atlético de Madrid,0-1,0-0,
Round of 16,Wed,2014-02-19,Arsenal,Bayern de Munique,0-2,0-0,
Round of 16,Tue,2014-02-25,Zenit St. Petersburg (RUS),Borussia Dortmund,2-4,0-2,
Round of 16,Tue,2014-02-25,Olympiacos,Manchester United,2-0,1-0,
Round of 16,Wed,2014-02-26,Galatasaray,Chelsea,1-1,0-1,
Round of 16,Wed,2014-02-26,FC Schalke 04,Real Madrid,1-6,0-2,
Round of 16,Tue,2014-03-11,Atlético de Madrid,AC Milan,4-1,2-1,
Round of 16,Tue,2014-03-11,Bayern de Munique,Arsenal,1-1,0-0,
Round of 16,Wed,2014-03-12,Barcelona,Manchester City,2-1,0-0,
Round of 16,Wed,2014-03-12,Paris Saint Germain,Bayer Leverkusen,2-1,1-1,
Round of 16,Tue,2014-03-18,Chelsea,Galatasaray,2-0,2-0,
Round of 16,Tue,2014-03-18,Real Madrid,FC Schalke 04,3-1,1-1,
Round of 16,Wed,2014-03-19,Manchester United,Olympiacos,3-0,2-0,
Round of 16,Wed,2014-03-19,Borussia Dortmund,Zenit St. Petersburg (RUS),1-2,1-1,
Quarterfinals,Tue,2014-04-01,Barcelona,Atlético de Madrid,1-1,0-0,
Quarterfinals,Tue,2014-04-01,Manchester United,Bayern de Munique,1-1,0-0,
Quarterfinals,Wed,2014-04-02,Real Madrid,Borussia Dortmund,3-0,2-0,
Quarterfinals,Wed,2014-04-02,Paris Saint Germain,Chelsea,3-1,1-1,
Quarterfinals,Tue,2014-04-08,Borussia Dortmund,Real Madrid,2-0,2-0,
Quarterfinals,Tue,2014-04-08,Chelsea,Paris Saint Germain,2-0,1-0,
Quarterfinals,Wed,2014-04-09,Atlético de Madrid,Barcelona,1-0,1-0,
Quarterfinals,Wed,2014-04-09,Bayern de Munique,Manchester United,3-1,0-0,
Semifinals,Tue,2014-04-22,Atlético de Madrid,Chelsea,0-0,,
Semifinals,Wed,2014-04-23,Real Madrid,Bayern de Munique,1-0,1-0,
Semifinals,Tue,2014-04-29,Bayern de Munique,Real Madrid,0-4,0-3,
Semifinals,Wed,2014-04-30,Chelsea,Atlético de Madrid,1-3,1-1,
Final,Sat,2014-05-24,Real Madrid,Atlético de Madrid,4-1,,
