Matchday,Day,Date,Home,Away,FullTime,HalfTime,Penalties
1,Wed,2011-09-14,Manchester City,Napoli,1-1,0-0,
1,Wed,2011-09-14,Villarreal CF,Bayern de Munique,0-2,0-1,
1,Tue,2011-09-27,Bayern de Munique,Manchester City,2-0,2-0,
1,Tue,2011-09-27,Napoli,Villarreal CF,2-0,2-0,
1,Tue,2011-10-18,Manchester City,Villarreal CF,2-1,1-1,
1,Tue,2011-10-18,Napoli,Bayern de Munique,1-1,1-1,
1,Wed,2011-11-02,Bayern de Munique,Napoli,3-2,3-1,
1,Wed,2011-11-02,Villarreal CF,Manchester City,0-3,0-2,
1,Tue,2011-11-22,Bayern de Munique,Villarreal CF,3-1,2-0,
1,Tue,2011-11-22,Napoli,Manchester City,2-1,1-1,
1,Wed,2011-12-07,Manchester City,Bayern de Munique,2-0,1-0,
1,Wed,2011-12-07,Villarreal CF,Napoli,0-2,0-0,
1,Wed,2011-09-14,Lille,CSKA Moskva (RUS),2-2,1-0,
1,Wed,2011-09-14,Inter de Milão,Trabzonspor (TUR),0-1,0-0,
1,Tue,2011-09-27,CSKA Moskva (RUS),Inter de Milão,2-3,1-2,
1,Tue,2011-09-27,Trabzonspor (TUR),Lille,1-1,0-1,
2,Tue,2011-10-18,CSKA Moskva (RUS),Trabzonspor (TUR),3-0,1-0,
2,Tue,2011-10-18,Lille,Inter de Milão,0-1,0-1,
2,Wed,2011-11-02,Trabzonspor (TUR),CSKA Moskva (RUS),0-0,,
2,Wed,2011-11-02,Inter de Milão,Lille,2-1,1-0,
2,Tue,2011-11-22,CSKA Moskva (RUS),Lille,0-2,0-0,
2,Tue,2011-11-22,Trabzonspor (TUR),Inter de Milão,1-1,1-1,
2,Wed,2011-12-07,Inter de Milão,CSKA Moskva (RUS),1-2,0-0,
2,Wed,2011-12-07,Lille,Trabzonspor (TUR),0-0,,
2,Wed,2011-09-14,Basel,FC Otelul Galati,2-1,1-0,
2,Wed,2011-09-14,SL Benfica,Manchester United,1-1,1-1,
2,Tue,2011-09-27,Manchester United,Basel,3-3,2-0,
2,Tue,2011-09-27,FC Otelul Galati,SL Benfica,0-1,0-1,
2,Tue,2011-10-18,Basel,SL Benfica,0-2,0-1,
2,Tue,2011-10-18,FC Otelul Galati,Manchester United,0-2,0-0,
2,Wed,2011-11-02,Manchester United,FC Otelul Galati,2-0,1-0,
2,Wed,2011-11-02,SL Benfica,Basel,1-1,1-0,
3,Tue,2011-11-22,Manchester United,SL Benfica,2-2,1-1,
3,Tue,2011-11-22,FC Otelul Galati,Basel,2-3,0-3,
3,Wed,2011-12-07,Basel,Manchester United,2-1,1-0,
3,Wed,2011-12-07,SL Benfica,FC Otelul Galati,1-0,1-0,
3,Wed,2011-09-14,AFC Ajax,Lyon,0-0,,
3,Wed,2011-09-14,GNK Dinamo Zagreb,Real Madrid,0-1,0-0,
3,Tue,2011-09-27,Lyon,GNK Dinamo Zagreb,2-0,2-0,
3,Tue,2011-09-27,Real Madrid,AFC Ajax,3-0,2-0,
3,Tue,2011-10-18,GNK Dinamo Zagreb,AFC Ajax,0-2,0-0,
3,Tue,2011-10-18,Real Madrid,Lyon,4-0,1-0,
3,Wed,2011-11-02,AFC Ajax,GNK Dinamo Zagreb,4-0,2-0,
3,Wed,2011-11-02,Lyon,Real Madrid,0-2,0-1,
3,Tue,2011-11-22,Lyon,AFC Ajax,0-0,,
3,Tue,2011-11-22,Real Madrid,GNK Dinamo Zagreb,6-2,4-0,
3,Wed,2011-12-07,AFC Ajax,Real Madrid,0-3,0-2,
3,Wed,2011-12-07,GNK Dinamo Zagreb,Lyon,1-7,1-1,
4,Tue,2011-09-13,Chelsea,Bayer Leverkusen,2-0,0-0,
4,Tue,2011-09-13,Genk,Valencia,0-0,,
4,Wed,2011-09-28,Bayer Leverkusen,Genk,2-0,1-0,
4,Wed,2011-09-28,Valencia,Chelsea,1-1,0-0,
4,Wed,2011-10-19,Bayer Leverkusen,Valencia,2-1,0-1,
4,Wed,2011-10-19,Chelsea,Genk,5-0,4-0,
4,Tue,2011-11-01,Genk,Chelsea,1-1,0-1,
4,Tue,2011-11-01,Valencia,Bayer Leverkusen,3-1,1-1,
4,Wed,2011-11-23,Bayer Leverkusen,Chelsea,2-1,0-0,
4,Wed,2011-11-23,Valencia,Genk,7-0,4-0,
4,Tue,2011-12-06,Chelsea,Valencia,3-0,2-0,
4,Tue,2011-12-06,Genk,Bayer Leverkusen,1-1,1-0,
4,Tue,2011-09-13,Borussia Dortmund,Arsenal,1-1,0-1,
4,Tue,2011-09-13,Olympiacos,Olympique de Marseille,0-1,0-0,
4,Wed,2011-09-28,Arsenal,Olympiacos,2-1,2-1,
4,Wed,2011-09-28,Olympique de Marseille,Borussia Dortmund,3-0,1-0,
5,Wed,2011-10-19,Olympiacos,Borussia Dortmund,3-1,2-1,
5,Wed,2011-10-19,Olympique de Marseille,Arsenal,0-1,0-0,
5,Tue,2011-11-01,Arsenal,Olympique de Marseille,0-0,,
5,Tue,2011-11-01,Borussia Dortmund,Olympiacos,1-0,1-0,
5,Wed,2011-11-23,Arsenal,Borussia Dortmund,2-1,0-0,
5,Wed,2011-11-23,Olympique de Marseille,Olympiacos,0-1,0-0,
5,Tue,2011-12-06,Borussia Dortmund,Olympique de Marseille,2-3,2-1,
5,Tue,2011-12-06,Olympiacos,Arsenal,3-1,2-0,
5,Tue,2011-09-13,APOEL Nicosia,Zenit St. Petersburg (RUS),2-1,0-0,
5,Tue,2011-09-13,FC Porto,FC Shakhtar Donetsk,2-1,1-1,
5,Wed,2011-09-28,Zenit St. Petersburg (RUS),FC Porto,3-1,1-1,
5,Wed,2011-09-28,FC Shakhtar Donetsk,APOEL Nicosia,1-1,0-0,
5,Wed,2011-10-19,FC Porto,APOEL Nicosia,1-1,1-1,
5,Wed,2011-10-19,FC Shakhtar Donetsk,Zenit St. Petersburg (RUS),2-2,2-1,
5,Tue,2011-11-01,Zenit St. Petersburg (RUS),FC Shakhtar Donetsk,1-0,1-0,
5,Tue,2011-11-01,APOEL Nicosia,FC Porto,2-1,1-0,
6,Wed,2011-11-23,Zenit St. Petersburg (RUS),APOEL Nicosia,0-0,,
6,Wed,2011-11-23,FC Shakhtar Donetsk,FC Porto,0-2,0-0,
6,Tue,2011-12-06,APOEL Nicosia,FC Shakhtar Donetsk,0-2,0-0,
6,Tue,2011-12-06,FC Porto,Zenit St. Petersburg (RUS),0-0,,
6,Tue,2011-09-13,Barcelona,AC Milan,2-2,1-1,
6,Tue,2011-09-13,FC Viktoria Plzen,BATE Borisov (BLR),1-1,1-0,
6,Wed,2011-09-28,AC Milan,FC Viktoria Plzen,2-0,0-0,
6,Wed,2011-09-28,BATE Borisov (BLR),Barcelona,0-5,0-3,
6,Wed,2011-10-19,AC Milan,BATE Borisov (BLR),2-0,1-0,
6,Wed,2011-10-19,Barcelona,FC Viktoria Plzen,2-0,1-0,
6,Tue,2011-11-01,BATE Borisov (BLR),AC Milan,1-1,0-1,
6,Tue,2011-11-01,FC Viktoria Plzen,Barcelona,0-4,0-2,
6,Wed,2011-11-23,BATE Borisov (BLR),FC Viktoria Plzen,0-1,0-1,
6,Wed,2011-11-23,AC Milan,Barcelona,2-3,1-2,
6,Tue,2011-12-06,Barcelona,BATE Borisov (BLR),4-0,1-0,
6,Tue,2011-12-06,FC Viktoria Plzen,AC Milan,2-2,0-0,
Round of 16,Tue,2012-02-14,Lyon,APOEL Nicosia,1-0,0-0,
Round of 16,Tue,2012-02-14,Bayer Leverkusen,Barcelona,1-3,0-1,
Round of 16,Wed,2012-02-15,Zenit St. Petersburg (RUS),SL Benfica,3-2,1-1,
Round of 16,Wed,2012-02-15,AC Milan,Arsenal,4-0,2-0,
Round of 16,Tue,2012-02-21,CSKA Moskva (RUS),Real Madrid,1-1,0-1,
Round of 16,Tue,2012-02-21,Napoli,Chelsea,3-1,2-1,
Round of 16,Wed,2012-02-22,Basel,Bayern de Munique,1-0,0-0,
Round of 16,Wed,2012-02-22,Olympique de Marseille,Inter de Milão,1-0,0-0,
Round of 16,Tue,2012-03-06,Arsenal,AC Milan,3-0,3-0,
Round of 16,Tue,2012-03-06,SL Benfica,Zenit St. Petersburg (RUS),2-0,1-0,
Round of 16,Wed,2012-03-07,APOEL Nicosia,Lyon,1-0,,4-3
Round of 16,Wed,2012-03-07,Barcelona,Bayer Leverkusen,7-1,2-0,
Round of 16,Tue,2012-03-13,Bayern de Munique,Basel,7-0,3-0,
Round of 16,Tue,2012-03-13,Inter de Milão,Olympique de Marseille,2-1,0-0,
Round of 16,Wed,2012-03-14,Chelsea,Napoli,4-1,,
Round of 16,Wed,2012-03-14,Real Madrid,CSKA Moskva (RUS),4-1,1-0,
Quarterfinals,Tue,2012-03-27,APOEL Nicosia,Real Madrid,0-3,0-0,
Quarterfinals,Tue,2012-03-27,SL Benfica,Chelsea,0-1,0-0,
Quarterfinals,Wed,2012-03-28,Olympique de Marseille,Bayern de Munique,0-2,0-1,
Quarterfinals,Wed,2012-03-28,AC Milan,Barcelona,0-0,,
Quarterfinals,Tue,2012-04-03,Bayern de Munique,Olympique de Marseille,2-0,2-0,
Quarterfinals,Tue,2012-04-03,Barcelona,AC Milan,3-1,2-1,
Quarterfinals,Wed,2012-04-04,Real Madrid,APOEL Nicosia,5-2,2-0,
Quarterfinals,Wed,2012-04-04,Chelsea,SL Benfica,2-1,1-0,
Semifinals,Tue,2012-04-17,Bayern de Munique,Real Madrid,2-1,1-0,
Semifinals,Wed,2012-04-18,Chelsea,Barcelona,1-0,1-0,
Semifinals,Tue,2012-04-24,Barcelona,Chelsea,2-2,2-1,
Semifinals,Wed,2012-04-25,Real Madrid,Bayern de Munique,2-1,,1-3
Final,Sat,2012-05-19,Bayern de Munique,Chelsea,1-1,,3-4
