Matchday,Day,Date,Home,Away,FullTime,HalfTime,Penalties
1,Tue,2023-09-19,AC Milan,Newcastle United,0-0,,
1,Tue,2023-09-19,BSC Young Boys,RB Leipzig,1-3,1-1,
1,Tue,2023-09-19,Lazio,Atlético de Madrid,1-1,0-1,
1,Tue,2023-09-19,Feyenoord,Celtic,2-0,1-0,
1,Tue,2023-09-19,Paris Saint Germain,Borussia Dortmund,2-0,0-0,
1,Tue,2023-09-19,Manchester City,Crvena Zvezda,3-1,0-1,
1,Tue,2023-09-19,Barcelona,Antuérpia,5-0,3-0,
1,Tue,2023-09-19,FC Shakhtar Donetsk,FC Porto,1-3,1-3,
1,Wed,2023-09-20,Real Madrid,1.FC Union Berlin,1-0,0-0,
1,Wed,2023-09-20,Galatasaray,FC Copenhagen,2-2,0-1,
1,Wed,2023-09-20,Sevilha FC,Lens,1-1,1-1,
1,Wed,2023-09-20,SC Braga,Napoli,1-2,0-1,
1,Wed,2023-09-20,Real Sociedad,Inter de Milão,1-1,1-0,
1,Wed,2023-09-20,SL Benfica,Salzburg,0-2,0-1,
1,Wed,2023-09-20,Bayern de Munique,Manchester United,4-3,2-0,
1,Wed,2023-09-20,Arsenal,PSV Eindhoven,4-0,3-0,
2,Tue,2023-10-03,1.FC Union Berlin,SC Braga,2-3,2-1,
2,Tue,2023-10-03,Salzburg,Real Sociedad,0-2,0-2,
2,Tue,2023-10-03,Napoli,Real Madrid,2-3,1-2,
2,Tue,2023-10-03,Inter de Milão,SL Benfica,1-0,0-0,
2,Tue,2023-10-03,FC Copenhagen,Bayern de Munique,1-2,0-0,
2,Tue,2023-10-03,Manchester United,Galatasaray,2-3,1-1,
2,Tue,2023-10-03,Lens,Arsenal,2-1,1-1,
2,Tue,2023-10-03,PSV Eindhoven,Sevilha FC,2-2,0-0,
2,Wed,2023-10-04,Atlético de Madrid,Feyenoord,3-2,2-2,
2,Wed,2023-10-04,Antuérpia,FC Shakhtar Donetsk,2-3,2-0,
2,Wed,2023-10-04,Celtic,Lazio,1-2,1-1,
2,Wed,2023-10-04,Borussia Dortmund,AC Milan,0-0,,
2,Wed,2023-10-04,Newcastle United,Paris Saint Germain,4-1,2-0,
2,Wed,2023-10-04,Crvena Zvezda,BSC Young Boys,2-2,1-0,
2,Wed,2023-10-04,RB Leipzig,Manchester City,1-3,0-1,
2,Wed,2023-10-04,FC Porto,Barcelona,0-1,0-1,
3,Tue,2023-10-24,Inter de Milão,Salzburg,2-1,1-0,
