Matchday,Day,Date,Home,Away,FullTime,HalfTime,Penalties
Round 1,Tue,2013-01-22,Tigre (ARG),Deportivo Anzoátegui (VEN),2-1,0-1,
Round 1,Tue,2013-01-22,Club León (MEX),Deportes Iquique (CHI),1-1,0-1,
Round 1,Wed,2013-01-23,LDU Quito (ECU),Grêmio,1-0,0-0,
Round 1,Wed,2013-01-23,São Paulo,Bolívar (BOL),5-0,3-0,
Round 1,Thu,2013-01-24,Defensor Sporting (URU),Club Olimpia (PAR),0-0,,
Round 1,Thu,2013-01-24,Deportes Tolima (COL),Universidad Cesar Vallejo (PER),1-0,0-0,
Round 1,Tue,2013-01-29,Deportivo Anzoátegui (VEN),Tigre (ARG),0-3,0-1,
Round 1,Tue,2013-01-29,Deportes Iquique (CHI),Club León (MEX),1-1,1-1,4-2
Round 1,Wed,2013-01-30,Grêmio,LDU Quito (ECU),1-0,1-0,5-4
Round 1,Wed,2013-01-30,Bolívar (BOL),São Paulo,4-3,1-3,
Round 1,Thu,2013-01-31,Club Olimpia (PAR),Defensor Sporting (URU),2-0,1-0,
Round 1,Thu,2013-01-31,Universidad Cesar Vallejo (PER),Deportes Tolima (COL),1-1,1-0,
1,Tue,2013-02-12,Nacional (URU),Barcelona (ECU),2-2,0-2,
1,Wed,2013-02-13,Boca Juniors (ARG),Deportivo Toluca (MEX),1-2,1-0,
2,Tue,2013-02-19,Deportivo Toluca (MEX),Nacional (URU),2-3,1-0,
3,Wed,2013-02-27,Barcelona (ECU),Boca Juniors (ARG),1-2,0-0,
4,Thu,2013-03-07,Deportivo Toluca (MEX),Barcelona (ECU),1-1,0-1,
4,Thu,2013-03-07,Boca Juniors (ARG),Nacional (URU),0-1,0-1,
5,Wed,2013-03-13,Barcelona (ECU),Deportivo Toluca (MEX),0-0,,
5,Thu,2013-03-14,Nacional (URU),Boca Juniors (ARG),0-1,0-1,
6,Wed,2013-04-03,Boca Juniors (ARG),Barcelona (ECU),1-0,1-0,
6,Thu,2013-04-04,Nacional (URU),Deportivo Toluca (MEX),4-0,2-0,
8,Wed,2013-04-17,Barcelona (ECU),Nacional (URU),1-0,1-0,
8,Wed,2013-04-17,Deportivo Toluca (MEX),Boca Juniors (ARG),3-2,1-1,
1,Thu,2013-02-14,Palmeiras,Sporting Cristal (PER),2-1,1-0,
2,Thu,2013-02-21,Tigre (ARG),Libertad (PAR),0-2,0-0,
3,Thu,2013-02-28,Sporting Cristal (PER),Tigre (ARG),2-0,1-0,
3,Thu,2013-02-28,Libertad (PAR),Palmeiras,2-0,1-0,
4,Wed,2013-03-06,Libertad (PAR),Sporting Cristal (PER),2-2,0-1,
4,Wed,2013-03-06,Tigre (ARG),Palmeiras,1-0,0-0,
5,Tue,2013-03-12,Sporting Cristal (PER),Libertad (PAR),1-1,0-0,
5,Tue,2013-04-02,Palmeiras,Tigre (ARG),2-0,1-0,
6,Tue,2013-04-09,Tigre (ARG),Sporting Cristal (PER),3-1,1-0,
7,Thu,2013-04-11,Palmeiras,Libertad (PAR),1-0,0-0,
8,Thu,2013-04-18,Sporting Cristal (PER),Palmeiras,1-0,0-0,
8,Thu,2013-04-18,Libertad (PAR),Tigre (ARG),3-5,2-3,
1,Wed,2013-02-13,Atlético-MG,São Paulo,2-1,1-0,
1,Thu,2013-02-14,The Strongest (BOL),Arsenal de Sarandí (ARG),2-1,1-0,
2,Tue,2013-02-26,Arsenal de Sarandí (ARG),Atlético-MG,2-5,2-3,
3,Thu,2013-02-28,São Paulo,The Strongest (BOL),2-1,1-1,
4,Thu,2013-03-07,São Paulo,Arsenal de Sarandí (ARG),1-1,1-0,
4,Thu,2013-03-07,Atlético-MG,The Strongest (BOL),2-1,0-0,
5,Wed,2013-03-13,The Strongest (BOL),Atlético-MG,1-2,1-1,
5,Thu,2013-03-14,Arsenal de Sarandí (ARG),São Paulo,2-1,0-0,
6,Wed,2013-04-03,Atlético-MG,Arsenal de Sarandí (ARG),5-2,2-1,
6,Thu,2013-04-04,The Strongest (BOL),São Paulo,2-1,1-1,
8,Wed,2013-04-17,Arsenal de Sarandí (ARG),The Strongest (BOL),2-1,1-0,
8,Wed,2013-04-17,São Paulo,Atlético-MG,2-0,0-0,
1,Tue,2013-02-12,Emelec (ECU),Vélez Sarsfield (ARG),1-0,0-0,
1,Wed,2013-02-13,Deportes Iquique (CHI),Peñarol (URU),1-2,0-1,
2,Tue,2013-02-19,Peñarol (URU),Emelec (ECU),1-0,0-0,
2,Wed,2013-02-20,Vélez Sarsfield (ARG),Deportes Iquique (CHI),3-0,2-0,
3,Tue,2013-02-26,Peñarol (URU),Vélez Sarsfield (ARG),0-1,0-0,
3,Wed,2013-02-27,Deportes Iquique (CHI),Emelec (ECU),2-0,2-0,
4,Tue,2013-03-05,Emelec (ECU),Deportes Iquique (CHI),2-1,0-0,
5,Tue,2013-03-12,Vélez Sarsfield (ARG),Peñarol (URU),3-1,1-1,
6,Tue,2013-04-02,Deportes Iquique (CHI),Vélez Sarsfield (ARG),1-3,1-2,
6,Tue,2013-04-02,Emelec (ECU),Peñarol (URU),2-0,0-0,
7,Tue,2013-04-09,Peñarol (URU),Deportes Iquique (CHI),3-0,1-0,
7,Tue,2013-04-09,Vélez Sarsfield (ARG),Emelec (ECU),0-0,,
2,Tue,2013-02-19,Millonarios (COL),Club Tijuana (MEX),0-1,0-0,
2,Wed,2013-02-20,Club San José (BOL),Corinthians,1-1,0-1,
3,Wed,2013-02-27,Club Tijuana (MEX),Club San José (BOL),4-0,1-0,
3,Wed,2013-02-27,Corinthians,Millonarios (COL),2-0,1-0,
4,Tue,2013-03-05,Millonarios (COL),Club San José (BOL),2-1,1-1,
4,Wed,2013-03-06,Club Tijuana (MEX),Corinthians,1-0,0-0,
5,Wed,2013-03-13,Corinthians,Club Tijuana (MEX),3-0,2-0,
5,Thu,2013-03-14,Club San José (BOL),Millonarios (COL),2-0,1-0,
6,Wed,2013-04-03,Club San José (BOL),Club Tijuana (MEX),1-1,0-0,
6,Wed,2013-04-03,Millonarios (COL),Corinthians,0-1,0-0,
7,Wed,2013-04-10,Corinthians,Club San José (BOL),3-0,1-0,
7,Wed,2013-04-10,Club Tijuana (MEX),Millonarios (COL),1-0,0-0,
1,Thu,2013-02-14,Real Garcilaso (PER),Santa Fe (COL),1-1,0-1,
1,Fri,2013-02-15,Deportes Tolima (COL),Cerro Porteño (PAR),2-1,1-0,
2,Thu,2013-02-21,Cerro Porteño (PAR),Real Garcilaso (PER),0-1,0-0,
2,Thu,2013-02-21,Santa Fe (COL),Deportes Tolima (COL),1-1,1-1,
3,Tue,2013-02-26,Deportes Tolima (COL),Real Garcilaso (PER),0-1,0-0,
4,Thu,2013-03-07,Cerro Porteño (PAR),Santa Fe (COL),1-2,1-0,
6,Tue,2013-04-02,Real Garcilaso (PER),Deportes Tolima (COL),0-3,0-0,
6,Tue,2013-04-02,Santa Fe (COL),Cerro Porteño (PAR),1-0,1-0,
7,Tue,2013-04-09,Deportes Tolima (COL),Santa Fe (COL),1-2,0-0,
7,Wed,2013-04-10,Real Garcilaso (PER),Cerro Porteño (PAR),5-1,2-1,
8,Tue,2013-04-16,Santa Fe (COL),Real Garcilaso (PER),2-0,0-0,
8,Tue,2013-04-16,Cerro Porteño (PAR),Deportes Tolima (COL),0-0,,
1,Tue,2013-02-12,Universidad de Chile (CHI),Deportivo Lara (VEN),2-0,1-0,
1,Thu,2013-02-14,Newell's Old Boys (ARG),Club Olimpia (PAR),3-1,0-0,
2,Tue,2013-02-19,Club Olimpia (PAR),Universidad de Chile (CHI),3-0,2-0,
2,Thu,2013-02-21,Deportivo Lara (VEN),Newell's Old Boys (ARG),2-1,1-0,
4,Tue,2013-03-05,Club Olimpia (PAR),Deportivo Lara (VEN),2-2,1-0,
4,Tue,2013-03-05,Newell's Old Boys (ARG),Universidad de Chile (CHI),1-2,1-2,
5,Tue,2013-03-12,Universidad de Chile (CHI),Newell's Old Boys (ARG),0-2,0-1,
5,Wed,2013-03-13,Deportivo Lara (VEN),Club Olimpia (PAR),1-5,0-3,
6,Thu,2013-04-04,Newell's Old Boys (ARG),Deportivo Lara (VEN),3-1,2-0,
6,Thu,2013-04-04,Universidad de Chile (CHI),Club Olimpia (PAR),0-1,0-0,
7,Thu,2013-04-11,Deportivo Lara (VEN),Universidad de Chile (CHI),2-3,1-1,
7,Thu,2013-04-11,Club Olimpia (PAR),Newell's Old Boys (ARG),4-1,1-0,
1,Wed,2013-02-13,Caracas FC (VEN),Fluminense,0-1,0-1,
1,Thu,2013-02-14,Grêmio,Huachipato (CHI),1-2,0-1,
2,Wed,2013-02-20,Huachipato (CHI),Caracas FC (VEN),1-3,0-2,
2,Wed,2013-02-20,Fluminense,Grêmio,0-3,0-1,
3,Wed,2013-02-27,Huachipato (CHI),Fluminense,1-2,1-0,
4,Tue,2013-03-05,Grêmio,Caracas FC (VEN),4-1,2-0,
4,Wed,2013-03-06,Fluminense,Huachipato (CHI),1-1,1-0,
5,Tue,2013-03-12,Caracas FC (VEN),Grêmio,2-1,1-1,
6,Wed,2013-04-03,Caracas FC (VEN),Huachipato (CHI),0-4,0-2,
7,Wed,2013-04-10,Grêmio,Fluminense,0-0,,
8,Thu,2013-04-18,Fluminense,Caracas FC (VEN),1-0,0-0,
8,Thu,2013-04-18,Huachipato (CHI),Grêmio,1-1,0-1,
Round of 16,Wed,2013-04-24,Newell's Old Boys (ARG),Vélez Sarsfield (ARG),0-1,0-0,
Round of 16,Thu,2013-04-25,Real Garcilaso (PER),Nacional (URU),1-0,1-0,
