Matchday,Day,Date,Home,Away,FullTime,HalfTime,Penalties
Round of 16,Tue,2013-04-30,Tigre (ARG),Club Olimpia (PAR),2-1,1-0,
Round of 16,Tue,2013-04-30,Club Tijuana (MEX),Palmeiras,0-0,,
Round of 16,Wed,2013-05-01,Grêmio,Santa Fe (COL),2-1,1-0,
Round of 16,Wed,2013-05-01,Boca Juniors (ARG),Corinthians,1-0,0-0,
Round of 16,Thu,2013-05-02,São Paulo,Atlético-MG,1-2,1-1,
Round of 16,Thu,2013-05-02,Emelec (ECU),Fluminense,2-1,1-1,
Round of 16,Wed,2013-05-08,Atlético-MG,São Paulo,4-1,1-0,
Round of 16,Wed,2013-05-08,Fluminense,Emelec (ECU),2-0,1-0,
Round of 16,Thu,2013-05-09,Nacional (URU),Real Garcilaso (PER),1-0,1-0,1-4
Round of 16,Tue,2013-05-14,Palmeiras,Club Tijuana (MEX),1-2,0-1,
Round of 16,Wed,2013-05-15,Vélez Sarsfield (ARG),Newell's Old Boys (ARG),1-2,0-2,
Round of 16,Wed,2013-05-15,Corinthians,Boca Juniors (ARG),1-1,0-1,
Round of 16,Thu,2013-05-16,Club Olimpia (PAR),Tigre (ARG),2-0,0-0,
Round of 16,Thu,2013-05-16,Santa Fe (COL),Grêmio,1-0,0-0,
Quarterfinals,Wed,2013-05-22,Real Garcilaso (PER),Santa Fe (COL),1-3,0-2,
Quarterfinals,Wed,2013-05-22,Fluminense,Club Olimpia (PAR),0-0,,
Quarterfinals,Thu,2013-05-23,Club Tijuana (MEX),Atlético-MG,2-2,1-0,
Quarterfinals,Thu,2013-05-23,Boca Juniors (ARG),Newell's Old Boys (ARG),0-0,,
Quarterfinals,Tue,2013-05-28,Santa Fe (COL),Real Garcilaso (PER),2-0,1-0,
Quarterfinals,Wed,2013-05-29,Newell's Old Boys (ARG),Boca Juniors (ARG),0-0,,10-9
Quarterfinals,Wed,2013-05-29,Club Olimpia (PAR),Fluminense,2-1,2-1,
Quarterfinals,Thu,2013-05-30,Atlético-MG,Club Tijuana (MEX),1-1,1-1,
Semifinals,Tue,2013-07-02,Club Olimpia (PAR),Santa Fe (COL),2-0,0-0,
Semifinals,Wed,2013-07-03,Newell's Old Boys (ARG),Atlético-MG,2-0,0-0,
Semifinals,Tue,2013-07-09,Santa Fe (COL),Club Olimpia (PAR),1-0,0-0,
Semifinals,Wed,2013-07-10,Atlético-MG,Newell's Old Boys (ARG),2-0,2-0,3-2
Final,Wed,2013-07-17,Club Olimpia (PAR),Atlético-MG,2-0,1-0,
Final,Wed,2013-07-24,Atlético-MG,Club Olimpia (PAR),2-0,2-0,4-3
