Matchday,Day,Date,Home,Away,FullTime,HalfTime,Penalties
Round 1,Tue,2020-01-21,Carabobo FC (VEN),Universitario de Deportes (PER),1-1,0-0,
Round 1,Wed,2020-01-22,Club San José (BOL),Guaraní (PAR),0-1,0-0,
Round 1,Wed,2020-01-22,Progreso (URU),Barcelona (ECU),0-2,0-1,
Round 1,Tue,2020-01-28,Universitario de Deportes (PER),Carabobo FC (VEN),1-0,1-0,
Round 1,Wed,2020-01-29,Guaraní (PAR),Club San José (BOL),4-0,2-0,
Round 1,Wed,2020-01-29,Barcelona (ECU),Progreso (URU),3-1,1-0,
Round 2,Tue,2020-02-04,Universidad de Chile (CHI),Internacional,0-0,,
Round 2,Tue,2020-02-04,Independiente Medellín (COL),Deportivo Táchira (VEN),4-0,3-0,
Round 2,Tue,2020-02-04,Macará (ECU),Deportes Tolima (COL),0-1,0-0,
Round 2,Wed,2020-02-05,Universitario de Deportes (PER),Cerro Porteño (PAR),1-1,0-0,
Round 2,Wed,2020-02-05,Cerro Largo (URU),Palestino (CHI),1-1,1-0,
Round 2,Wed,2020-02-05,The Strongest (BOL),Atlético Tucumán (ARG),2-0,1-0,
Round 2,Wed,2020-02-05,Guaraní (PAR),Corinthians,1-0,1-0,
Round 2,Thu,2020-02-06,Barcelona (ECU),Sporting Cristal (PER),4-0,2-0,
Round 2,Tue,2020-02-11,Deportivo Táchira (VEN),Independiente Medellín (COL),2-0,1-0,
Round 2,Tue,2020-02-11,Internacional,Universidad de Chile (CHI),2-0,1-0,
Round 2,Tue,2020-02-11,Deportes Tolima (COL),Macará (ECU),1-0,1-0,
Round 2,Wed,2020-02-12,Cerro Porteño (PAR),Universitario de Deportes (PER),1-0,0-0,
Round 2,Wed,2020-02-12,Palestino (CHI),Cerro Largo (URU),5-1,2-0,
Round 2,Wed,2020-02-12,Atlético Tucumán (ARG),The Strongest (BOL),2-0,2-0,6-5
Round 2,Wed,2020-02-12,Corinthians,Guaraní (PAR),2-1,2-0,
Round 2,Thu,2020-02-13,Sporting Cristal (PER),Barcelona (ECU),2-1,0-0,
Round 3,Tue,2020-02-18,Independiente Medellín (COL),Atlético Tucumán (ARG),1-0,1-0,
Round 3,Wed,2020-02-19,Barcelona (ECU),Cerro Porteño (PAR),1-0,1-0,
Round 3,Wed,2020-02-19,Deportes Tolima (COL),Internacional,0-0,,
Round 3,Thu,2020-02-20,Palestino (CHI),Guaraní (PAR),0-1,0-1,
Round 3,Tue,2020-02-25,Atlético Tucumán (ARG),Independiente Medellín (COL),1-0,1-0,2-4
Round 3,Wed,2020-02-26,Cerro Porteño (PAR),Barcelona (ECU),0-4,0-1,
Round 3,Wed,2020-02-26,Internacional,Deportes Tolima (COL),1-0,1-0,
Round 3,Thu,2020-02-27,Guaraní (PAR),Palestino (CHI),2-1,0-1,
1,Wed,2020-03-04,Barcelona (ECU),Independiente del Valle (ECU),0-3,0-0,
1,Wed,2020-03-04,Atlético Junior (COL),Flamengo,1-2,0-1,
2,Wed,2020-03-11,Independiente del Valle (ECU),Atlético Junior (COL),3-0,0-0,
2,Wed,2020-03-11,Flamengo,Barcelona (ECU),3-0,2-0,
3,Thu,2020-09-17,Independiente del Valle (ECU),Flamengo,5-0,1-0,
3,Thu,2020-09-17,Barcelona (ECU),Atlético Junior (COL),1-2,1-1,
4,Tue,2020-09-22,Barcelona (ECU),Flamengo,1-2,0-2,
4,Tue,2020-09-22,Atlético Junior (COL),Independiente del Valle (ECU),4-1,1-1,
5,Wed,2020-09-30,Atlético Junior (COL),Barcelona (ECU),0-2,0-1,
5,Wed,2020-09-30,Flamengo,Independiente del Valle (ECU),4-0,2-0,
6,Wed,2020-10-21,Flamengo,Atlético Junior (COL),3-1,2-0,
6,Wed,2020-10-21,Independiente del Valle (ECU),Barcelona (ECU),2-0,1-0,
1,Wed,2020-03-04,Tigre (ARG),Palmeiras,0-2,0-1,
1,Wed,2020-03-04,Guaraní (PAR),Bolívar (BOL),2-0,1-0,
2,Tue,2020-03-10,Bolívar (BOL),Tigre (ARG),2-0,0-0,
2,Tue,2020-03-10,Palmeiras,Guaraní (PAR),3-1,0-0,
3,Wed,2020-09-16,Bolívar (BOL),Palmeiras,1-2,0-1,
3,Thu,2020-09-17,Guaraní (PAR),Tigre (ARG),4-1,1-1,
4,Tue,2020-09-22,Tigre (ARG),Bolívar (BOL),1-1,1-1,
4,Wed,2020-09-23,Guaraní (PAR),Palmeiras,0-0,,
5,Wed,2020-09-30,Palmeiras,Bolívar (BOL),5-0,1-0,
5,Thu,2020-10-01,Tigre (ARG),Guaraní (PAR),1-3,1-1,
6,Wed,2020-10-21,Bolívar (BOL),Guaraní (PAR),2-3,0-1,
6,Wed,2020-10-21,Palmeiras,Tigre (ARG),5-0,1-0,
1,Tue,2020-03-03,Athletico-PR,Peñarol (URU),1-0,0-0,
1,Wed,2020-03-04,Jorge Wilstermann (BOL),Colo-Colo (CHI),2-0,0-0,
2,Wed,2020-03-11,Colo-Colo (CHI),Athletico-PR,1-0,1-0,
2,Wed,2020-03-11,Peñarol (URU),Jorge Wilstermann (BOL),1-0,0-0,
3,Tue,2020-09-15,Jorge Wilstermann (BOL),Athletico-PR,2-3,1-1,
3,Tue,2020-09-15,Colo-Colo (CHI),Peñarol (URU),2-1,0-1,
4,Wed,2020-09-23,Athletico-PR,Colo-Colo (CHI),2-0,2-0,
4,Thu,2020-09-24,Jorge Wilstermann (BOL),Peñarol (URU),3-1,2-1,
5,Tue,2020-09-29,Peñarol (URU),Colo-Colo (CHI),3-0,1-0,
5,Tue,2020-09-29,Athletico-PR,Jorge Wilstermann (BOL),0-0,,
