Matchday,Day,Date,Home,Away,FullTime,HalfTime,Penalties
6,Tue,2020-10-20,Peñarol (URU),Athletico-PR,3-2,1-2,
6,Tue,2020-10-20,Colo-Colo (CHI),Jorge Wilstermann (BOL),0-1,0-0,
1,Wed,2020-03-04,LDU Quito (ECU),River Plate (ARG),3-0,2-0,
1,Thu,2020-03-05,Deportivo Binacional (PER),São Paulo,2-1,0-1,
2,Wed,2020-03-11,River Plate (ARG),Deportivo Binacional (PER),8-0,1-0,
2,Wed,2020-03-11,São Paulo,LDU Quito (ECU),3-0,2-0,
3,Tue,2020-09-15,Deportivo Binacional (PER),LDU Quito (ECU),0-1,0-1,
3,Thu,2020-09-17,São Paulo,River Plate (ARG),2-2,1-1,
4,Tue,2020-09-22,Deportivo Binacional (PER),River Plate (ARG),0-6,0-3,
4,Tue,2020-09-22,LDU Quito (ECU),São Paulo,4-2,3-0,
5,Tue,2020-09-29,LDU Quito (ECU),Deportivo Binacional (PER),4-0,2-0,
5,Wed,2020-09-30,River Plate (ARG),São Paulo,2-1,2-1,
6,Tue,2020-10-20,São Paulo,Deportivo Binacional (PER),5-1,2-1,
6,Tue,2020-10-20,River Plate (ARG),LDU Quito (ECU),3-0,0-0,
1,Tue,2020-03-03,Internacional,Universidad Católica (CHI),3-0,0-0,
1,Tue,2020-03-03,América de Cali (COL),Grêmio,0-2,0-1,
2,Tue,2020-03-10,Universidad Católica (CHI),América de Cali (COL),1-2,1-1,
2,Thu,2020-03-12,Grêmio,Internacional,0-0,,
3,Wed,2020-09-16,Internacional,América de Cali (COL),4-3,3-1,
3,Wed,2020-09-16,Universidad Católica (CHI),Grêmio,2-0,2-0,
4,Wed,2020-09-23,América de Cali (COL),Universidad Católica (CHI),1-1,1-1,
4,Wed,2020-09-23,Internacional,Grêmio,0-1,0-0,
5,Tue,2020-09-29,Grêmio,Universidad Católica (CHI),2-0,0-0,
5,Tue,2020-09-29,América de Cali (COL),Internacional,0-0,,
6,Thu,2020-10-22,Grêmio,América de Cali (COL),1-1,0-0,
6,Thu,2020-10-22,Universidad Católica (CHI),Internacional,2-1,1-1,
1,Thu,2020-03-05,Estudiantes de Mérida (VEN),Racing Club (ARG),1-2,0-0,
1,Thu,2020-03-05,Alianza Lima (PER),Nacional (URU),0-1,0-1,
2,Thu,2020-03-12,Nacional (URU),Estudiantes de Mérida (VEN),1-0,0-0,
2,Thu,2020-03-12,Racing Club (ARG),Alianza Lima (PER),1-0,0-0,
3,Wed,2020-09-16,Estudiantes de Mérida (VEN),Alianza Lima (PER),3-2,0-0,
3,Thu,2020-09-17,Racing Club (ARG),Nacional (URU),0-1,0-0,
4,Tue,2020-09-22,Estudiantes de Mérida (VEN),Nacional (URU),1-3,1-2,
4,Wed,2020-09-23,Alianza Lima (PER),Racing Club (ARG),0-2,0-0,
5,Wed,2020-09-30,Nacional (URU),Racing Club (ARG),1-2,0-1,
5,Wed,2020-09-30,Alianza Lima (PER),Estudiantes de Mérida (VEN),2-2,1-1,
6,Wed,2020-10-21,Nacional (URU),Alianza Lima (PER),2-0,2-0,
6,Wed,2020-10-21,Racing Club (ARG),Estudiantes de Mérida (VEN),2-1,0-0,
1,Tue,2020-03-03,Defensa y Justicia (ARG),Santos,1-2,1-0,
1,Wed,2020-03-04,Delfín SC (ECU),Club Olimpia (PAR),1-1,0-1,
2,Tue,2020-03-10,Santos,Delfín SC (ECU),1-0,1-0,
2,Wed,2020-03-11,Club Olimpia (PAR),Defensa y Justicia (ARG),2-1,0-0,
3,Tue,2020-09-15,Santos,Club Olimpia (PAR),0-0,,
3,Thu,2020-09-17,Defensa y Justicia (ARG),Delfín SC (ECU),3-0,0-0,
4,Wed,2020-09-23,Defensa y Justicia (ARG),Club Olimpia (PAR),2-1,1-0,
4,Thu,2020-09-24,Delfín SC (ECU),Santos,1-2,0-1,
5,Thu,2020-10-01,Club Olimpia (PAR),Santos,2-3,2-2,
5,Thu,2020-10-01,Delfín SC (ECU),Defensa y Justicia (ARG),3-0,1-0,
6,Tue,2020-10-20,Club Olimpia (PAR),Delfín SC (ECU),0-1,0-0,
6,Tue,2020-10-20,Santos,Defensa y Justicia (ARG),2-1,0-0,
1,Tue,2020-03-03,Caracas FC (VEN),Boca Juniors (ARG),1-1,0-1,
1,Tue,2020-03-03,Independiente Medellín (COL),Libertad (PAR),1-2,0-2,
2,Tue,2020-03-10,Boca Juniors (ARG),Independiente Medellín (COL),3-0,1-0,
2,Tue,2020-03-10,Libertad (PAR),Caracas FC (VEN),3-2,1-2,
3,Wed,2020-09-16,Independiente Medellín (COL),Caracas FC (VEN),2-3,1-2,
3,Thu,2020-09-17,Libertad (PAR),Boca Juniors (ARG),0-2,0-1,
4,Wed,2020-09-23,Caracas FC (VEN),Libertad (PAR),2-1,0-1,
4,Thu,2020-09-24,Independiente Medellín (COL),Boca Juniors (ARG),0-1,0-0,
5,Tue,2020-09-29,Boca Juniors (ARG),Libertad (PAR),0-0,,
5,Wed,2020-09-30,Caracas FC (VEN),Independiente Medellín (COL),0-2,0-0,
6,Thu,2020-10-22,Boca Juniors (ARG),Caracas FC (VEN),3-0,3-0,
6,Thu,2020-10-22,Libertad (PAR),Independiente Medellín (COL),2-4,1-1,
Round of 16,Tue,2020-11-24,Athletico-PR,River Plate (ARG),1-1,0-0,
Round of 16,Tue,2020-11-24,LDU Quito (ECU),Santos,1-2,1-1,
Round of 16,Tue,2020-11-24,Racing Club (ARG),Flamengo,1-1,1-1,
Round of 16,Wed,2020-11-25,Independiente del Valle (ECU),Nacional (URU),0-0,,
Round of 16,Wed,2020-11-25,Delfín SC (ECU),Palmeiras,1-3,0-2,
Round of 16,Wed,2020-11-25,Libertad (PAR),Jorge Wilstermann (BOL),3-1,0-0,
Round of 16,Thu,2020-11-26,Guaraní (PAR),Grêmio,0-2,0-0,
Round of 16,Wed,2020-12-02,Internacional,Boca Juniors (ARG),0-1,0-0,
Round of 16,Tue,2020-12-01,River Plate (ARG),Athletico-PR,1-0,0-0,
Round of 16,Tue,2020-12-01,Santos,LDU Quito (ECU),0-1,0-0,
Round of 16,Tue,2020-12-01,Flamengo,Racing Club (ARG),1-1,1-1,3-5
Round of 16,Wed,2020-12-02,Nacional (URU),Independiente del Valle (ECU),0-0,0-0,4-2
Round of 16,Wed,2020-12-02,Palmeiras,Delfín SC (ECU),5-0,1-0,
Round of 16,Wed,2020-12-02,Jorge Wilstermann (BOL),Libertad (PAR),0-2,0-0,
Round of 16,Thu,2020-12-03,Grêmio,Guaraní (PAR),2-0,1-0,
Round of 16,Wed,2020-12-09,Boca Juniors (ARG),Internacional,0-1,0-1,5-4
Quarterfinals,Tue,2020-12-08,Libertad (PAR),Palmeiras,1-1,0-1,
Quarterfinals,Wed,2020-12-09,Grêmio,Santos,1-1,0-1,
Quarterfinals,Thu,2020-12-10,River Plate (ARG),Nacional (URU),2-0,0-0,
Quarterfinals,Wed,2020-12-16,Racing Club (ARG),Boca Juniors (ARG),1-0,0-0,
Quarterfinals,Tue,2020-12-15,Palmeiras,Libertad (PAR),3-0,1-0,
Quarterfinals,Wed,2020-12-16,Santos,Grêmio,4-1,2-0,
Quarterfinals,Thu,2020-12-17,Nacional (URU),River Plate (ARG),2-6,1-2,
Quarterfinals,Wed,2020-12-23,Boca Juniors (ARG),Racing Club (ARG),2-0,1-0,
Semifinals,Tue,2020-01-05,River Plate (ARG),Palmeiras,0-3,0-1,
Semifinals,Wed,2020-01-06,Boca Juniors (ARG),Santos,0-0,,
Semifinals,Tue,2020-01-12,Palmeiras,River Plate (ARG),0-2,0-2,
Semifinals,Wed,2020-01-13,Santos,Boca Juniors (ARG),3-0,1-0,
Final,Sat,2020-01-30,Palmeiras,Santos,1-0,0-0,
