Matchday,Day,Date,Home,Away,FullTime,HalfTime,Penalties
Round 1,Tue,2012-01-24,Arsenal de Sarandí (ARG),Sport Huancayo (PER),3-0,2-0,
Round 1,Tue,2012-01-24,El Nacional (ECU),Libertad (PAR),1-0,1-0,
Round 1,Wed,2012-01-25,Unión Española (CHI),UANL Tigres (MEX),1-0,0-0,
Round 1,Wed,2012-01-25,Real Potosí (BOL),Flamengo,2-1,1-1,
Round 1,Wed,2012-01-25,Internacional,Once Caldas (COL),1-0,1-0,
Round 1,Thu,2012-01-26,Peñarol (URU),Caracas FC (VEN),4-0,2-0,
Round 1,Tue,2012-01-31,Libertad (PAR),El Nacional (ECU),4-1,3-1,
Round 1,Tue,2012-01-31,Sport Huancayo (PER),Arsenal de Sarandí (ARG),1-1,1-0,
Round 1,Wed,2012-02-01,Flamengo,Real Potosí (BOL),2-0,1-0,
Round 1,Wed,2012-02-01,Once Caldas (COL),Internacional,2-2,2-2,
Round 1,Thu,2012-02-02,Caracas FC (VEN),Peñarol (URU),1-1,0-1,
Round 1,Fri,2012-02-03,UANL Tigres (MEX),Unión Española (CHI),2-2,2-1,
1,Thu,2012-02-09,Internacional,Juan Aurich (PER),2-0,1-0,
2,Wed,2012-02-15,The Strongest (BOL),Santos,2-1,1-1,
3,Thu,2012-02-23,The Strongest (BOL),Juan Aurich (PER),2-1,1-1,
4,Wed,2012-03-07,Santos,Internacional,3-1,1-0,
5,Tue,2012-03-13,Internacional,The Strongest (BOL),5-0,2-0,
5,Thu,2012-03-15,Juan Aurich (PER),Santos,1-3,1-2,
6,Wed,2012-03-21,The Strongest (BOL),Internacional,1-1,0-0,
6,Thu,2012-03-22,Santos,Juan Aurich (PER),2-0,1-0,
7,Wed,2012-04-04,Internacional,Santos,1-1,1-0,
7,Thu,2012-04-05,Juan Aurich (PER),The Strongest (BOL),1-0,1-0,
8,Thu,2012-04-19,Santos,The Strongest (BOL),2-0,0-0,
8,Thu,2012-04-19,Juan Aurich (PER),Internacional,1-0,1-0,
1,Fri,2012-02-10,Emelec (ECU),Club Olimpia (PAR),1-0,0-0,
2,Wed,2012-02-15,Lanús (ARG),Flamengo,1-1,0-1,
3,Thu,2012-02-23,Club Olimpia (PAR),Lanús (ARG),2-1,1-0,
4,Thu,2012-03-08,Flamengo,Emelec (ECU),1-0,0-0,
5,Tue,2012-03-13,Lanús (ARG),Emelec (ECU),1-0,0-0,
5,Thu,2012-03-15,Flamengo,Club Olimpia (PAR),3-3,1-0,
6,Tue,2012-03-20,Emelec (ECU),Lanús (ARG),0-2,0-1,
6,Wed,2012-03-28,Club Olimpia (PAR),Flamengo,3-2,1-0,
7,Tue,2012-04-03,Lanús (ARG),Club Olimpia (PAR),6-0,2-0,
7,Wed,2012-04-04,Emelec (ECU),Flamengo,3-2,1-2,
8,Thu,2012-04-12,Flamengo,Lanús (ARG),3-0,2-0,
8,Thu,2012-04-12,Club Olimpia (PAR),Emelec (ECU),2-3,1-0,
1,Wed,2012-02-08,Unión Española (CHI),Atlético Junior (COL),2-0,0-0,
1,Thu,2012-02-09,Universidad Católica (CHI),Bolívar (BOL),1-1,1-1,
2,Tue,2012-02-21,Bolívar (BOL),Unión Española (CHI),1-3,1-0,
3,Thu,2012-02-23,Universidad Católica (CHI),Atlético Junior (COL),2-2,2-0,
4,Tue,2012-03-06,Unión Española (CHI),Universidad Católica (CHI),1-1,1-1,
4,Fri,2012-03-09,Atlético Junior (COL),Bolívar (BOL),0-1,0-0,
6,Tue,2012-03-20,Bolívar (BOL),Atlético Junior (COL),2-1,2-0,
6,Wed,2012-03-28,Universidad Católica (CHI),Unión Española (CHI),2-1,1-0,
7,Wed,2012-04-04,Atlético Junior (COL),Universidad Católica (CHI),3-0,1-0,
7,Tue,2012-04-10,Unión Española (CHI),Bolívar (BOL),2-1,1-0,
8,Tue,2012-04-17,Bolívar (BOL),Universidad Católica (CHI),3-0,2-0,
8,Tue,2012-04-17,Atlético Junior (COL),Unión Española (CHI),2-1,2-1,
1,Tue,2012-02-07,Fluminense,Arsenal de Sarandí (ARG),1-0,1-0,
1,Tue,2012-02-14,Zamora FC (VEN),Boca Juniors (ARG),0-0,,
2,Tue,2012-02-21,Arsenal de Sarandí (ARG),Zamora FC (VEN),3-0,3-0,
4,Wed,2012-03-07,Boca Juniors (ARG),Fluminense,1-2,0-1,
5,Wed,2012-03-14,Arsenal de Sarandí (ARG),Boca Juniors (ARG),1-2,1-1,
5,Wed,2012-03-14,Fluminense,Zamora FC (VEN),1-0,0-0,
6,Thu,2012-03-29,Boca Juniors (ARG),Arsenal de Sarandí (ARG),2-0,0-0,
6,Thu,2012-03-29,Zamora FC (VEN),Fluminense,0-1,0-0,
7,Tue,2012-04-10,Zamora FC (VEN),Arsenal de Sarandí (ARG),0-1,0-1,
7,Wed,2012-04-11,Fluminense,Boca Juniors (ARG),0-2,0-1,
8,Wed,2012-04-18,Boca Juniors (ARG),Zamora FC (VEN),2-0,0-0,
8,Wed,2012-04-18,Arsenal de Sarandí (ARG),Fluminense,1-2,0-1,
1,Wed,2012-02-08,Vasco da Gama,Nacional (URU),1-2,0-1,
1,Thu,2012-02-09,Libertad (PAR),Alianza Lima (PER),4-1,0-1,
2,Thu,2012-02-16,Nacional (URU),Libertad (PAR),1-2,1-0,
4,Tue,2012-03-06,Vasco da Gama,Alianza Lima (PER),3-2,1-1,
5,Tue,2012-03-13,Alianza Lima (PER),Nacional (URU),1-0,1-0,
5,Wed,2012-03-14,Libertad (PAR),Vasco da Gama,1-1,0-1,
6,Wed,2012-03-21,Vasco da Gama,Libertad (PAR),2-0,0-0,
6,Tue,2012-03-27,Nacional (URU),Alianza Lima (PER),1-0,0-0,
7,Tue,2012-04-03,Alianza Lima (PER),Vasco da Gama,1-2,0-1,
7,Thu,2012-04-05,Libertad (PAR),Nacional (URU),2-1,0-1,
8,Thu,2012-04-12,Alianza Lima (PER),Libertad (PAR),1-2,1-0,
8,Thu,2012-04-12,Nacional (URU),Vasco da Gama,0-1,0-0,
1,Wed,2012-02-08,Club Nacional (PAR),Cruz Azul (MEX),1-2,1-2,
2,Wed,2012-02-15,Deportivo Táchira (VEN),Corinthians,1-1,1-0,
3,Wed,2012-02-22,Cruz Azul (MEX),Deportivo Táchira (VEN),4-0,1-0,
4,Wed,2012-03-07,Corinthians,Club Nacional (PAR),2-0,1-0,
5,Tue,2012-03-13,Club Nacional (PAR),Deportivo Táchira (VEN),3-2,0-1,
5,Wed,2012-03-14,Cruz Azul (MEX),Corinthians,0-0,,
6,Wed,2012-03-21,Corinthians,Cruz Azul (MEX),1-0,1-0,
6,Tue,2012-03-27,Deportivo Táchira (VEN),Club Nacional (PAR),0-0,,
7,Tue,2012-04-03,Deportivo Táchira (VEN),Cruz Azul (MEX),1-1,1-0,
7,Wed,2012-04-11,Club Nacional (PAR),Corinthians,1-3,0-1,
8,Wed,2012-04-18,Corinthians,Deportivo Táchira (VEN),6-0,2-0,
8,Wed,2012-04-18,Cruz Azul (MEX),Club Nacional (PAR),4-1,2-1,
1,Tue,2012-02-07,Defensor Sporting (URU),Vélez Sarsfield (ARG),0-3,0-1,
1,Wed,2012-02-08,Deportivo Guadalajara (MEX),Deportivo Quito (ECU),1-1,0-1,
2,Tue,2012-02-14,Defensor Sporting (URU),Deportivo Quito (ECU),2-0,1-0,
3,Wed,2012-02-22,Vélez Sarsfield (ARG),Deportivo Guadalajara (MEX),3-0,0-0,
4,Wed,2012-03-07,Deportivo Quito (ECU),Vélez Sarsfield (ARG),3-0,1-0,
5,Wed,2012-03-14,Deportivo Guadalajara (MEX),Defensor Sporting (URU),1-0,1-0,
6,Thu,2012-03-22,Vélez Sarsfield (ARG),Deportivo Quito (ECU),1-0,0-0,
6,Wed,2012-03-28,Defensor Sporting (URU),Deportivo Guadalajara (MEX),1-0,0-0,
7,Tue,2012-04-10,Deportivo Quito (ECU),Defensor Sporting (URU),2-0,1-0,
7,Wed,2012-04-11,Deportivo Guadalajara (MEX),Vélez Sarsfield (ARG),0-2,0-0,
8,Tue,2012-04-17,Deportivo Quito (ECU),Deportivo Guadalajara (MEX),5-0,2-0,
8,Tue,2012-04-17,Vélez Sarsfield (ARG),Defensor Sporting (URU),1-3,0-2,
2,Wed,2012-02-15,Atlético Nacional (COL),Universidad de Chile (CHI),2-0,1-0,
2,Thu,2012-02-16,Godoy Cruz (ARG),Peñarol (URU),1-0,0-0,
3,Tue,2012-02-21,Peñarol (URU),Atlético Nacional (COL),0-4,0-1,
3,Wed,2012-02-22,Universidad de Chile (CHI),Godoy Cruz (ARG),5-1,3-0,
4,Tue,2012-03-06,Peñarol (URU),Universidad de Chile (CHI),1-1,1-1,
4,Thu,2012-03-08,Godoy Cruz (ARG),Atlético Nacional (COL),4-4,2-2,
6,Thu,2012-03-22,Atlético Nacional (COL),Godoy Cruz (ARG),2-2,1-2,
6,Tue,2012-03-27,Universidad de Chile (CHI),Peñarol (URU),2-1,1-0,
7,Wed,2012-04-04,Godoy Cruz (ARG),Universidad de Chile (CHI),0-1,0-1,
7,Tue,2012-04-10,Atlético Nacional (COL),Peñarol (URU),3-0,2-0,
8,Thu,2012-04-19,Universidad de Chile (CHI),Atlético Nacional (COL),2-1,1-0,
8,Thu,2012-04-19,Peñarol (URU),Godoy Cruz (ARG),4-2,1-2,
Round of 16,Wed,2012-04-25,Bolívar (BOL),Santos,2-1,1-1,
Round of 16,Wed,2012-04-25,Internacional,Fluminense,0-0,,
Round of 16,Tue,2012-05-01,Atlético Nacional (COL),Vélez Sarsfield (ARG),0-1,0-1,
Round of 16,Tue,2012-05-01,Cruz Azul (MEX),Libertad (PAR),1-1,1-0,
Round of 16,Wed,2012-05-02,Boca Juniors (ARG),Unión Española (CHI),2-1,1-0,
Round of 16,Wed,2012-05-02,Emelec (ECU),Corinthians,0-0,,
Round of 16,Wed,2012-05-02,Vasco da Gama,Lanús (ARG),2-1,2-0,
Round of 16,Thu,2012-05-03,Deportivo Quito (ECU),Universidad de Chile (CHI),4-1,2-1,
Round of 16,Tue,2012-05-08,Vélez Sarsfield (ARG),Atlético Nacional (COL),1-1,0-0,
Round of 16,Tue,2012-05-08,Libertad (PAR),Cruz Azul (MEX),2-0,1-0,
Round of 16,Wed,2012-05-09,Unión Española (CHI),Boca Juniors (ARG),2-3,0-1,
Round of 16,Wed,2012-05-09,Corinthians,Emelec (ECU),3-0,1-0,
Round of 16,Wed,2012-05-09,Lanús (ARG),Vasco da Gama,2-1,2-1,4-5
Round of 16,Thu,2012-05-10,Santos,Bolívar (BOL),8-0,5-0,
Round of 16,Thu,2012-05-10,Fluminense,Internacional,2-1,2-1,
Round of 16,Thu,2012-05-10,Universidad de Chile (CHI),Deportivo Quito (ECU),6-0,3-0,
Quarterfinals,Wed,2012-05-16,Libertad (PAR),Universidad de Chile (CHI),1-1,1-0,
Quarterfinals,Wed,2012-05-16,Vasco da Gama,Corinthians,0-0,,
Quarterfinals,Thu,2012-05-17,Boca Juniors (ARG),Fluminense,1-0,0-0,
Quarterfinals,Thu,2012-05-17,Vélez Sarsfield (ARG),Santos,1-0,1-0,
Quarterfinals,Wed,2012-05-23,Fluminense,Boca Juniors (ARG),1-1,1-0,
Quarterfinals,Wed,2012-05-23,Corinthians,Vasco da Gama,1-0,0-0,
Quarterfinals,Thu,2012-05-24,Santos,Vélez Sarsfield (ARG),1-0,,4-2
Quarterfinals,Thu,2012-05-24,Universidad de Chile (CHI),Libertad (PAR),1-1,1-1,5-3
Semifinals,Wed,2012-06-13,Santos,Corinthians,0-1,0-1,
Semifinals,Thu,2012-06-14,Boca Juniors (ARG),Universidad de Chile (CHI),2-0,1-0,
Semifinals,Wed,2012-06-20,Corinthians,Santos,1-1,0-1,
Semifinals,Thu,2012-06-21,Universidad de Chile (CHI),Boca Juniors (ARG),0-0,,
Final,Wed,2012-06-27,Boca Juniors (ARG),Corinthians,1-1,0-0,
Final,Wed,2012-07-04,Corinthians,Boca Juniors (ARG),2-0,0-0,
