Matchday,Day,Date,Home,Away,FullTime,HalfTime,Penalties
2,Tue,2021-04-27,Flamengo,Unión La Calera (CHI),4-1,2-0,
2,Tue,2021-04-27,LDU Quito (ECU),Vélez Sarsfield (ARG),3-1,1-1,
3,Tue,2021-05-04,Unión La Calera (CHI),Vélez Sarsfield (ARG),0-2,0-1,
3,Tue,2021-05-04,LDU Quito (ECU),Flamengo,2-3,0-2,
4,Tue,2021-05-11,Unión La Calera (CHI),Flamengo,2-2,2-1,
4,Thu,2021-05-13,Vélez Sarsfield (ARG),LDU Quito (ECU),3-1,1-0,
5,Wed,2021-05-19,Vélez Sarsfield (ARG),Unión La Calera (CHI),2-1,2-1,
5,Wed,2021-05-19,Flamengo,LDU Quito (ECU),2-2,1-1,
6,Thu,2021-05-27,Flamengo,Vélez Sarsfield (ARG),0-0,,
6,Thu,2021-05-27,LDU Quito (ECU),Unión La Calera (CHI),5-2,3-0,
1,Wed,2021-04-21,Deportivo La Guaira (VEN),Atlético-MG,1-1,1-0,
1,Wed,2021-04-21,América de Cali (COL),Cerro Porteño (PAR),0-2,0-1,
2,Tue,2021-04-27,Atlético-MG,América de Cali (COL),2-1,0-0,
2,Wed,2021-04-28,Cerro Porteño (PAR),Deportivo La Guaira (VEN),0-0,,
3,Tue,2021-05-04,Atlético-MG,Cerro Porteño (PAR),4-0,2-0,
3,Thu,2021-05-06,Deportivo La Guaira (VEN),América de Cali (COL),0-0,,
4,Wed,2021-05-12,Deportivo La Guaira (VEN),Cerro Porteño (PAR),0-1,0-1,
4,Thu,2021-05-13,América de Cali (COL),Atlético-MG,1-3,1-1,
5,Wed,2021-05-19,Cerro Porteño (PAR),Atlético-MG,0-1,0-0,
5,Wed,2021-05-19,América de Cali (COL),Deportivo La Guaira (VEN),3-1,1-1,
6,Tue,2021-05-25,Cerro Porteño (PAR),América de Cali (COL),1-0,1-0,
6,Tue,2021-05-25,Atlético-MG,Deportivo La Guaira (VEN),4-0,2-0,
Round of 16,Tue,2021-07-13,Boca Juniors (ARG),Atlético-MG,0-0,,
Round of 16,Tue,2021-07-13,Cerro Porteño (PAR),Fluminense,0-2,0-0,
Round of 16,Tue,2021-07-13,São Paulo,Racing Club (ARG),1-1,1-1,
Round of 16,Wed,2021-07-14,Universidad Católica (CHI),Palmeiras,0-1,0-1,
Round of 16,Wed,2021-07-14,Vélez Sarsfield (ARG),Barcelona (ECU),1-0,1-0,
Round of 16,Wed,2021-07-14,Defensa y Justicia (ARG),Flamengo,0-1,0-1,
Round of 16,Wed,2021-07-14,River Plate (ARG),Argentinos Juniors (ARG),1-1,1-1,
Round of 16,Thu,2021-07-15,Club Olimpia (PAR),Internacional,0-0,,
Round of 16,Tue,2021-07-20,Atlético-MG,Boca Juniors (ARG),0-0,0-0,3-1
Round of 16,Tue,2021-07-20,Racing Club (ARG),São Paulo,1-3,0-1,
Round of 16,Wed,2021-07-21,Palmeiras,Universidad Católica (CHI),1-0,1-0,
Round of 16,Wed,2021-07-21,Barcelona (ECU),Vélez Sarsfield (ARG),3-1,1-0,
Round of 16,Wed,2021-07-21,Flamengo,Defensa y Justicia (ARG),4-1,1-1,
Round of 16,Wed,2021-07-21,Argentinos Juniors (ARG),River Plate (ARG),0-2,0-1,
Round of 16,Thu,2021-07-22,Internacional,Club Olimpia (PAR),0-0,0-0,4-5
Round of 16,Tue,2021-08-03,Fluminense,Cerro Porteño (PAR),1-0,1-0,
Quarterfinals,Tue,2021-08-10,São Paulo,Palmeiras,1-1,0-0,
Quarterfinals,Wed,2021-08-11,Club Olimpia (PAR),Flamengo,1-4,1-2,
Quarterfinals,Wed,2021-08-11,River Plate (ARG),Atlético-MG,0-1,0-0,
Quarterfinals,Thu,2021-08-12,Fluminense,Barcelona (ECU),2-2,1-0,
Quarterfinals,Tue,2021-08-17,Palmeiras,São Paulo,3-0,1-0,
Quarterfinals,Wed,2021-08-18,Flamengo,Club Olimpia (PAR),5-1,2-1,
Quarterfinals,Wed,2021-08-18,Atlético-MG,River Plate (ARG),3-0,2-0,
Quarterfinals,Thu,2021-08-19,Barcelona (ECU),Fluminense,1-1,0-0,
Semifinals,Tue,2021-09-21,Palmeiras,Atlético-MG,0-0,,
Semifinals,Wed,2021-09-22,Flamengo,Barcelona (ECU),2-0,2-0,
Semifinals,Tue,2021-09-28,Atlético-MG,Palmeiras,1-1,0-0,
Semifinals,Wed,2021-09-29,Barcelona (ECU),Flamengo,0-2,0-1,
Final,Sat,2021-11-27,Palmeiras,Flamengo,2-1,1-1,
