Matchday,Date,Home,Away,FullTime
CONCACAF Ch q & Car Ch PO,2017-01-04,Trinidad and Tobago,Suriname,1-2
CONCACAF Ch q & Car Ch PO,2017-01-06,Haiti,Suriname,4-2
CONCACAF Ch q & Car Ch PO,2017-01-08,Trinidad and Tobago,Haiti,3-4
