Matchday,Date,Home,Away,FullTime
CONCACAF Ch q & Car Cup,1999-06-07,Trinidad and Tobago,Guadeloupe,3-2
CONCACAF Ch q & Car Cup,1999-06-08,Cuba,Saint Kitts and Nevis,2-0
CONCACAF Ch q & Car Cup,1999-06-10,Cuba,Jamaica,2-0
CONCACAF Ch q & Car Cup,1999-06-11,Trinidad and Tobago,Haiti,6-1
CONCACAF Ch q & Car Cup,1999-06-13,Trinidad and Tobago,Cuba,2-1
CONCACAF Ch q & Car Cup,2001-05-15,Jamaica,Martinique,1-0
CONCACAF Ch q & Car Cup,2001-05-15,Trinidad and Tobago,Barbados,5-0
CONCACAF Ch q & Car Cup,2001-05-16,Haiti,Saint Kitts and Nevis,7-2
CONCACAF Ch q & Car Cup,2001-05-16,Cuba,Suriname,4-3
CONCACAF Ch q & Car Cup,2001-05-17,Trinidad and Tobago,Jamaica,2-1
CONCACAF Ch q & Car Cup,2001-05-17,Martinique,Barbados,3-1
CONCACAF Ch q & Car Cup,2001-05-18,Haiti,Suriname,1-1
CONCACAF Ch q & Car Cup,2001-05-18,Cuba,Saint Kitts and Nevis,1-1
CONCACAF Ch q & Car Cup,2001-05-19,Jamaica,Barbados,2-1
CONCACAF Ch q & Car Cup,2001-05-19,Trinidad and Tobago,Martinique,1-2
CONCACAF Ch q & Car Cup,2001-05-20,Cuba,Haiti,0-0
CONCACAF Ch q & Car Cup,2001-05-20,Saint Kitts and Nevis,Suriname,4-0
CONCACAF Ch q & Car Cup,2001-05-22,Haiti,Martinique,5-0
CONCACAF Ch q & Car Cup,2001-05-22,Trinidad and Tobago,Cuba,2-0
CONCACAF Ch q & Car Cup,2001-05-24,Martinique,Cuba,1-0
CONCACAF Ch q & Car Cup,2005-02-20,Jamaica,Trinidad and Tobago,2-1
CONCACAF Ch q & Car Cup,2005-02-20,Barbados,Cuba,0-3
CONCACAF Ch q & Car Cup,2005-02-22,Barbados,Jamaica,0-1
CONCACAF Ch q & Car Cup,2005-02-22,Cuba,Trinidad and Tobago,2-1
CONCACAF Ch q & Car Cup,2005-02-24,Jamaica,Cuba,1-0
CONCACAF Ch q & Car Cup,2005-02-24,Barbados,Trinidad and Tobago,2-3
CONCACAF Ch q & Car Cup,2007-01-12,Haiti,Martinique,1-0
CONCACAF Ch q & Car Cup,2007-01-12,Trinidad and Tobago,Barbados,1-1
CONCACAF Ch q & Car Cup,2007-01-14,St Vincent & Grenadines,Guyana,2-0
CONCACAF Ch q & Car Cup,2007-01-14,Guadeloupe,Cuba,2-1
CONCACAF Ch q & Car Cup,2007-01-15,Haiti,Barbados,2-0
CONCACAF Ch q & Car Cup,2007-01-15,Trinidad and Tobago,Martinique,5-1
CONCACAF Ch q & Car Cup,2007-01-16,Guyana,Guadeloupe,4-3
CONCACAF Ch q & Car Cup,2007-01-16,Cuba,St Vincent & Grenadines,3-0
CONCACAF Ch q & Car Cup,2007-01-17,Trinidad and Tobago,Haiti,3-1
CONCACAF Ch q & Car Cup,2007-01-17,Martinique,Barbados,3-2
CONCACAF Ch q & Car Cup,2007-01-18,Cuba,Guyana,0-0
CONCACAF Ch q & Car Cup,2007-01-18,Guadeloupe,St Vincent & Grenadines,1-0
