Matchday,Day,Date,Home,Away,FullTime,HalfTime,Penalties,FullTimeHomeGoals,FullTimeAwayGoals,FullTimeResult,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeResult,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellowCards,AwayYellowCards,HomeRedCards,AwayRedCards,PinnacleHomeOpen,PinnacleDrawOpen,PinnacleAwayOpen,AvgHomeOpen,AvgDrawOpen,AvgAwayOpen,MaxHomeOpen,MaxDrawOpen,MaxAwayOpen,Bet365HomeOpen,Bet365DrawOpen,Bet365AwayOpen,Bet365Over25Open,Bet365Under25Open,PinnacleOver25Open,PinnacleUnder25Open,AvgOver25Open,AvgUnder25Open,PinnacleHomeClose,PinnacleDrawClose,PinnacleAwayClose,AvgHomeClose,AvgDrawClose,AvgAwayClose,MaxHomeClose,MaxDrawClose,MaxAwayClose,Bet365HomeClose,Bet365DrawClose,Bet365AwayClose
1,Sat,2008-08-30,Espanyol,Valladolid,1-0,0-0,,1,0,H,0,0,D,10,11,2,1,18,17,1,9,3,5,0,0,,,,1.9,3.25,3.99,2.09,3.4,4.5,2.0,3.3,3.8,,,,,2.04,1.72,,,,1.9,3.25,3.99,2.09,3.4,4.5,2.0,3.3,3.8
1,Sat,2008-08-30,Valencia,Mallorca,3-0,2-0,,3,0,H,2,0,H,17,16,6,2,17,14,5,6,4,0,0,0,,,,1.7,3.42,4.85,1.75,3.88,5.4,1.7,3.6,5.25,,,,,1.92,1.82,,,,1.7,3.42,4.85,1.75,3.88,5.4,1.7,3.6,5.25
1,Sun,2008-08-31,Athletic Bilbao,UD Almería,1-3,0-2,,1,3,A,0,2,A,10,11,4,5,35,20,2,6,2,4,0,0,,,,1.96,3.23,3.7,2.1,3.4,4.0,2.0,3.3,3.8,,,,,2.16,1.63,,,,1.96,3.23,3.7,2.1,3.4,4.0,2.0,3.3,3.8
1,Sun,2008-08-31,Atlético de Madrid,Málaga CF,4-0,3-0,,4,0,H,3,0,H,25,7,9,2,16,13,11,7,1,2,0,0,,,,1.44,3.92,7.42,1.5,4.7,9.0,1.44,4.2,7.5,,,,,1.76,1.98,,,,1.44,3.92,7.42,1.5,4.7,9.0,1.44,4.2,7.5
1,Sun,2008-08-31,Bétis,Recreativo,0-1,0-1,,0,1,A,0,1,A,8,13,2,6,17,18,2,2,3,1,0,0,,,,1.86,3.26,4.15,2.1,3.36,4.6,2.0,3.25,3.8,,,,,2.07,1.7,,,,1.86,3.26,4.15,2.1,3.36,4.6,2.0,3.25,3.8
1,Sun,2008-08-31,Deportivo La Coruña,Real Madrid,2-1,1-0,,2,1,H,1,0,H,11,18,3,4,18,17,6,5,4,3,0,0,,,,3.49,3.27,2.04,4.0,3.51,2.15,3.5,3.3,2.1,,,,,1.84,1.88,,,,3.49,3.27,2.04,4.0,3.51,2.15,3.5,3.3,2.1
1,Sun,2008-08-31,Numancia,Barcelona,1-0,1-0,,1,0,H,1,0,H,5,25,2,5,16,8,2,7,0,2,0,0,,,,6.6,3.74,1.5,7.7,4.37,1.57,7.0,4.0,1.5,,,,,1.72,2.05,,,,6.6,3.74,1.5,7.7,4.37,1.57,7.0,4.0,1.5
1,Sun,2008-08-31,Osasuna,Villarreal CF,1-1,0-0,,1,1,D,0,0,D,10,12,1,3,18,10,10,2,2,1,1,1,,,,2.76,3.22,2.42,2.9,3.4,2.64,2.8,3.3,2.5,,,,,2.1,1.67,,,,2.76,3.22,2.42,2.9,3.4,2.64,2.8,3.3,2.5
1,Sun,2008-08-31,Racing Santander,Sevilha FC,1-1,0-0,,1,1,D,0,0,D,7,13,2,4,20,11,4,6,2,0,0,0,,,,2.74,3.21,2.44,3.08,3.5,2.55,2.8,3.3,2.5,,,,,1.9,1.83,,,,2.74,3.21,2.44,3.08,3.5,2.55,2.8,3.3,2.5
1,Sun,2008-08-31,Sporting Gijón,Getafe CF,1-2,1-1,,1,2,A,1,1,D,13,16,2,9,16,15,2,7,4,2,0,0,,,,2.55,3.17,2.61,2.7,3.34,2.99,2.62,3.3,2.62,,,,,2.16,1.63,,,,2.55,3.17,2.61,2.7,3.34,2.99,2.62,3.3,2.62
2,Sat,2008-09-13,Barcelona,Racing Santander,1-1,0-0,,1,1,D,0,0,D,18,2,7,1,9,20,9,1,1,7,0,0,,,,1.29,4.82,9.96,1.33,5.95,13.85,1.29,5.0,12.0,,,,,1.63,2.17,,,,1.29,4.82,9.96,1.33,5.95,13.85,1.29,5.0,12.0
2,Sat,2008-09-13,Valladolid,Atlético de Madrid,2-1,2-0,,2,1,H,2,0,H,9,19,4,8,19,15,9,5,2,2,1,0,,,,3.05,3.23,2.24,3.35,3.45,2.36,3.2,3.4,2.2,,,,,1.99,1.75,,,,3.05,3.23,2.24,3.35,3.45,2.36,3.2,3.4,2.2
2,Sun,2008-09-14,Getafe CF,Bétis,0-0,0-0,,0,0,D,0,0,D,26,16,7,4,17,19,7,6,2,5,0,0,,,,2.03,3.23,3.51,2.16,3.4,3.85,2.1,3.3,3.5,,,,,2.15,1.64,,,,2.03,3.23,3.51,2.16,3.4,3.85,2.1,3.3,3.5
2,Sun,2008-09-14,Mallorca,Osasuna,1-1,1-0,,1,1,D,1,0,H,11,14,3,7,19,14,3,4,3,1,1,0,,,,2.1,3.19,3.38,2.34,3.3,3.6,2.2,3.2,3.4,,,,,2.1,1.67,,,,2.1,3.19,3.38,2.34,3.3,3.6,2.2,3.2,3.4
2,Sun,2008-09-14,Málaga CF,Athletic Bilbao,0-0,0-0,,0,0,D,0,0,D,11,11,2,4,21,20,6,4,2,1,0,0,,,,2.44,3.17,2.77,2.7,3.36,3.2,2.5,3.25,2.8,,,,,2.17,1.63,,,,2.44,3.17,2.77,2.7,3.36,3.2,2.5,3.25,2.8
2,Sun,2008-09-14,Real Madrid,Numancia,4-3,4-2,,4,3,H,4,2,H,19,12,10,4,17,14,6,3,0,1,0,0,,,,1.23,5.34,11.55,1.27,6.43,15.8,1.25,5.5,12.0,,,,,1.57,2.28,,,,1.23,5.34,11.55,1.27,6.43,15.8,1.25,5.5,12.0
2,Sun,2008-09-14,Recreativo,Espanyol,0-1,0-0,,0,1,A,0,0,D,8,4,3,1,20,16,7,4,3,3,0,0,,,,2.29,3.2,2.97,2.5,3.35,3.28,2.3,3.3,3.1,,,,,2.11,1.66,,,,2.29,3.2,2.97,2.5,3.35,3.28,2.3,3.3,3.1
2,Sun,2008-09-14,Sevilha FC,Sporting Gijón,4-3,3-3,,4,3,H,3,3,D,26,13,13,8,14,16,9,3,3,3,0,0,,,,1.32,4.59,8.9,1.35,5.4,11.0,1.33,5.0,9.0,,,,,1.67,2.09,,,,1.32,4.59,8.9,1.35,5.4,11.0,1.33,5.0,9.0
2,Sun,2008-09-14,UD Almería,Valencia,2-2,2-1,,2,2,D,2,1,H,12,11,3,3,17,20,2,3,2,2,0,0,,,,2.69,3.18,2.49,2.9,3.37,2.77,2.75,3.3,2.5,,,,,2.04,1.71,,,,2.69,3.18,2.49,2.9,3.37,2.77,2.75,3.3,2.5
2,Sun,2008-09-14,Villarreal CF,Deportivo La Coruña,1-0,1-0,,1,0,H,1,0,H,19,6,8,2,15,16,10,3,3,2,0,0,,,,1.9,3.27,3.93,2.05,3.43,4.5,2.0,3.25,4.0,,,,,2.02,1.72,,,,1.9,3.27,3.93,2.05,3.43,4.5,2.0,3.25,4.0
3,Sat,2008-09-20,Atlético de Madrid,Recreativo,4-0,1-0,,4,0,H,1,0,H,14,9,7,1,12,18,6,7,0,1,0,0,,,,1.49,3.79,6.89,1.55,4.27,8.0,1.5,3.8,7.25,,,,,1.86,1.88,,,,1.49,3.79,6.89,1.55,4.27,8.0,1.5,3.8,7.25
