Matchday,Day,Date,Home,Away,FullTime,HalfTime
3,Mon,2019-05-13,Guarani SP,Vitória,3-2,1-1
4,Tue,2019-05-14,Oeste SP,Cuiabá,1-1,0-1
4,Tue,2019-05-14,Figueirense SC,Brasil de Pelotas RS,1-0,0-0
4,Fri,2019-05-17,Atlético-GO,Criciúma,3-1,1-0
4,Fri,2019-05-17,Ponte Preta,Operário-PR,1-0,0-0
4,Sat,2019-05-18,Londrina PR,Bragantino,1-0,0-0
4,Sat,2019-05-18,Paraná Clube,Guarani SP,0-0,
4,Sat,2019-05-18,Vitória,São Bento SP,1-3,1-0
4,Sat,2019-05-18,Botafogo-SP,Vila Nova,0-1,0-1
4,Sun,2019-05-19,América-MG,Sport Recife,1-2,0-0
4,Mon,2019-05-20,CRB,Coritiba,1-0,1-0
5,Tue,2019-05-21,Criciúma,Guarani SP,1-0,1-0
5,Tue,2019-05-21,Bragantino,Figueirense SC,2-0,0-0
5,Fri,2019-05-24,CRB,Vila Nova,1-1,1-0
5,Fri,2019-05-24,Sport Recife,Londrina PR,3-2,1-0
5,Sat,2019-05-25,Coritiba,Cuiabá,2-1,1-0
5,Sat,2019-05-25,Ponte Preta,Paraná Clube,4-2,1-2
5,Sat,2019-05-25,São Bento SP,Oeste SP,1-0,0-0
5,Sat,2019-05-25,Operário-PR,Botafogo-SP,0-2,0-1
5,Sat,2019-05-25,Brasil de Pelotas RS,América-MG,2-1,1-1
5,Sun,2019-05-26,Atlético-GO,Vitória,1-1,0-1
6,Tue,2019-05-28,Operário-PR,Sport Recife,2-1,0-1
6,Tue,2019-05-28,Guarani SP,Brasil de Pelotas RS,1-2,1-0
6,Fri,2019-05-31,Figueirense SC,Atlético-GO,1-0,0-0
6,Fri,2019-05-31,São Bento SP,CRB,1-2,0-2
6,Fri,2019-05-31,Vitória,Bragantino,0-2,0-2
6,Sat,2019-06-01,Paraná Clube,Oeste SP,0-0,
6,Sat,2019-06-01,Botafogo-SP,Criciúma,1-0,1-0
6,Sat,2019-06-01,Vila Nova,Londrina PR,0-1,0-0
6,Sat,2019-06-01,Cuiabá,Ponte Preta,1-3,1-1
6,Mon,2019-06-03,América-MG,Coritiba,1-1,1-0
7,Tue,2019-06-04,Bragantino,São Bento SP,2-0,0-0
7,Thu,2019-06-06,Atlético-GO,Guarani SP,1-0,0-0
7,Fri,2019-06-07,Londrina PR,Cuiabá,1-0,1-0
7,Fri,2019-06-07,Ponte Preta,Botafogo-SP,0-0,
7,Sat,2019-06-08,Oeste SP,Figueirense SC,0-0,
7,Sat,2019-06-08,Criciúma,Vila Nova,1-1,0-0
7,Sat,2019-06-08,Brasil de Pelotas RS,Operário-PR,1-0,0-0
7,Sat,2019-06-08,Coritiba,Paraná Clube,2-3,1-1
7,Sat,2019-06-08,Sport Recife,Vitória,3-1,2-1
7,Sat,2019-06-08,CRB,América-MG,1-3,0-0
8,Mon,2019-06-10,Londrina PR,Ponte Preta,1-3,1-2
8,Tue,2019-06-11,Vila Nova,São Bento SP,1-0,0-0
8,Tue,2019-06-11,Figueirense SC,Botafogo-SP,2-1,1-0
8,Tue,2019-06-11,Brasil de Pelotas RS,Criciúma,0-1,0-1
8,Tue,2019-06-11,Bragantino,América-MG,2-0,1-0
8,Tue,2019-06-11,Oeste SP,Vitória,3-0,1-0
8,Tue,2019-06-11,Cuiabá,Atlético-GO,0-1,0-0
8,Tue,2019-06-11,Guarani SP,Coritiba,0-1,0-0
8,Tue,2019-06-11,Paraná Clube,Operário-PR,1-0,0-0
8,Tue,2019-06-11,Sport Recife,CRB,1-0,1-0
9,Mon,2019-07-08,São Bento SP,Sport Recife,2-2,1-1
9,Tue,2019-07-09,Vitória,Cuiabá,0-1,0-1
9,Tue,2019-07-09,Criciúma,Coritiba,2-1,0-0
9,Fri,2019-07-12,CRB,Guarani SP,2-1,2-1
9,Fri,2019-07-12,Ponte Preta,Oeste SP,3-2,3-1
9,Sat,2019-07-13,América-MG,Figueirense SC,0-4,0-1
9,Sat,2019-07-13,Atlético-GO,Vila Nova,2-0,1-0
9,Sat,2019-07-13,Botafogo-SP,Brasil de Pelotas RS,2-3,1-3
9,Sat,2019-07-13,Paraná Clube,Bragantino,2-1,0-1
9,Sat,2019-07-13,Operário-PR,Londrina PR,2-0,2-0
10,Mon,2019-07-15,Cuiabá,Sport Recife,1-1,0-0
10,Tue,2019-07-16,Coritiba,São Bento SP,2-1,0-1
10,Tue,2019-07-16,Ponte Preta,Atlético-GO,0-0,
10,Thu,2019-07-18,Brasil de Pelotas RS,Paraná Clube,0-1,0-1
10,Fri,2019-07-19,Figueirense SC,Londrina PR,1-1,0-1
10,Fri,2019-07-19,Vitória,Criciúma,2-0,0-0
10,Sat,2019-07-20,Oeste SP,Bragantino,0-0,
10,Sat,2019-07-20,Vila Nova,América-MG,1-1,0-0
10,Sat,2019-07-20,Botafogo-SP,Guarani SP,0-0,
10,Sat,2019-07-20,Operário-PR,CRB,2-1,0-1
11,Tue,2019-07-23,Guarani SP,Cuiabá,0-1,0-0
11,Tue,2019-07-23,São Bento SP,Operário-PR,1-1,1-1
11,Tue,2019-07-23,Coritiba,Vila Nova,2-0,1-0
11,Tue,2019-07-23,Figueirense SC,Paraná Clube,0-1,0-0
11,Tue,2019-07-23,Bragantino,Ponte Preta,2-1,0-1
11,Tue,2019-07-23,Atlético-GO,Botafogo-SP,1-2,1-0
11,Tue,2019-07-23,Sport Recife,Brasil de Pelotas RS,0-0,
11,Tue,2019-07-23,Londrina PR,Vitória,3-1,1-1
11,Tue,2019-07-23,América-MG,Oeste SP,0-0,
11,Tue,2019-07-23,CRB,Criciúma,2-0,0-0
12,Fri,2019-07-26,Operário-PR,Coritiba,1-1,1-0
12,Fri,2019-07-26,América-MG,Atlético-GO,0-1,0-0
12,Fri,2019-07-26,Guarani SP,São Bento SP,2-1,1-0
12,Fri,2019-07-26,Botafogo-SP,CRB,0-2,0-0
12,Fri,2019-07-26,Paraná Clube,Sport Recife,0-1,0-1
12,Sat,2019-07-27,Criciúma,Figueirense SC,1-1,0-0
12,Sat,2019-07-27,Oeste SP,Londrina PR,1-0,0-0
12,Sat,2019-07-27,Vitória,Ponte Preta,2-1,2-1
12,Sat,2019-07-27,Vila Nova,Bragantino,0-1,0-1
12,Sat,2019-07-27,Cuiabá,Brasil de Pelotas RS,1-1,0-0
13,Mon,2019-07-29,Coritiba,Botafogo-SP,3-2,2-2
13,Mon,2019-07-29,Sport Recife,Guarani SP,1-1,1-1
13,Tue,2019-07-30,Londrina PR,Paraná Clube,3-0,1-0
13,Tue,2019-07-30,Figueirense SC,Vitória,1-1,1-1
13,Tue,2019-07-30,Brasil de Pelotas RS,Vila Nova,0-2,0-1
13,Tue,2019-07-30,Ponte Preta,América-MG,0-1,0-0
13,Tue,2019-07-30,São Bento SP,Criciúma,1-0,1-0
13,Tue,2019-07-30,Atlético-GO,Operário-PR,4-2,0-2
13,Tue,2019-07-30,CRB,Oeste SP,2-2,1-1
13,Tue,2019-07-30,Bragantino,Cuiabá,2-2,2-1
14,Thu,2019-08-01,Sport Recife,Coritiba,1-1,0-1
14,Fri,2019-08-02,Londrina PR,Atlético-GO,1-1,1-1
14,Fri,2019-08-02,Botafogo-SP,Oeste SP,3-2,1-2
14,Fri,2019-08-02,Guarani SP,Bragantino,1-0,0-0
14,Sat,2019-08-03,Brasil de Pelotas RS,Vitória,1-0,1-0
14,Sat,2019-08-03,São Bento SP,Ponte Preta,0-0,
14,Sat,2019-08-03,Criciúma,Operário-PR,1-2,1-0
14,Sat,2019-08-03,Paraná Clube,América-MG,0-0,
14,Sat,2019-08-03,CRB,Cuiabá,0-1,0-0
14,Sat,2019-08-03,Vila Nova,Figueirense SC,0-0,
15,Tue,2019-08-06,Atlético-GO,CRB,0-1,0-0
15,Tue,2019-08-06,América-MG,Londrina PR,4-3,1-2
15,Thu,2019-08-08,Oeste SP,Brasil de Pelotas RS,1-1,1-0
15,Fri,2019-08-09,Operário-PR,Vila Nova,1-0,0-0
15,Fri,2019-08-09,Bragantino,Botafogo-SP,0-0,
15,Sat,2019-08-10,Coritiba,Figueirense SC,2-0,0-0
15,Sat,2019-08-10,Vitória,Paraná Clube,2-0,2-0
15,Sat,2019-08-10,Cuiabá,São Bento SP,3-2,1-0
15,Sun,2019-08-11,Ponte Preta,Guarani SP,1-0,1-0
15,Sun,2019-08-11,Criciúma,Sport Recife,1-0,0-0
16,Mon,2019-08-12,Bragantino,Operário-PR,4-0,2-0
16,Tue,2019-08-13,Atlético-GO,Oeste SP,2-0,2-0
16,Tue,2019-08-13,Coritiba,Brasil de Pelotas RS,2-0,0-0
16,Thu,2019-08-15,Figueirense SC,Ponte Preta,0-1,0-1
16,Fri,2019-08-16,Londrina PR,Criciúma,1-1,1-1
16,Fri,2019-08-16,Guarani SP,Vila Nova,0-2,0-1
16,Sat,2019-08-17,São Bento SP,Paraná Clube,2-1,0-1
16,Sat,2019-08-17,Sport Recife,Botafogo-SP,3-0,1-0
16,Sat,2019-08-17,América-MG,Cuiabá,2-1,2-0
16,Sun,2019-08-18,CRB,Vitória,0-1,0-1
17,Mon,2019-08-19,Oeste SP,Coritiba,0-2,0-0
17,Mon,2019-08-19,Criciúma,Bragantino,0-2,0-1
17,Tue,2019-08-20,Botafogo-SP,Londrina PR,2-1,1-1
17,Tue,2019-08-20,Operário-PR,Guarani SP,1-0,1-0
17,Tue,2019-08-20,Brasil de Pelotas RS,São Bento SP,2-1,1-0
17,Tue,2019-08-20,Paraná Clube,Atlético-GO,0-0,
17,Tue,2019-08-20,Vila Nova,Sport Recife,0-2,0-0
17,Tue,2019-08-20,Cuiabá,Figueirense SC,3-0,
17,Wed,2019-08-21,Vitória,América-MG,0-0,
17,Wed,2019-08-21,Ponte Preta,CRB,0-1,0-1
18,Thu,2019-08-22,Bragantino,Coritiba,1-1,1-0
18,Fri,2019-08-23,Atlético-GO,Brasil de Pelotas RS,0-0,
18,Fri,2019-08-23,Cuiabá,Botafogo-SP,2-0,1-0
18,Sat,2019-08-24,Paraná Clube,Criciúma,0-0,
18,Sat,2019-08-24,Oeste SP,Vila Nova,1-1,0-1
18,Sat,2019-08-24,Londrina PR,São Bento SP,2-4,1-3
18,Sat,2019-08-24,Vitória,Operário-PR,0-0,
18,Sat,2019-08-24,Ponte Preta,Sport Recife,2-2,0-0
18,Sat,2019-08-24,Figueirense SC,CRB,2-2,1-1
18,Sun,2019-08-25,América-MG,Guarani SP,3-2,1-1
19,Tue,2019-08-27,CRB,Bragantino,0-3,0-1
19,Tue,2019-08-27,Botafogo-SP,Paraná Clube,0-1,0-0
19,Tue,2019-08-27,Vila Nova,Cuiabá,0-0,
19,Tue,2019-08-27,Coritiba,Vitória,1-1,1-0
19,Tue,2019-08-27,Brasil de Pelotas RS,Ponte Preta,1-0,0-0
19,Tue,2019-08-27,Operário-PR,Figueirense SC,1-0,1-0
19,Tue,2019-08-27,Criciúma,Oeste SP,3-1,1-1
19,Tue,2019-08-27,Sport Recife,Atlético-GO,1-1,0-1
19,Wed,2019-08-28,Guarani SP,Londrina PR,1-0,1-0
19,Wed,2019-08-28,São Bento SP,América-MG,0-2,0-2
20,Fri,2019-08-30,Paraná Clube,Vila Nova,1-1,1-1
20,Fri,2019-08-30,Vitória,Botafogo-SP,0-0,
20,Fri,2019-08-30,Cuiabá,Criciúma,0-0,
20,Sat,2019-08-31,Oeste SP,Sport Recife,0-0,
20,Sat,2019-08-31,Ponte Preta,Coritiba,1-0,1-0
20,Sat,2019-08-31,Atlético-GO,São Bento SP,1-0,1-0
20,Sat,2019-08-31,Londrina PR,CRB,0-1,0-0
20,Sat,2019-08-31,Figueirense SC,Guarani SP,0-1,0-1
20,Sat,2019-08-31,Bragantino,Brasil de Pelotas RS,2-1,1-1
20,Sat,2019-08-31,América-MG,Operário-PR,0-0,
21,Tue,2019-09-03,Vila Nova,Vitória,0-2,0-2
21,Tue,2019-09-03,Brasil de Pelotas RS,Londrina PR,1-0,1-0
21,Tue,2019-09-03,Criciúma,Ponte Preta,0-0,
21,Thu,2019-09-05,CRB,Paraná Clube,1-2,1-0
21,Fri,2019-09-06,São Bento SP,Figueirense SC,0-0,
21,Sat,2019-09-07,Botafogo-SP,América-MG,0-0,
21,Sat,2019-09-07,Guarani SP,Oeste SP,2-3,1-2
21,Sat,2019-09-07,Operário-PR,Cuiabá,2-1,1-0
21,Sat,2019-09-07,Sport Recife,Bragantino,2-1,1-1
21,Sun,2019-09-08,Coritiba,Atlético-GO,1-2,0-1
22,Tue,2019-09-10,CRB,Brasil de Pelotas RS,3-1,2-0
22,Tue,2019-09-10,América-MG,Criciúma,2-1,2-0
22,Thu,2019-09-12,Ponte Preta,Vila Nova,0-1,0-0
22,Fri,2019-09-13,Botafogo-SP,São Bento SP,1-0,1-0
22,Fri,2019-09-13,Oeste SP,Operário-PR,3-0,1-0
22,Fri,2019-09-13,Atlético-GO,Bragantino,1-1,1-0
22,Sat,2019-09-14,Londrina PR,Coritiba,2-1,0-1
22,Sat,2019-09-14,Vitória,Guarani SP,0-1,0-1
22,Sat,2019-09-14,Paraná Clube,Cuiabá,0-0,
22,Sun,2019-09-15,Figueirense SC,Sport Recife,1-2,0-1
23,Mon,2019-09-16,Operário-PR,Ponte Preta,2-1,0-0
23,Tue,2019-09-17,Vila Nova,Botafogo-SP,0-2,0-2
23,Tue,2019-09-17,São Bento SP,Vitória,2-0,1-0
23,Thu,2019-09-19,Brasil de Pelotas RS,Figueirense SC,2-2,2-1
23,Fri,2019-09-20,Criciúma,Atlético-GO,0-1,0-1
23,Fri,2019-09-20,Sport Recife,América-MG,0-2,0-0
23,Sat,2019-09-21,Guarani SP,Paraná Clube,1-0,0-0
23,Sat,2019-09-21,Bragantino,Londrina PR,4-1,2-0
23,Sat,2019-09-21,Coritiba,CRB,0-2,0-2
23,Sat,2019-09-21,Cuiabá,Oeste SP,2-0,2-0
24,Tue,2019-09-24,Guarani SP,Criciúma,1-0,0-0
24,Tue,2019-09-24,Botafogo-SP,Operário-PR,1-1,1-0
24,Tue,2019-09-24,Londrina PR,Sport Recife,1-2,1-1
24,Tue,2019-09-24,Oeste SP,São Bento SP,2-1,2-1
24,Tue,2019-09-24,Vila Nova,CRB,2-2,0-1
24,Tue,2019-09-24,América-MG,Brasil de Pelotas RS,2-0,2-0
24,Tue,2019-09-24,Figueirense SC,Bragantino,0-3,0-2
24,Tue,2019-09-24,Vitória,Atlético-GO,0-0,
24,Wed,2019-09-25,Paraná Clube,Ponte Preta,1-1,0-0
24,Tue,2019-10-29,Cuiabá,Coritiba,3-3,1-2
25,Fri,2019-09-27,Londrina PR,Vila Nova,0-1,0-0
25,Fri,2019-09-27,Brasil de Pelotas RS,Guarani SP,0-0,
25,Fri,2019-09-27,Atlético-GO,Figueirense SC,2-0,2-0
25,Sat,2019-09-28,Criciúma,Botafogo-SP,2-0,1-0
25,Sat,2019-09-28,Ponte Preta,Cuiabá,3-0,3-0
25,Sat,2019-09-28,Coritiba,América-MG,2-1,1-0
25,Sat,2019-09-28,Oeste SP,Paraná Clube,1-1,1-1
25,Sat,2019-09-28,Sport Recife,Operário-PR,3-1,1-0
25,Sat,2019-09-28,CRB,São Bento SP,1-1,0-0
25,Sun,2019-09-29,Bragantino,Vitória,2-0,0-0
26,Mon,2019-09-30,Guarani SP,Atlético-GO,2-0,2-0
26,Tue,2019-10-01,Vila Nova,Criciúma,1-1,0-0
26,Thu,2019-10-03,América-MG,CRB,1-0,1-0
26,Thu,2019-10-03,Vitória,Sport Recife,2-2,1-0
26,Fri,2019-10-04,Figueirense SC,Oeste SP,1-2,1-2
26,Fri,2019-10-04,São Bento SP,Bragantino,0-3,0-1
26,Sat,2019-10-05,Botafogo-SP,Ponte Preta,4-1,3-0
26,Sat,2019-10-05,Paraná Clube,Coritiba,2-0,2-0
26,Sat,2019-10-05,Operário-PR,Brasil de Pelotas RS,1-2,1-0
26,Sat,2019-10-05,Cuiabá,Londrina PR,0-1,0-1
27,Mon,2019-10-07,São Bento SP,Vila Nova,3-1,3-0
27,Mon,2019-10-07,CRB,Sport Recife,1-1,0-1
27,Tue,2019-10-08,Botafogo-SP,Figueirense SC,0-0,
27,Tue,2019-10-08,Coritiba,Guarani SP,1-0,1-0
27,Tue,2019-10-08,Operário-PR,Paraná Clube,0-1,0-1
27,Tue,2019-10-08,Atlético-GO,Cuiabá,1-1,1-0
27,Tue,2019-10-08,Criciúma,Brasil de Pelotas RS,2-2,1-2
27,Tue,2019-10-08,Vitória,Oeste SP,3-1,1-0
27,Tue,2019-10-08,Ponte Preta,Londrina PR,3-1,2-1
27,Tue,2019-10-08,América-MG,Bragantino,2-0,0-0
28,Fri,2019-10-11,Vila Nova,Atlético-GO,1-1,0-1
28,Fri,2019-10-11,Brasil de Pelotas RS,Botafogo-SP,1-0,1-0
28,Fri,2019-10-11,Sport Recife,São Bento SP,2-0,0-0
28,Fri,2019-10-11,Guarani SP,CRB,1-0,0-0
28,Fri,2019-10-11,Oeste SP,Ponte Preta,1-1,0-0
28,Fri,2019-10-11,Cuiabá,Vitória,1-3,1-0
28,Sat,2019-10-12,Bragantino,Paraná Clube,2-0,1-0
28,Sat,2019-10-12,Coritiba,Criciúma,1-0,0-0
28,Sat,2019-10-12,Londrina PR,Operário-PR,1-2,0-0
28,Sat,2019-10-12,Figueirense SC,América-MG,2-1,0-1
29,Mon,2019-10-14,Guarani SP,Botafogo-SP,0-2,0-0
29,Mon,2019-10-14,Atlético-GO,Ponte Preta,0-0,
29,Mon,2019-10-14,Sport Recife,Cuiabá,2-0,1-0
29,Tue,2019-10-15,Paraná Clube,Brasil de Pelotas RS,1-0,1-0
29,Tue,2019-10-15,Londrina PR,Figueirense SC,0-0,
29,Tue,2019-10-15,Criciúma,Vitória,1-1,1-0
29,Tue,2019-10-15,América-MG,Vila Nova,2-0,0-0
29,Tue,2019-10-15,CRB,Operário-PR,0-0,
29,Tue,2019-10-15,Bragantino,Oeste SP,2-2,0-0
29,Tue,2019-10-15,São Bento SP,Coritiba,1-2,0-2
30,Thu,2019-10-17,Botafogo-SP,Atlético-GO,0-0,
30,Thu,2019-10-17,Cuiabá,Guarani SP,2-1,2-0
30,Fri,2019-10-18,Criciúma,CRB,0-1,0-0
30,Fri,2019-10-18,Vitória,Londrina PR,0-1,0-0
30,Sat,2019-10-19,Ponte Preta,Bragantino,1-1,0-0
30,Sat,2019-10-19,Oeste SP,América-MG,0-1,0-0
30,Sat,2019-10-19,Vila Nova,Coritiba,2-2,2-0
30,Sat,2019-10-19,Paraná Clube,Figueirense SC,0-1,0-1
30,Sat,2019-10-19,Operário-PR,São Bento SP,2-1,1-1
30,Sun,2019-10-20,Brasil de Pelotas RS,Sport Recife,0-0,
31,Wed,2019-10-23,Sport Recife,Paraná Clube,2-1,0-0
31,Thu,2019-10-24,CRB,Botafogo-SP,1-0,0-0
31,Thu,2019-10-24,Coritiba,Operário-PR,0-0,
31,Fri,2019-10-25,Atlético-GO,América-MG,2-2,2-0
31,Fri,2019-10-25,Londrina PR,Oeste SP,0-2,0-0
31,Fri,2019-10-25,Bragantino,Vila Nova,3-1,2-1
31,Sat,2019-10-26,São Bento SP,Guarani SP,1-1,0-0
31,Sat,2019-10-26,Figueirense SC,Criciúma,2-2,1-0
31,Sat,2019-10-26,Brasil de Pelotas RS,Cuiabá,0-0,
31,Sun,2019-10-27,Ponte Preta,Vitória,1-2,0-1
32,Mon,2019-10-28,Paraná Clube,Londrina PR,1-0,0-0
32,Tue,2019-10-29,Vila Nova,Brasil de Pelotas RS,0-2,0-0
32,Thu,2019-10-31,Guarani SP,Sport Recife,1-0,0-0
32,Fri,2019-11-01,Botafogo-SP,Coritiba,0-1,0-1
32,Fri,2019-11-01,Operário-PR,Atlético-GO,1-1,0-0
32,Fri,2019-11-01,Cuiabá,Bragantino,2-0,1-0
32,Sat,2019-11-02,Oeste SP,CRB,3-3,0-1
32,Sat,2019-11-02,Vitória,Figueirense SC,2-2,1-1
32,Sat,2019-11-02,Criciúma,São Bento SP,1-1,1-1
32,Sat,2019-11-02,América-MG,Ponte Preta,0-0,
33,Mon,2019-11-04,Coritiba,Sport Recife,0-0,
33,Tue,2019-11-05,Oeste SP,Botafogo-SP,0-2,0-0
33,Tue,2019-11-05,Atlético-GO,Londrina PR,2-1,0-0
33,Tue,2019-11-05,Operário-PR,Criciúma,1-0,0-0
33,Tue,2019-11-05,Figueirense SC,Vila Nova,0-0,
33,Tue,2019-11-05,América-MG,Paraná Clube,0-2,0-0
33,Tue,2019-11-05,Vitória,Brasil de Pelotas RS,3-0,1-0
33,Tue,2019-11-05,Ponte Preta,São Bento SP,1-1,0-0
33,Tue,2019-11-05,Bragantino,Guarani SP,3-1,0-0
33,Tue,2019-11-05,Cuiabá,CRB,5-1,3-1
34,Fri,2019-11-08,Botafogo-SP,Bragantino,2-3,0-1
34,Fri,2019-11-08,Paraná Clube,Vitória,0-0,
34,Fri,2019-11-08,Vila Nova,Operário-PR,0-0,
34,Fri,2019-11-08,Londrina PR,América-MG,0-1,0-1
34,Fri,2019-11-08,São Bento SP,Cuiabá,1-2,1-1
34,Fri,2019-11-08,Figueirense SC,Coritiba,1-1,0-0
34,Sat,2019-11-09,Guarani SP,Ponte Preta,0-0,
34,Sat,2019-11-09,Sport Recife,Criciúma,1-0,0-0
34,Sat,2019-11-09,Brasil de Pelotas RS,Oeste SP,2-2,0-1
34,Sat,2019-11-09,CRB,Atlético-GO,2-1,1-0
35,Mon,2019-11-11,Cuiabá,América-MG,0-2,0-1
35,Tue,2019-11-12,Oeste SP,Atlético-GO,0-4,0-3
35,Tue,2019-11-12,Brasil de Pelotas RS,Coritiba,0-2,0-1
35,Tue,2019-11-12,Vitória,CRB,2-2,0-1
35,Tue,2019-11-12,Ponte Preta,Figueirense SC,1-3,1-1
35,Tue,2019-11-12,Criciúma,Londrina PR,2-0,1-0
35,Tue,2019-11-12,Paraná Clube,São Bento SP,2-1,2-1
35,Tue,2019-11-12,Operário-PR,Bragantino,0-2,0-1
35,Wed,2019-11-13,Vila Nova,Guarani SP,1-1,0-1
35,Wed,2019-11-13,Botafogo-SP,Sport Recife,0-2,0-1
36,Fri,2019-11-15,América-MG,Vitória,2-1,1-0
36,Fri,2019-11-15,Bragantino,Criciúma,1-1,1-1
36,Fri,2019-11-15,Atlético-GO,Paraná Clube,1-0,0-0
36,Sat,2019-11-16,Guarani SP,Operário-PR,1-0,1-0
36,Sat,2019-11-16,Coritiba,Oeste SP,1-0,1-0
36,Sat,2019-11-16,CRB,Ponte Preta,2-0,2-0
36,Sat,2019-11-16,Londrina PR,Botafogo-SP,1-1,0-1
36,Sun,2019-11-17,São Bento SP,Brasil de Pelotas RS,3-1,0-0
36,Sun,2019-11-17,Sport Recife,Vila Nova,0-0,
36,Sun,2019-11-17,Figueirense SC,Cuiabá,0-0,
37,Tue,2019-11-19,Criciúma,Paraná Clube,1-1,0-1
37,Tue,2019-11-19,Operário-PR,Vitória,1-2,1-1
37,Wed,2019-11-20,Vila Nova,Oeste SP,1-1,0-1
37,Wed,2019-11-20,Sport Recife,Ponte Preta,2-1,0-1
37,Thu,2019-11-21,São Bento SP,Londrina PR,4-1,2-1
37,Thu,2019-11-21,Brasil de Pelotas RS,Atlético-GO,2-2,1-0
37,Fri,2019-11-22,CRB,Figueirense SC,0-0,
37,Fri,2019-11-22,Guarani SP,América-MG,0-1,0-0
37,Sat,2019-11-23,Botafogo-SP,Cuiabá,0-0,
37,Sun,2019-11-24,Coritiba,Bragantino,1-0,0-0
38,Tue,2019-11-26,Ponte Preta,Brasil de Pelotas RS,4-0,3-0
38,Fri,2019-11-29,Paraná Clube,Botafogo-SP,3-3,2-2
38,Fri,2019-11-29,Oeste SP,Criciúma,1-2,1-0
38,Sat,2019-11-30,Bragantino,CRB,2-0,0-0
38,Sat,2019-11-30,Atlético-GO,Sport Recife,0-0,
38,Sat,2019-11-30,Londrina PR,Guarani SP,2-0,1-0
38,Sat,2019-11-30,Figueirense SC,Operário-PR,1-1,0-0
38,Sat,2019-11-30,América-MG,São Bento SP,1-2,0-2
38,Sat,2019-11-30,Vitória,Coritiba,1-2,1-0
38,Sat,2019-11-30,Cuiabá,Vila Nova,1-2,0-1
