Matchday,Date,Home,Away,FullTime,HalfTime
5,2024-09-28,Borussia Mönchengladbach,1. FC Union Berlin,1-0,0-0
5,2024-09-28,FC Bayern München,Bayer 04 Leverkusen,1-1,1-1
5,2024-09-29,Holstein Kiel,Eintracht Frankfurt,2-4,1-1
5,2024-09-29,TSG 1899 Hoffenheim,SV Werder Bremen,3-4,3-3
6,2024-10-04,FC Augsburg,Borussia Mönchengladbach,2-1,1-0
6,2024-10-05,Bayer 04 Leverkusen,Holstein Kiel,2-2,2-1
6,2024-10-05,SV Werder Bremen,SC Freiburg,0-1,0-0
6,2024-10-05,1. FC Union Berlin,Borussia Dortmund,2-1,2-0
6,2024-10-05,VfL Bochum 1848,VfL Wolfsburg,1-3,0-2
6,2024-10-05,FC St. Pauli 1910,1. FSV Mainz 05,0-3,0-2
6,2024-10-06,1. FC Heidenheim 1846,RB Leipzig,0-1,0-0
6,2024-10-06,Eintracht Frankfurt,FC Bayern München,3-3,2-2
6,2024-10-06,VfB Stuttgart,TSG 1899 Hoffenheim,1-1,0-1
7,2024-10-18,Borussia Dortmund,FC St. Pauli 1910,2-1,1-0
7,2024-10-19,Bayer 04 Leverkusen,Eintracht Frankfurt,2-1,1-1
7,2024-10-19,TSG 1899 Hoffenheim,VfL Bochum 1848,3-1,1-0
7,2024-10-19,SC Freiburg,FC Augsburg,3-1,3-0
7,2024-10-19,1. FSV Mainz 05,RB Leipzig,0-2,0-2
7,2024-10-19,Borussia Mönchengladbach,1. FC Heidenheim 1846,3-2,1-1
7,2024-10-19,FC Bayern München,VfB Stuttgart,4-0,0-0
7,2024-10-20,Holstein Kiel,1. FC Union Berlin,0-2,0-1
7,2024-10-20,VfL Wolfsburg,SV Werder Bremen,2-4,1-1
8,2024-10-25,1. FSV Mainz 05,Borussia Mönchengladbach,1-1,0-0
8,2024-10-26,VfB Stuttgart,Holstein Kiel,2-1,1-0
8,2024-10-26,RB Leipzig,SC Freiburg,3-1,0-1
8,2024-10-26,FC Augsburg,Borussia Dortmund,2-1,1-1
8,2024-10-26,FC St. Pauli 1910,VfL Wolfsburg,0-0,
8,2024-10-26,SV Werder Bremen,Bayer 04 Leverkusen,2-2,0-1
8,2024-10-27,VfL Bochum 1848,FC Bayern München,0-5,0-2
8,2024-10-27,1. FC Union Berlin,Eintracht Frankfurt,1-1,0-1
8,2024-10-27,1. FC Heidenheim 1846,TSG 1899 Hoffenheim,0-0,
9,2024-11-01,Bayer 04 Leverkusen,VfB Stuttgart,0-0,
9,2024-11-02,FC Bayern München,1. FC Union Berlin,3-0,2-0
9,2024-11-02,Eintracht Frankfurt,VfL Bochum 1848,7-2,4-1
9,2024-11-02,TSG 1899 Hoffenheim,FC St. Pauli 1910,0-2,0-1
9,2024-11-02,VfL Wolfsburg,FC Augsburg,1-1,0-1
9,2024-11-02,Holstein Kiel,1. FC Heidenheim 1846,1-0,1-0
9,2024-11-02,Borussia Dortmund,RB Leipzig,2-1,1-1
9,2024-11-03,SC Freiburg,1. FSV Mainz 05,0-0,
9,2024-11-03,Borussia Mönchengladbach,SV Werder Bremen,4-1,3-0
10,2024-11-08,1. FC Union Berlin,SC Freiburg,0-0,
10,2024-11-09,SV Werder Bremen,Holstein Kiel,2-1,1-0
10,2024-11-09,1. FSV Mainz 05,Borussia Dortmund,3-1,2-1
10,2024-11-09,VfL Bochum 1848,Bayer 04 Leverkusen,1-1,0-1
10,2024-11-09,FC St. Pauli 1910,FC Bayern München,0-1,0-1
10,2024-11-09,RB Leipzig,Borussia Mönchengladbach,0-0,
10,2024-11-10,FC Augsburg,TSG 1899 Hoffenheim,0-0,
10,2024-11-10,VfB Stuttgart,Eintracht Frankfurt,2-3,0-1
10,2024-11-10,1. FC Heidenheim 1846,VfL Wolfsburg,1-3,0-2
11,2024-11-22,FC Bayern München,FC Augsburg,3-0,0-0
11,2024-11-23,Bayer 04 Leverkusen,1. FC Heidenheim 1846,5-2,2-2
11,2024-11-23,VfB Stuttgart,VfL Bochum 1848,2-0,0-0
11,2024-11-23,Borussia Dortmund,SC Freiburg,4-0,2-0
11,2024-11-23,TSG 1899 Hoffenheim,RB Leipzig,4-3,1-2
11,2024-11-23,VfL Wolfsburg,1. FC Union Berlin,1-0,0-0
11,2024-11-23,Eintracht Frankfurt,SV Werder Bremen,1-0,1-0
11,2024-11-24,Holstein Kiel,1. FSV Mainz 05,0-3,0-2
11,2024-11-24,Borussia Mönchengladbach,FC St. Pauli 1910,2-0,2-0
12,2024-11-29,FC St. Pauli 1910,Holstein Kiel,3-1,1-0
12,2024-11-30,RB Leipzig,VfL Wolfsburg,1-5,0-3
12,2024-11-30,SV Werder Bremen,VfB Stuttgart,2-2,1-1
12,2024-11-30,SC Freiburg,Borussia Mönchengladbach,3-1,1-0
12,2024-11-30,FC Augsburg,VfL Bochum 1848,1-0,1-0
12,2024-11-30,1. FC Union Berlin,Bayer 04 Leverkusen,1-2,1-1
12,2024-11-30,Borussia Dortmund,FC Bayern München,1-1,1-0
12,2024-12-01,1. FSV Mainz 05,TSG 1899 Hoffenheim,2-0,2-0
12,2024-12-01,1. FC Heidenheim 1846,Eintracht Frankfurt,0-4,0-1
13,2024-12-06,VfB Stuttgart,1. FC Union Berlin,3-2,0-1
13,2024-12-07,Bayer 04 Leverkusen,FC St. Pauli 1910,2-1,2-0
13,2024-12-07,FC Bayern München,1. FC Heidenheim 1846,4-2,1-0
13,2024-12-07,Eintracht Frankfurt,FC Augsburg,2-2,0-0
13,2024-12-07,VfL Bochum 1848,SV Werder Bremen,0-1,0-0
13,2024-12-07,Holstein Kiel,RB Leipzig,0-2,0-1
13,2024-12-07,Borussia Mönchengladbach,Borussia Dortmund,1-1,0-0
13,2024-12-08,VfL Wolfsburg,1. FSV Mainz 05,4-3,1-2
13,2024-12-08,TSG 1899 Hoffenheim,SC Freiburg,1-1,0-0
14,2024-12-13,SC Freiburg,VfL Wolfsburg,3-2,1-0
14,2024-12-14,1. FSV Mainz 05,FC Bayern München,2-1,1-0
14,2024-12-14,Borussia Mönchengladbach,Holstein Kiel,4-1,3-1
14,2024-12-14,1. FC Union Berlin,VfL Bochum 1848          0-2    [awarded],,
14,2024-12-14,FC Augsburg,Bayer 04 Leverkusen,0-2,0-2
14,2024-12-14,FC St. Pauli 1910,SV Werder Bremen,0-2,0-1
14,2024-12-15,1. FC Heidenheim 1846,VfB Stuttgart,1-3,1-2
14,2024-12-15,Borussia Dortmund,TSG 1899 Hoffenheim,1-1,0-0
14,2024-12-15,RB Leipzig,Eintracht Frankfurt,2-1,1-1
15,2024-12-20,FC Bayern München,RB Leipzig,5-1,3-1
15,2024-12-21,VfB Stuttgart,FC St. Pauli 1910,0-1,0-1
15,2024-12-21,Eintracht Frankfurt,1. FSV Mainz 05,1-3,0-2
15,2024-12-21,TSG 1899 Hoffenheim,Borussia Mönchengladbach,1-2,0-1
15,2024-12-21,SV Werder Bremen,1. FC Union Berlin,4-1,3-1
15,2024-12-21,Holstein Kiel,FC Augsburg,5-1,4-1
15,2024-12-21,Bayer 04 Leverkusen,SC Freiburg,5-1,1-0
15,2024-12-22,VfL Bochum 1848,1. FC Heidenheim 1846,2-0,2-0
15,2024-12-22,VfL Wolfsburg,Borussia Dortmund,1-3,0-3
16,2025-01-10,Borussia Dortmund,Bayer 04 Leverkusen,2-3,1-3
16,2025-01-11,TSG 1899 Hoffenheim,VfL Wolfsburg,0-1,0-1
16,2025-01-11,1. FC Heidenheim 1846,1. FC Union Berlin,2-0,1-0
16,2025-01-11,SC Freiburg,Holstein Kiel,3-2,2-0
16,2025-01-11,1. FSV Mainz 05,VfL Bochum 1848,2-0,1-0
16,2025-01-11,FC St. Pauli 1910,Eintracht Frankfurt,0-1,0-1
16,2025-01-11,Borussia Mönchengladbach,FC Bayern München,0-1,0-0
16,2025-01-12,RB Leipzig,SV Werder Bremen,4-2,2-1
16,2025-01-12,FC Augsburg,VfB Stuttgart,0-1,0-0
17,2025-01-14,Holstein Kiel,Borussia Dortmund,4-2,3-0
17,2025-01-14,Bayer 04 Leverkusen,1. FSV Mainz 05,1-0,0-0
17,2025-01-14,Eintracht Frankfurt,SC Freiburg,4-1,1-1
17,2025-01-14,VfL Wolfsburg,Borussia Mönchengladbach,5-1,1-0
17,2025-01-15,VfL Bochum 1848,FC St. Pauli 1910,1-0,0-0
17,2025-01-15,VfB Stuttgart,RB Leipzig,2-1,0-1
17,2025-01-15,FC Bayern München,TSG 1899 Hoffenheim,5-0,3-0
17,2025-01-15,SV Werder Bremen,1. FC Heidenheim 1846,3-3,1-1
17,2025-01-15,1. FC Union Berlin,FC Augsburg,0-2,0-2
18,2025-01-17,Eintracht Frankfurt,Borussia Dortmund,2-0,1-0
18,2025-01-18,VfB Stuttgart,SC Freiburg,4-0,3-0
18,2025-01-18,FC Bayern München,VfL Wolfsburg,3-2,2-1
18,2025-01-18,1. FC Heidenheim 1846,FC St. Pauli 1910,0-2,0-1
18,2025-01-18,VfL Bochum 1848,RB Leipzig,3-3,0-3
18,2025-01-18,Holstein Kiel,TSG 1899 Hoffenheim,1-3,0-2
18,2025-01-18,Bayer 04 Leverkusen,Borussia Mönchengladbach,3-1,1-0
18,2025-01-19,1. FC Union Berlin,1. FSV Mainz 05,2-1,2-1
18,2025-01-19,SV Werder Bremen,FC Augsburg,0-2,0-2
19,2025-01-24,VfL Wolfsburg,Holstein Kiel,2-2,0-1
19,2025-01-25,RB Leipzig,Bayer 04 Leverkusen,2-2,1-2
19,2025-01-25,1. FSV Mainz 05,VfB Stuttgart,2-0,1-0
19,2025-01-25,SC Freiburg,FC Bayern München,1-2,0-1
19,2025-01-25,FC Augsburg,1. FC Heidenheim 1846,2-1,1-0
19,2025-01-25,Borussia Dortmund,SV Werder Bremen,2-2,1-0
19,2025-01-25,Borussia Mönchengladbach,VfL Bochum 1848,3-0,1-0
19,2025-01-26,TSG 1899 Hoffenheim,Eintracht Frankfurt,2-2,0-1
19,2025-01-26,FC St. Pauli 1910,1. FC Union Berlin,3-0,1-0
20,2025-01-31,SV Werder Bremen,1. FSV Mainz 05,1-0,1-0
20,2025-02-01,1. FC Heidenheim 1846,Borussia Dortmund,1-2,0-1
20,2025-02-01,VfL Bochum 1848,SC Freiburg,0-1,0-1
20,2025-02-01,FC St. Pauli 1910,FC Augsburg,1-1,1-0
20,2025-02-01,VfB Stuttgart,Borussia Mönchengladbach,1-2,0-1
20,2025-02-01,FC Bayern München,Holstein Kiel,4-3,2-0
20,2025-02-01,1. FC Union Berlin,RB Leipzig,0-0,
20,2025-02-02,Eintracht Frankfurt,VfL Wolfsburg,1-1,0-0
20,2025-02-02,Bayer 04 Leverkusen,TSG 1899 Hoffenheim,3-1,2-0
21,2025-02-07,FC Bayern München,SV Werder Bremen,3-0,0-0
21,2025-02-08,VfL Wolfsburg,Bayer 04 Leverkusen,0-0,
21,2025-02-08,Borussia Dortmund,VfB Stuttgart,1-2,0-0
21,2025-02-08,SC Freiburg,1. FC Heidenheim 1846,1-0,1-0
21,2025-02-08,1. FSV Mainz 05,FC Augsburg,0-0,
21,2025-02-08,TSG 1899 Hoffenheim,1. FC Union Berlin,0-4,0-1
21,2025-02-08,Borussia Mönchengladbach,Eintracht Frankfurt,1-1,1-1
21,2025-02-09,Holstein Kiel,VfL Bochum 1848,2-2,1-2
21,2025-02-09,RB Leipzig,FC St. Pauli 1910,2-0,2-0
22,2025-02-14,FC Augsburg,RB Leipzig,0-0,
22,2025-02-15,VfL Bochum 1848,Borussia Dortmund,2-0,2-0
22,2025-02-15,FC St. Pauli 1910,SC Freiburg,0-1,0-0
22,2025-02-15,VfB Stuttgart,VfL Wolfsburg,1-2,0-0
22,2025-02-15,1. FC Union Berlin,Borussia Mönchengladbach,1-2,0-2
22,2025-02-15,Bayer 04 Leverkusen,FC Bayern München,0-0,
22,2025-02-16,SV Werder Bremen,TSG 1899 Hoffenheim,1-3,1-2
22,2025-02-16,Eintracht Frankfurt,Holstein Kiel,3-1,2-0
22,2025-02-16,1. FC Heidenheim 1846,1. FSV Mainz 05,0-2,0-1
23,2025-02-21,SC Freiburg,SV Werder Bremen,5-0,2-0
23,2025-02-22,Holstein Kiel,Bayer 04 Leverkusen,0-2,0-2
23,2025-02-22,Borussia Mönchengladbach,FC Augsburg,0-3,0-0
23,2025-02-22,VfL Wolfsburg,VfL Bochum 1848,1-1,0-0
23,2025-02-22,1. FSV Mainz 05,FC St. Pauli 1910,2-0,0-0
23,2025-02-22,Borussia Dortmund,1. FC Union Berlin,6-0,2-0
23,2025-02-23,RB Leipzig,1. FC Heidenheim 1846,2-2,1-2
23,2025-02-23,FC Bayern München,Eintracht Frankfurt,4-0,1-0
23,2025-02-23,TSG 1899 Hoffenheim,VfB Stuttgart,1-1,0-1
24,2025-02-28,VfB Stuttgart,FC Bayern München,1-3,1-1
24,2025-03-01,FC St. Pauli 1910,Borussia Dortmund,0-2,0-0
24,2025-03-01,VfL Bochum 1848,TSG 1899 Hoffenheim,0-1,0-0
24,2025-03-01,SV Werder Bremen,VfL Wolfsburg,1-2,0-1
24,2025-03-01,RB Leipzig,1. FSV Mainz 05,1-2,1-0
24,2025-03-01,1. FC Heidenheim 1846,Borussia Mönchengladbach,0-3,0-2
24,2025-03-01,Eintracht Frankfurt,Bayer 04 Leverkusen,1-4,1-3
24,2025-03-02,1. FC Union Berlin,Holstein Kiel,0-1,0-1
24,2025-03-02,FC Augsburg,SC Freiburg,0-0,
25,2025-03-07,Borussia Mönchengladbach,1. FSV Mainz 05,1-3,0-1
25,2025-03-08,Holstein Kiel,VfB Stuttgart,2-2,1-1
25,2025-03-08,Bayer 04 Leverkusen,SV Werder Bremen,0-2,0-1
25,2025-03-08,Borussia Dortmund,FC Augsburg,0-1,0-1
25,2025-03-08,FC Bayern München,VfL Bochum 1848,2-3,2-1
25,2025-03-08,VfL Wolfsburg,FC St. Pauli 1910,1-1,0-1
25,2025-03-08,SC Freiburg,RB Leipzig,0-0,
25,2025-03-09,Eintracht Frankfurt,1. FC Union Berlin,1-2,1-0
25,2025-03-09,TSG 1899 Hoffenheim,1. FC Heidenheim 1846,1-1,1-0
26,2025-03-14,FC St. Pauli 1910,TSG 1899 Hoffenheim,1-0,0-0
26,2025-03-15,1. FC Union Berlin,FC Bayern München,1-1,0-0
26,2025-03-15,1. FSV Mainz 05,SC Freiburg,2-2,1-0
26,2025-03-15,FC Augsburg,VfL Wolfsburg,1-0,0-0
26,2025-03-15,SV Werder Bremen,Borussia Mönchengladbach,2-4,2-2
26,2025-03-15,RB Leipzig,Borussia Dortmund,2-0,1-0
26,2025-03-16,VfL Bochum 1848,Eintracht Frankfurt,1-3,0-2
26,2025-03-16,1. FC Heidenheim 1846,Holstein Kiel,3-1,1-0
26,2025-03-16,VfB Stuttgart,Bayer 04 Leverkusen,3-4,1-0
27,2025-03-28,Bayer 04 Leverkusen,VfL Bochum 1848,3-1,1-1
27,2025-03-29,Borussia Mönchengladbach,RB Leipzig,1-0,0-0
27,2025-03-29,VfL Wolfsburg,1. FC Heidenheim 1846,0-1,0-1
27,2025-03-29,Holstein Kiel,SV Werder Bremen,0-3,0-1
27,2025-03-29,TSG 1899 Hoffenheim,FC Augsburg,1-1,0-0
27,2025-03-29,FC Bayern München,FC St. Pauli 1910,3-2,1-1
27,2025-03-29,Eintracht Frankfurt,VfB Stuttgart,1-0,0-0
27,2025-03-30,SC Freiburg,1. FC Union Berlin,1-2,1-1
27,2025-03-30,Borussia Dortmund,1. FSV Mainz 05,3-1,2-0
28,2025-04-04,FC Augsburg,FC Bayern München,1-3,1-1
28,2025-04-05,1. FC Heidenheim 1846,Bayer 04 Leverkusen,0-1,0-0
28,2025-04-05,VfL Bochum 1848,VfB Stuttgart,0-4,0-2
28,2025-04-05,SC Freiburg,Borussia Dortmund,1-4,0-1
28,2025-04-05,RB Leipzig,TSG 1899 Hoffenheim,3-1,2-1
28,2025-04-05,1. FSV Mainz 05,Holstein Kiel,1-1,0-1
28,2025-04-05,SV Werder Bremen,Eintracht Frankfurt,2-0,1-0
28,2025-04-06,FC St. Pauli 1910,Borussia Mönchengladbach,1-1,0-1
28,2025-04-06,1. FC Union Berlin,VfL Wolfsburg,1-0,0-0
29,2025-04-11,VfL Wolfsburg,RB Leipzig,2-3,0-2
29,2025-04-12,Borussia Mönchengladbach,SC Freiburg,1-2,1-1
29,2025-04-12,VfL Bochum 1848,FC Augsburg,1-2,0-1
29,2025-04-12,TSG 1899 Hoffenheim,1. FSV Mainz 05,2-0,2-0
29,2025-04-12,Bayer 04 Leverkusen,1. FC Union Berlin,0-0,
29,2025-04-12,Holstein Kiel,FC St. Pauli 1910,1-2,1-1
29,2025-04-12,FC Bayern München,Borussia Dortmund,2-2,0-0
29,2025-04-13,VfB Stuttgart,SV Werder Bremen,1-2,1-1
29,2025-04-13,Eintracht Frankfurt,1. FC Heidenheim 1846,3-0,2-0
30,2025-04-19,1. FC Heidenheim 1846,FC Bayern München,0-4,0-3
30,2025-04-19,SC Freiburg,TSG 1899 Hoffenheim,3-2,2-2
30,2025-04-19,1. FSV Mainz 05,VfL Wolfsburg,2-2,2-1
30,2025-04-19,SV Werder Bremen,VfL Bochum 1848,1-0,0-0
30,2025-04-19,RB Leipzig,Holstein Kiel,1-1,0-1
30,2025-04-19,1. FC Union Berlin,VfB Stuttgart,4-4,4-4
30,2025-04-20,FC Augsburg,Eintracht Frankfurt,0-0,
30,2025-04-20,Borussia Dortmund,Borussia Mönchengladbach,3-2,3-1
30,2025-04-20,FC St. Pauli 1910,Bayer 04 Leverkusen,1-1,0-1
31,2025-04-25,VfB Stuttgart,1. FC Heidenheim 1846,0-1,0-0
31,2025-04-26,TSG 1899 Hoffenheim,Borussia Dortmund,2-3,0-1
31,2025-04-26,VfL Wolfsburg,SC Freiburg,0-1,0-0
31,2025-04-26,FC Bayern München,1. FSV Mainz 05,3-0,2-0
31,2025-04-26,Holstein Kiel,Borussia Mönchengladbach,4-3,2-0
31,2025-04-26,Bayer 04 Leverkusen,FC Augsburg,2-0,2-0
31,2025-04-26,Eintracht Frankfurt,RB Leipzig,4-0,1-0
31,2025-04-27,VfL Bochum 1848,1. FC Union Berlin,1-1,0-1
31,2025-04-27,SV Werder Bremen,FC St. Pauli 1910,0-0,
32,2025-05-02,1. FC Heidenheim 1846,VfL Bochum 1848,0-0,
32,2025-05-03,FC St. Pauli 1910,VfB Stuttgart,0-1,0-0
32,2025-05-03,RB Leipzig,FC Bayern München,3-3,2-0
32,2025-05-03,Borussia Mönchengladbach,TSG 1899 Hoffenheim,4-4,2-1
32,2025-05-03,1. FC Union Berlin,SV Werder Bremen,2-2,1-2
32,2025-05-03,Borussia Dortmund,VfL Wolfsburg,4-0,1-0
32,2025-05-04,FC Augsburg,Holstein Kiel,1-3,0-2
32,2025-05-04,SC Freiburg,Bayer 04 Leverkusen,2-2,1-0
32,2025-05-04,1. FSV Mainz 05,Eintracht Frankfurt,1-1,0-1
33,2025-05-09,VfL Wolfsburg,TSG 1899 Hoffenheim,2-2,1-1
33,2025-05-10,SV Werder Bremen,RB Leipzig,0-0,
33,2025-05-10,1. FC Union Berlin,1. FC Heidenheim 1846,0-3,0-1
33,2025-05-10,Holstein Kiel,SC Freiburg,1-2,1-1
33,2025-05-10,VfL Bochum 1848,1. FSV Mainz 05,1-4,0-1
33,2025-05-10,FC Bayern München,Borussia Mönchengladbach,2-0,1-0
33,2025-05-11,Bayer 04 Leverkusen,Borussia Dortmund,2-4,1-2
33,2025-05-11,Eintracht Frankfurt,FC St. Pauli 1910,2-2,1-2
33,2025-05-11,VfB Stuttgart,FC Augsburg,4-0,1-0
34,2025-05-17,1. FSV Mainz 05,Bayer 04 Leverkusen,2-2,1-0
34,2025-05-17,RB Leipzig,VfB Stuttgart,2-3,2-1
34,2025-05-17,TSG 1899 Hoffenheim,FC Bayern München,0-4,0-1
34,2025-05-17,SC Freiburg,Eintracht Frankfurt,1-3,1-1
34,2025-05-17,1. FC Heidenheim 1846,SV Werder Bremen,1-4,0-2
34,2025-05-17,Borussia Mönchengladbach,VfL Wolfsburg,0-1,0-0
34,2025-05-17,FC Augsburg,1. FC Union Berlin,1-2,1-0
34,2025-05-17,FC St. Pauli 1910,VfL Bochum 1848,0-2,0-1
34,2025-05-17,Borussia Dortmund,Holstein Kiel,3-0,1-0
