Matchday,Day,Date,Home,Away,FullTime,HalfTime,Penalties,FullTimeHomeGoals,FullTimeAwayGoals,FullTimeResult,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeResult,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellowCards,AwayYellowCards,HomeRedCards,AwayRedCards,PinnacleHomeOpen,PinnacleDrawOpen,PinnacleAwayOpen,AvgHomeOpen,AvgDrawOpen,AvgAwayOpen,MaxHomeOpen,MaxDrawOpen,MaxAwayOpen,Bet365HomeOpen,Bet365DrawOpen,Bet365AwayOpen,Bet365Over25Open,Bet365Under25Open,PinnacleOver25Open,PinnacleUnder25Open,AvgOver25Open,AvgUnder25Open,PinnacleHomeClose,PinnacleDrawClose,PinnacleAwayClose,AvgHomeClose,AvgDrawClose,AvgAwayClose,MaxHomeClose,MaxDrawClose,MaxAwayClose,Bet365HomeClose,Bet365DrawClose,Bet365AwayClose
10,Sun,2023-06-11,América-MG,Athletico-PR,2-2,0-1,,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65,3.28,2.9,2.53,3.18,2.85,2.66,3.37,3.08,,,
32,Sat,2023-11-04,América-MG,Atlético-MG,1-1,0-0,,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.61,3.73,1.83,4.36,3.64,1.8,5.2,3.8,1.86,,,
37,Sun,2023-12-03,América-MG,Bahia,3-2,2-1,,3.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.77,3.76,2.01,3.74,3.67,1.94,4.2,3.89,2.07,,,
27,Thu,2023-10-19,América-MG,Botafogo-RJ,1-2,1-1,,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,3.26,2.67,2.84,3.22,2.54,3.03,3.38,2.7,,,
24,Wed,2023-09-20,América-MG,Bragantino,0-2,0-1,,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97,3.52,2.46,2.92,3.39,2.39,3.14,3.7,2.52,,,
9,Sat,2023-06-03,América-MG,Corinthians,2-0,0-0,,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93,3.14,2.72,2.8,3.08,2.65,3.0,3.34,2.97,,,
33,Wed,2023-11-08,América-MG,Coritiba,0-3,0-2,,0.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,4.03,4.77,1.72,3.91,4.53,1.79,4.1,4.9,,,
6,Sun,2023-05-14,América-MG,Cruzeiro,0-4,0-1,,0.0,4.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56,3.47,2.87,2.49,3.34,2.78,2.6,3.5,3.02,,,
4,Sun,2023-05-07,América-MG,Cuiabá,1-2,1-0,,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73,3.83,5.23,1.73,3.67,4.78,1.77,3.84,5.42,,,
35,Sun,2023-11-26,América-MG,Flamengo,0-3,0-1,,0.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.52,5.02,1.4,7.61,4.83,1.4,8.52,5.2,1.44,,,
1,Sat,2023-04-15,América-MG,Fluminense,0-3,0-0,,0.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55,3.34,2.98,2.49,3.23,2.87,2.69,3.39,2.98,,,
7,Sat,2023-05-20,América-MG,Fortaleza,2-1,2-1,,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05,3.39,2.47,2.87,3.32,2.44,3.17,3.5,2.88,,,
19,Sun,2023-08-13,América-MG,Goiás,0-1,0-1,,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.46,4.17,1.97,3.38,3.92,2.03,3.59,4.3,,,
30,Sat,2023-10-28,América-MG,Grêmio,3-4,2-2,,3.0,4.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32,3.56,3.16,2.26,3.46,3.06,2.46,3.6,3.3,,,
12,Sun,2023-06-25,América-MG,Internacional,1-2,1-0,,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01,3.46,4.14,1.98,3.34,3.9,2.24,3.53,4.2,,,
17,Sun,2023-07-30,América-MG,Palmeiras,1-4,1-2,,1.0,4.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68,3.45,2.14,3.5,3.34,2.11,3.7,3.57,2.29,,,
22,Sun,2023-09-03,América-MG,Santos,2-0,1-0,,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21,3.2,3.8,2.16,3.16,3.56,2.26,3.4,3.9,,,
21,Sun,2023-08-27,América-MG,São Paulo,2-1,0-0,,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68,3.28,2.86,2.62,3.23,2.73,2.75,3.35,2.92,,,
24,Tue,2023-09-26,América-MG,Vasco da Gama,0-1,0-0,,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.84,3.36,2.64,2.78,3.25,2.55,3.05,3.45,2.72,,,
29,Wed,2023-10-25,Athletico-PR,América-MG,3-2,3-1,,3.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58,4.31,6.03,1.55,4.19,5.81,1.61,4.4,6.75,,,
