Matchday,Day,Date,Home,Away,FullTime,HalfTime,Penalties,FullTimeHomeGoals,FullTimeAwayGoals,FullTimeResult,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeResult,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellowCards,AwayYellowCards,HomeRedCards,AwayRedCards,PinnacleHomeOpen,PinnacleDrawOpen,PinnacleAwayOpen,AvgHomeOpen,AvgDrawOpen,AvgAwayOpen,MaxHomeOpen,MaxDrawOpen,MaxAwayOpen,Bet365HomeOpen,Bet365DrawOpen,Bet365AwayOpen,Bet365Over25Open,Bet365Under25Open,PinnacleOver25Open,PinnacleUnder25Open,AvgOver25Open,AvgUnder25Open,PinnacleHomeClose,PinnacleDrawClose,PinnacleAwayClose,AvgHomeClose,AvgDrawClose,AvgAwayClose,MaxHomeClose,MaxDrawClose,MaxAwayClose,Bet365HomeClose,Bet365DrawClose,Bet365AwayClose
1,Sat,2013-05-25,Vasco da Gama,Portuguesa de Desportos SP,1-0,,,1.0,0.0,H,,,,,,,,,,,,,,,,2.06,3.47,3.96,1.86,3.44,4.06,2.06,3.8,5.09,,,,,,,,,,,,,,,,,,,,,
1,Sat,2013-05-25,Vitória,Internacional,2-2,,,2.0,2.0,D,,,,,,,,,,,,,,,,2.72,3.37,2.77,2.72,3.17,2.52,3.05,3.37,2.77,,,,,,,,,,,,,,,,,,,,,
1,Sun,2013-05-26,Corinthians,Botafogo-RJ,1-1,,,1.0,1.0,D,,,,,,,,,,,,,,,,1.88,3.6,4.66,1.82,3.43,4.21,1.91,3.75,5.2,,,,,,,,,,,,,,,,,,,,,
1,Sun,2013-05-26,Coritiba,Atlético-MG,2-1,,,2.0,1.0,H,,,,,,,,,,,,,,,,2.06,3.62,3.8,1.95,3.4,3.67,2.2,3.95,4.09,,,,,,,,,,,,,,,,,,,,,
1,Sun,2013-05-26,Criciúma,Bahia,3-1,,,3.0,1.0,H,,,,,,,,,,,,,,,,1.8,3.59,5.23,1.72,3.5,4.7,1.85,3.75,5.25,,,,,,,,,,,,,,,,,,,,,
1,Sun,2013-05-26,Cruzeiro,Goiás,5-0,,,5.0,0.0,H,,,,,,,,,,,,,,,,1.58,4.33,6.26,1.6,3.74,5.38,1.7,4.33,6.42,,,,,,,,,,,,,,,,,,,,,
1,Sun,2013-05-26,Fluminense,Athletico-PR,2-1,,,2.0,1.0,H,,,,,,,,,,,,,,,,2.36,3.22,3.45,2.21,3.17,3.18,2.36,3.4,3.46,,,,,,,,,,,,,,,,,,,,,
1,Sun,2013-05-26,Grêmio,Náutico,2-0,,,2.0,0.0,H,,,,,,,,,,,,,,,,1.4,4.73,9.96,1.38,4.36,8.19,1.4,5.09,10.5,,,,,,,,,,,,,,,,,,,,,
1,Sun,2013-05-26,Ponte Preta,São Paulo,0-2,,,0.0,2.0,A,,,,,,,,,,,,,,,,3.21,3.27,2.45,2.98,3.18,2.32,3.3,3.4,2.46,,,,,,,,,,,,,,,,,,,,,
1,Sun,2013-05-26,Santos,Flamengo,0-0,,,0.0,0.0,D,,,,,,,,,,,,,,,,2.78,3.37,2.74,2.54,3.21,2.67,2.78,3.37,3.0,,,,,,,,,,,,,,,,,,,,,
2,Wed,2013-05-29,Athletico-PR,Cruzeiro,2-2,,,2.0,2.0,D,,,,,,,,,,,,,,,,2.94,3.47,2.52,2.79,3.2,2.44,3.05,3.47,2.54,,,,,,,,,,,,,,,,,,,,,
2,Wed,2013-05-29,Botafogo-RJ,Santos,2-1,,,2.0,1.0,H,,,,,,,,,,,,,,,,1.72,3.8,5.55,1.66,3.66,4.97,1.74,3.85,5.7,,,,,,,,,,,,,,,,,,,,,
2,Wed,2013-05-29,São Paulo,Vasco da Gama,5-1,,,5.0,1.0,H,,,,,,,,,,,,,,,,1.68,3.93,5.72,1.61,3.68,5.46,1.68,4.0,6.5,,,,,,,,,,,,,,,,,,,,,
2,Thu,2013-05-30,Bahia,Coritiba,0-0,,,0.0,0.0,D,,,,,,,,,,,,,,,,2.86,3.39,2.62,2.69,3.22,2.5,2.89,3.42,2.65,,,,,,,,,,,,,,,,,,,,,
2,Thu,2013-05-30,Flamengo,Ponte Preta,0-2,,,0.0,2.0,A,,,,,,,,,,,,,,,,1.71,3.75,5.72,1.68,3.53,5.03,1.75,3.85,6.0,,,,,,,,,,,,,,,,,,,,,
2,Thu,2013-05-30,Goiás,Corinthians,1-1,,,1.0,1.0,D,,,,,,,,,,,,,,,,3.14,3.35,2.45,3.09,3.19,2.26,3.45,3.4,2.47,,,,,,,,,,,,,,,,,,,,,
2,Thu,2013-05-30,Internacional,Criciúma,2-0,,,2.0,0.0,H,,,,,,,,,,,,,,,,1.55,4.3,6.72,1.47,4.12,6.45,1.55,4.65,8.3,,,,,,,,,,,,,,,,,,,,,
2,Thu,2013-05-30,Náutico,Vitória,0-3,,,0.0,3.0,A,,,,,,,,,,,,,,,,2.45,3.39,3.1,2.2,3.24,3.15,2.45,3.4,3.5,,,,,,,,,,,,,,,,,,,,,
2,Sat,2013-06-01,Athletico-PR,Flamengo,2-2,,,2.0,2.0,D,,,,,,,,,,,,,,,,2.59,3.31,2.97,2.36,3.2,2.91,2.59,3.45,3.1,,,,,,,,,,,,,,,,,,,,,
2,Sat,2013-06-01,Botafogo-RJ,Cruzeiro,2-1,,,2.0,1.0,H,,,,,,,,,,,,,,,,2.33,3.44,3.28,2.16,3.29,3.19,2.33,3.5,3.5,,,,,,,,,,,,,,,,,,,,,
3,Sat,2013-06-01,Goiás,Coritiba,1-1,,,1.0,1.0,D,,,,,,,,,,,,,,,,2.24,3.55,3.37,2.26,3.26,3.02,2.4,3.55,3.37,,,,,,,,,,,,,,,,,,,,,
3,Sat,2013-06-01,Santos,Grêmio,1-1,,,1.0,1.0,D,,,,,,,,,,,,,,,,2.86,3.26,2.7,2.7,3.17,2.53,2.86,3.3,2.75,,,,,,,,,,,,,,,,,,,,,
3,Sat,2013-06-01,Vitória,Vasco da Gama,2-0,,,2.0,0.0,H,,,,,,,,,,,,,,,,1.81,3.7,4.9,1.8,3.43,4.33,1.9,3.7,5.09,,,,,,,,,,,,,,,,,,,,,
3,Sun,2013-06-02,Atlético-MG,São Paulo,0-0,,,0.0,0.0,D,,,,,,,,,,,,,,,,2.0,3.58,4.05,2.03,3.29,3.52,2.15,3.6,4.05,,,,,,,,,,,,,,,,,,,,,
3,Sun,2013-06-02,Corinthians,Ponte Preta,1-0,,,1.0,0.0,H,,,,,,,,,,,,,,,,1.59,4.11,6.54,1.54,3.8,6.02,1.6,4.11,7.0,,,,,,,,,,,,,,,,,,,,,
3,Sun,2013-06-02,Fluminense,Criciúma,3-0,,,3.0,0.0,H,,,,,,,,,,,,,,,,1.68,4.0,5.53,1.58,3.77,5.51,1.68,4.3,6.6,,,,,,,,,,,,,,,,,,,,,
3,Sun,2013-06-02,Internacional,Bahia,1-2,,,1.0,2.0,A,,,,,,,,,,,,,,,,1.47,4.34,8.94,1.41,4.19,7.65,1.47,4.8,9.0,,,,,,,,,,,,,,,,,,,,,
3,Sun,2013-06-02,Náutico,Portuguesa de Desportos SP,2-2,,,2.0,2.0,D,,,,,,,,,,,,,,,,2.27,3.36,3.45,2.21,3.18,3.19,2.4,3.36,3.46,,,,,,,,,,,,,,,,,,,,,
3,Wed,2013-06-05,Criciúma,Santos,3-1,,,3.0,1.0,H,,,,,,,,,,,,,,,,2.44,3.38,3.13,2.29,3.23,3.02,2.44,3.5,3.2,,,,,,,,,,,,,,,,,,,,,
3,Wed,2013-06-05,Portuguesa de Desportos SP,Internacional,1-1,,,1.0,1.0,D,,,,,,,,,,,,,,,,3.04,3.24,2.59,2.79,3.08,2.52,3.13,3.25,2.75,,,,,,,,,,,,,,,,,,,,,
4,Wed,2013-06-05,São Paulo,Goiás,0-1,,,0.0,1.0,A,,,,,,,,,,,,,,,,1.43,4.76,8.51,1.38,4.51,7.76,1.43,5.0,9.1,,,,,,,,,,,,,,,,,,,,,
4,Thu,2013-06-06,Bahia,Botafogo-RJ,2-1,,,2.0,1.0,H,,,,,,,,,,,,,,,,4.05,3.39,2.06,3.49,3.26,2.07,4.05,3.4,2.15,,,,,,,,,,,,,,,,,,,,,
4,Thu,2013-06-06,Cruzeiro,Corinthians,1-0,,,1.0,0.0,H,,,,,,,,,,,,,,,,2.31,3.35,3.38,2.17,3.21,3.27,2.31,3.4,3.63,,,,,,,,,,,,,,,,,,,,,
4,Thu,2013-06-06,Flamengo,Náutico,0-1,,,0.0,1.0,A,,,,,,,,,,,,,,,,1.48,4.38,8.25,1.45,4.07,6.99,1.52,4.38,8.25,,,,,,,,,,,,,,,,,,,,,
4,Thu,2013-06-06,Grêmio,Vitória,1-0,,,1.0,0.0,H,,,,,,,,,,,,,,,,1.42,4.59,9.74,1.41,4.24,7.53,1.5,4.7,9.74,,,,,,,,,,,,,,,,,,,,,
4,Thu,2013-06-06,Ponte Preta,Athletico-PR,3-4,,,3.0,4.0,A,,,,,,,,,,,,,,,,2.59,3.16,3.1,2.29,3.16,3.07,2.59,3.45,3.4,,,,,,,,,,,,,,,,,,,,,
4,Thu,2013-06-06,Vasco da Gama,Atlético-MG,2-0,,,2.0,0.0,H,,,,,,,,,,,,,,,,3.77,3.43,2.12,3.34,3.26,2.12,3.85,3.43,2.29,,,,,,,,,,,,,,,,,,,,,
4,Fri,2013-06-07,Coritiba,Fluminense,2-1,,,2.0,1.0,H,,,,,,,,,,,,,,,,2.33,3.33,3.39,2.17,3.27,3.21,2.33,3.6,3.6,,,,,,,,,,,,,,,,,,,,,
4,Sat,2013-06-08,Corinthians,Portuguesa de Desportos SP,0-0,,,0.0,0.0,D,,,,,,,,,,,,,,,,1.64,3.85,6.44,1.59,3.69,5.64,1.67,4.0,6.44,,,,,,,,,,,,,,,,,,,,,
4,Sat,2013-06-08,Criciúma,Flamengo,0-3,,,0.0,3.0,A,,,,,,,,,,,,,,,,2.61,3.35,2.91,2.43,3.22,2.8,2.61,3.35,3.0,,,,,,,,,,,,,,,,,,,,,
5,Sat,2013-06-08,Cruzeiro,Internacional,2-2,,,2.0,2.0,D,,,,,,,,,,,,,,,,2.04,3.35,4.23,1.99,3.28,3.68,2.08,3.55,4.45,,,,,,,,,,,,,,,,,,,,,
5,Sat,2013-06-08,Vasco da Gama,Bahia,1-1,,,1.0,1.0,D,,,,,,,,,,,,,,,,1.93,3.6,4.36,1.83,3.39,4.27,1.93,3.65,5.0,,,,,,,,,,,,,,,,,,,,,
5,Sun,2013-06-09,Atlético-MG,Grêmio,2-0,,,2.0,0.0,H,,,,,,,,,,,,,,,,2.08,3.45,3.92,2.03,3.29,3.53,2.16,3.45,3.92,,,,,,,,,,,,,,,,,,,,,
5,Sun,2013-06-09,Coritiba,Náutico,1-0,,,1.0,0.0,H,,,,,,,,,,,,,,,,1.43,4.65,9.1,1.4,4.28,7.8,1.45,4.7,10.0,,,,,,,,,,,,,,,,,,,,,
