Matchday,Day,Date,Home,Away,FullTime,HalfTime,Penalties,FullTimeHomeGoals,FullTimeAwayGoals,FullTimeResult,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeResult,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellowCards,AwayYellowCards,HomeRedCards,AwayRedCards,PinnacleHomeOpen,PinnacleDrawOpen,PinnacleAwayOpen,AvgHomeOpen,AvgDrawOpen,AvgAwayOpen,MaxHomeOpen,MaxDrawOpen,MaxAwayOpen,Bet365HomeOpen,Bet365DrawOpen,Bet365AwayOpen,Bet365Over25Open,Bet365Under25Open,PinnacleOver25Open,PinnacleUnder25Open,AvgOver25Open,AvgUnder25Open,PinnacleHomeClose,PinnacleDrawClose,PinnacleAwayClose,AvgHomeClose,AvgDrawClose,AvgAwayClose,MaxHomeClose,MaxDrawClose,MaxAwayClose,Bet365HomeClose,Bet365DrawClose,Bet365AwayClose
27,Wed,2017-10-11,Athletico-PR,Atlético-GO,2-2,,,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,4.17,6.29,1.57,3.88,5.71,1.63,4.17,6.5,,,
26,Sun,2017-10-01,Athletico-PR,Atlético-MG,0-2,,,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,3.4,3.47,2.19,3.24,3.33,2.3,3.44,3.51,,,
18,Thu,2017-08-03,Athletico-PR,Avaí,5-0,,,5.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71,3.56,6.24,1.69,3.39,5.42,1.78,3.72,6.24,,,
20,Sun,2017-08-13,Athletico-PR,Bahia,4-1,,,4.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,3.37,4.16,1.96,3.21,4.01,2.11,3.46,4.6,,,
15,Fri,2017-07-21,Athletico-PR,Botafogo-RJ,0-0,,,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29,3.2,3.62,2.21,3.08,3.42,2.31,3.22,3.7,,,
31,Sun,2017-10-29,Athletico-PR,Chapecoense,0-0,,,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82,3.71,4.86,1.78,3.47,4.6,1.84,3.71,5.15,,,
33,Wed,2017-11-08,Athletico-PR,Corinthians,0-1,,,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49,3.16,3.25,2.51,3.0,2.97,2.81,3.18,3.25,,,
23,Sun,2017-09-10,Athletico-PR,Coritiba,1-1,,,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,3.45,5.31,1.76,3.38,4.9,1.86,3.57,5.37,,,
13,Thu,2017-07-13,Athletico-PR,Cruzeiro,0-2,,,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.73,3.33,2.79,2.62,3.1,2.74,2.79,3.35,2.95,,,
3,Sun,2017-05-28,Athletico-PR,Flamengo,1-1,,,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99,3.32,2.53,2.87,3.13,2.48,3.2,3.35,2.66,,,
24,Sun,2017-09-17,Athletico-PR,Fluminense,3-1,,,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74,3.75,5.45,1.77,3.46,4.77,1.91,3.78,5.5,,,
2,Sun,2017-05-21,Athletico-PR,Grêmio,0-2,,,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,3.13,3.07,2.53,3.02,2.89,2.7,3.15,3.07,,,
38,Sun,2017-12-03,Athletico-PR,Palmeiras,3-0,,,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88,3.61,2.49,2.8,3.38,2.41,3.0,3.61,2.5,,,
16,Sun,2017-07-23,Athletico-PR,Ponte Preta,0-2,,,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29,3.26,3.55,2.18,3.09,3.43,2.32,3.28,3.8,,,
6,Sun,2017-06-11,Athletico-PR,Santos,0-2,,,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,3.31,3.97,2.04,3.18,3.77,2.15,3.35,4.2,,,
9,Thu,2017-06-22,Athletico-PR,São Paulo,1-0,,,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,3.11,3.17,2.44,3.02,3.04,2.63,3.24,3.25,,,
30,Sun,2017-10-22,Athletico-PR,Sport Recife,2-1,,,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87,3.67,4.6,1.85,3.44,4.27,1.97,3.74,4.75,,,
36,Sun,2017-11-19,Athletico-PR,Vasco da Gama,3-1,,,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03,3.39,4.21,2.02,3.26,3.79,2.14,3.44,4.21,,,
10,Sun,2017-06-25,Athletico-PR,Vitória,4-1,,,4.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85,3.59,4.85,1.78,3.43,4.65,1.86,3.64,5.35,,,
8,Sat,2017-06-17,Atlético-GO,Athletico-PR,0-1,,,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32,3.32,3.42,2.28,3.15,3.17,2.5,3.32,3.42,,,
14,Sun,2017-07-16,Atlético-GO,Atlético-MG,1-2,,,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.35,3.55,2.25,3.19,3.31,2.2,3.48,3.58,2.31,,,
7,Wed,2017-06-14,Atlético-GO,Avaí,3-1,,,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97,3.38,4.52,1.92,3.26,4.12,1.99,3.42,4.52,,,
23,Tue,2017-09-12,Atlético-GO,Bahia,1-1,,,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,3.17,3.04,2.5,3.07,2.92,2.74,3.2,3.06,,,
16,Sun,2017-07-23,Atlético-GO,Botafogo-RJ,1-1,,,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44,3.15,3.36,2.39,3.02,3.12,2.62,3.18,3.36,,,
36,Sun,2017-11-19,Atlético-GO,Chapecoense,1-1,,,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,3.44,2.99,2.45,3.24,2.85,2.59,3.44,3.0,,,
3,Sun,2017-05-28,Atlético-GO,Corinthians,0-1,,,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.28,3.4,2.01,4.06,3.23,1.94,4.7,3.4,2.05,,,
