Matchday,Day,Date,Home,Away,FullTime,HalfTime,Penalties,FullTimeHomeGoals,FullTimeAwayGoals,FullTimeResult,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeResult,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellowCards,AwayYellowCards,HomeRedCards,AwayRedCards,PinnacleHomeOpen,PinnacleDrawOpen,PinnacleAwayOpen,AvgHomeOpen,AvgDrawOpen,AvgAwayOpen,MaxHomeOpen,MaxDrawOpen,MaxAwayOpen,Bet365HomeOpen,Bet365DrawOpen,Bet365AwayOpen,Bet365Over25Open,Bet365Under25Open,PinnacleOver25Open,PinnacleUnder25Open,AvgOver25Open,AvgUnder25Open,PinnacleHomeClose,PinnacleDrawClose,PinnacleAwayClose,AvgHomeClose,AvgDrawClose,AvgAwayClose,MaxHomeClose,MaxDrawClose,MaxAwayClose,Bet365HomeClose,Bet365DrawClose,Bet365AwayClose
1,Sat,2010-08-28,Roma,Cesena,0-0,0-0,,0,0,D,0,0,D,24,13,5,3,11,17,10,8,3,3,0,0,,,,,,,,,,1.29,4.75,13.0,,,,,,,,,,,,,,,,,,
1,Sat,2010-08-28,Udinese,Genoa CFC,0-1,0-0,,0,1,A,0,0,D,14,9,6,4,12,15,9,3,2,3,0,0,,,,,,,,,,2.4,3.1,3.1,,,,,,,,,,,,,,,,,,
1,Sun,2010-08-29,AC Chievo Verona,Catania,2-1,1-1,,2,1,H,1,1,D,11,11,7,4,18,18,4,4,0,2,0,0,,,,,,,,,,2.2,3.1,3.5,,,,,,,,,,,,,,,,,,
1,Sun,2010-08-29,AC Milan,US Lecce,4-0,3-0,,4,0,H,3,0,H,26,13,13,3,16,13,6,3,0,1,0,0,,,,,,,,,,1.33,4.5,11.0,,,,,,,,,,,,,,,,,,
1,Sun,2010-08-29,Bari,Juventus FC,1-0,1-0,,1,0,H,1,0,H,20,18,5,2,14,12,7,4,1,2,0,0,,,,,,,,,,4.33,3.25,1.91,,,,,,,,,,,,,,,,,,
1,Sun,2010-08-29,Fiorentina,Napoli,1-1,0-1,,1,1,D,0,1,A,19,12,8,2,18,16,7,6,2,4,1,1,,,,,,,,,,2.3,3.1,3.3,,,,,,,,,,,,,,,,,,
1,Sun,2010-08-29,Parma Calcio 1913,Brescia,2-0,2-0,,2,0,H,2,0,H,18,14,9,3,24,14,3,6,0,3,0,0,,,,,,,,,,1.83,3.25,4.75,,,,,,,,,,,,,,,,,,
1,Sun,2010-08-29,Sampdoria,Lazio,2-0,0-0,,2,0,H,0,0,D,11,18,4,1,9,24,3,5,1,4,0,0,,,,,,,,,,2.1,3.1,3.75,,,,,,,,,,,,,,,,,,
1,Sun,2010-08-29,US Palermo,Cagliari,0-0,0-0,,0,0,D,0,0,D,13,14,4,3,12,20,8,1,0,3,0,0,,,,,,,,,,1.73,3.25,5.5,,,,,,,,,,,,,,,,,,
1,Mon,2010-08-30,Bologna FC,Inter de Milão,0-0,0-0,,0,0,D,0,0,D,9,22,3,7,20,16,2,7,3,2,0,0,,,,,,,,,,6.25,3.5,1.62,,,,,,,,,,,,,,,,,,
