Matchday,Day,Date,Home,Away,FullTime,HalfTime,Penalties,FullTimeHomeGoals,FullTimeAwayGoals,FullTimeResult,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeResult,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellowCards,AwayYellowCards,HomeRedCards,AwayRedCards,PinnacleHomeOpen,PinnacleDrawOpen,PinnacleAwayOpen,AvgHomeOpen,AvgDrawOpen,AvgAwayOpen,MaxHomeOpen,MaxDrawOpen,MaxAwayOpen,Bet365HomeOpen,Bet365DrawOpen,Bet365AwayOpen,Bet365Over25Open,Bet365Under25Open,PinnacleOver25Open,PinnacleUnder25Open,AvgOver25Open,AvgUnder25Open,PinnacleHomeClose,PinnacleDrawClose,PinnacleAwayClose,AvgHomeClose,AvgDrawClose,AvgAwayClose,MaxHomeClose,MaxDrawClose,MaxAwayClose,Bet365HomeClose,Bet365DrawClose,Bet365AwayClose
1,Sat,2012-08-18,Arsenal,Sunderland,0-0,0-0,,0,0,D,0,0,D,14,3,4,2,12,8,7,0,0,0,0,0,1.44,4.76,8.78,,,,,,,1.4,4.5,8.5,,,,,,,1.44,4.72,8.71,,,,,,,,,
1,Sat,2012-08-18,Fulham FC,Norwich City,5-0,2-0,,5,0,H,2,0,H,11,4,9,2,12,11,6,3,0,0,0,0,1.82,3.81,4.8,,,,,,,1.8,3.6,4.5,,,,,,,1.84,3.75,4.75,,,,,,,,,
1,Sat,2012-08-18,Newcastle United,Tottenham,2-1,0-0,,2,1,H,0,0,D,6,12,4,6,12,8,3,5,2,2,0,0,2.65,3.47,2.82,,,,,,,2.5,3.4,2.75,,,,,,,2.83,3.35,2.72,,,,,,,,,
1,Sat,2012-08-18,Queens Park Rangers,Swansea City,0-5,0-1,,0,5,A,0,1,A,20,12,11,8,11,14,5,3,2,2,0,0,2.05,3.53,4.01,,,,,,,2.0,3.4,3.8,,,,,,,2.0,3.53,4.15,,,,,,,,,
1,Sat,2012-08-18,Reading,Stoke City,1-1,0-1,,1,1,D,0,1,A,9,6,3,3,9,14,4,3,2,4,0,1,2.4,3.37,3.26,,,,,,,2.38,3.25,3.1,,,,,,,2.47,3.3,3.22,,,,,,,,,
1,Sat,2012-08-18,West Bromwich Albion,Liverpool,3-0,1-0,,3,0,H,1,0,H,15,14,10,7,10,11,7,3,1,4,0,1,4.39,3.59,1.94,,,,,,,4.2,3.5,1.91,,,,,,,4.76,3.74,1.84,,,,,,,,,
1,Sat,2012-08-18,West Ham United,Aston Villa,1-0,1-0,,1,0,H,1,0,H,8,10,4,6,17,8,6,4,0,1,0,0,2.26,3.49,3.43,,,,,,,2.2,3.3,3.4,,,,,,,2.14,3.5,3.71,,,,,,,,,
1,Sun,2012-08-19,Manchester City,Southampton FC,3-2,1-0,,3,2,H,1,0,H,20,9,15,6,4,6,7,3,1,2,0,0,1.2,7.5,19.75,,,,,,,1.17,7.0,17.0,,,,,,,1.13,9.38,26.18,,,,,,,,,
1,Sun,2012-08-19,Wigan,Chelsea,0-2,0-2,,0,2,A,0,2,A,12,5,4,3,16,11,7,1,2,2,0,0,6.05,4.02,1.65,,,,,,,6.0,3.75,1.62,,,,,,,4.92,3.77,1.81,,,,,,,,,
1,Mon,2012-08-20,Everton,Manchester United,1-0,0-0,,1,0,H,0,0,D,16,12,7,7,12,11,6,8,1,2,0,0,4.27,3.77,1.92,,,,,,,4.33,3.6,1.83,,,,,,,3.91,3.59,2.06,,,,,,,,,
2,Sat,2012-08-25,Aston Villa,Everton,1-3,0-3,,1,3,A,0,3,A,7,19,3,11,10,7,1,9,1,0,1,0,3.14,3.36,2.47,,,,,,,2.9,3.4,2.4,,,,,,,3.73,3.42,2.16,,,,,,,,,
2,Sat,2012-08-25,Chelsea,Newcastle United,2-0,2-0,,2,0,H,2,0,H,11,11,6,5,8,10,2,3,1,0,0,0,1.51,4.5,7.27,,,,,,,1.5,4.33,6.5,,,,,,,1.5,4.49,7.5,,,,,,,,,
2,Sat,2012-08-25,Manchester United,Fulham FC,3-2,3-1,,3,2,H,3,1,H,20,14,11,11,12,7,8,8,0,1,0,0,1.32,5.6,11.85,,,,,,,1.29,5.5,11.0,,,,,,,1.3,6.04,11.99,,,,,,,,,
2,Sat,2012-08-25,Norwich City,Queens Park Rangers,1-1,1-1,,1,1,D,1,1,D,13,6,4,4,15,14,6,2,0,2,0,0,2.34,3.5,3.25,,,,,,,2.25,3.4,3.2,,,,,,,2.37,3.6,3.09,,,,,,,,,
2,Sat,2012-08-25,Southampton FC,Wigan,0-2,0-0,,0,2,A,0,0,D,14,12,9,8,11,9,10,3,0,0,0,0,2.2,3.51,3.56,,,,,,,2.1,3.4,3.5,,,,,,,2.2,3.47,3.61,,,,,,,,,
2,Sat,2012-08-25,Swansea City,West Ham United,3-0,2-0,,3,0,H,2,0,H,10,7,7,6,13,17,5,4,2,4,0,0,2.13,3.43,3.85,,,,,,,2.1,3.3,3.6,,,,,,,2.22,3.4,3.6,,,,,,,,,
2,Sat,2012-08-25,Tottenham,West Bromwich Albion,1-1,0-0,,1,1,D,0,0,D,18,10,10,5,8,7,7,5,1,2,0,0,1.51,4.52,7.35,,,,,,,1.5,4.33,6.5,,,,,,,1.63,4.18,5.9,,,,,,,,,
2,Sun,2012-08-26,Liverpool,Manchester City,2-2,1-0,,2,2,D,1,0,H,15,11,8,5,10,7,4,4,1,0,0,0,3.14,3.46,2.42,,,,,,,3.1,3.4,2.3,,,,,,,2.95,3.43,2.57,,,,,,,,,
2,Sun,2012-08-26,Stoke City,Arsenal,0-0,0-0,,0,0,D,0,0,D,7,16,4,6,9,9,0,11,2,0,0,0,3.57,3.46,2.21,,,,,,,3.5,3.4,2.1,,,,,,,3.3,3.41,2.36,,,,,,,,,
2,Tue,2012-12-11,Sunderland,Reading,3-0,2-0,,3,0,H,2,0,H,16,12,11,5,8,11,6,8,2,1,0,0,2.01,3.62,4.03,,,,,,,2.0,3.5,3.75,,,,,,,1.93,3.55,4.53,,,,,,,,,
3,Wed,2012-08-22,Chelsea,Reading,4-2,1-2,,4,2,H,1,2,A,23,7,11,5,11,14,1,5,0,2,0,0,1.27,6.15,13.8,,,,,,,1.25,5.5,13.0,,,,,,,1.3,5.75,12.6,,,,,,,,,
3,Sat,2012-09-01,Manchester City,Queens Park Rangers,3-1,1-0,,3,1,H,1,0,H,19,9,12,5,12,3,8,3,2,1,0,0,1.22,7.65,15.0,,,,,,,1.18,7.0,15.0,,,,,,,1.18,8.19,19.39,,,,,,,,,
3,Sat,2012-09-01,Swansea City,Sunderland,2-2,1-2,,2,2,D,1,2,A,14,4,10,3,11,7,8,0,1,1,1,0,2.17,3.47,3.67,,,,,,,2.2,3.3,3.4,,,,,,,2.04,3.47,4.07,,,,,,,,,
