Matchday,Day,Date,Home,Away,FullTime,HalfTime,Penalties,FullTimeHomeGoals,FullTimeAwayGoals,FullTimeResult,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeResult,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellowCards,AwayYellowCards,HomeRedCards,AwayRedCards,PinnacleHomeOpen,PinnacleDrawOpen,PinnacleAwayOpen,AvgHomeOpen,AvgDrawOpen,AvgAwayOpen,MaxHomeOpen,MaxDrawOpen,MaxAwayOpen,Bet365HomeOpen,Bet365DrawOpen,Bet365AwayOpen,Bet365Over25Open,Bet365Under25Open,PinnacleOver25Open,PinnacleUnder25Open,AvgOver25Open,AvgUnder25Open,PinnacleHomeClose,PinnacleDrawClose,PinnacleAwayClose,AvgHomeClose,AvgDrawClose,AvgAwayClose,MaxHomeClose,MaxDrawClose,MaxAwayClose,Bet365HomeClose,Bet365DrawClose,Bet365AwayClose
1,Sat,2010-08-14,Aston Villa,West Ham United,3-0,2-0,,3,0,H,2,0,H,23,12,11,2,15,15,16,7,1,2,0,0,,,,,,,,,,2.0,3.3,4.0,,,,,,,,,,,,,,,,,,
1,Sat,2010-08-14,Blackburn Rovers,Everton,1-0,1-0,,1,0,H,1,0,H,7,17,2,12,19,14,1,3,2,1,0,0,,,,,,,,,,2.88,3.25,2.5,,,,,,,,,,,,,,,,,,
1,Sat,2010-08-14,Bolton Wanderers,Fulham FC,0-0,0-0,,0,0,D,0,0,D,13,12,9,7,12,13,4,8,1,3,0,0,,,,,,,,,,2.2,3.3,3.4,,,,,,,,,,,,,,,,,,
1,Sat,2010-08-14,Chelsea,West Bromwich Albion,6-0,2-0,,6,0,H,2,0,H,18,10,13,4,10,10,3,1,1,0,0,0,,,,,,,,,,1.17,7.0,17.0,,,,,,,,,,,,,,,,,,
1,Sat,2010-08-14,Sunderland,Birmingham,2-2,1-0,,2,2,D,1,0,H,6,13,2,7,13,10,3,6,3,3,1,0,,,,,,,,,,2.1,3.3,3.6,,,,,,,,,,,,,,,,,,
1,Sat,2010-08-14,Tottenham,Manchester City,0-0,0-0,,0,0,D,0,0,D,22,11,18,7,13,16,10,3,0,2,0,0,,,,,,,,,,2.4,3.3,3.0,,,,,,,,,,,,,,,,,,
1,Sat,2010-08-14,Wigan,Blackpool FC,0-4,0-3,,0,4,A,0,3,A,11,9,6,7,8,11,6,4,1,1,0,0,,,,,,,,,,1.83,3.5,4.5,,,,,,,,,,,,,,,,,,
1,Sat,2010-08-14,Wolverhampton,Stoke City,2-1,2-0,,2,1,H,2,0,H,13,10,7,6,17,13,5,5,0,2,0,0,,,,,,,,,,2.3,3.25,3.2,,,,,,,,,,,,,,,,,,
1,Sun,2010-08-15,Liverpool,Arsenal,1-1,0-0,,1,1,D,0,0,D,7,14,4,7,13,15,9,11,1,3,1,1,,,,,,,,,,2.5,3.25,2.88,,,,,,,,,,,,,,,,,,
1,Mon,2010-08-16,Manchester United,Newcastle United,3-0,2-0,,3,0,H,2,0,H,18,7,10,3,9,5,5,3,2,2,0,0,,,,,,,,,,1.25,5.5,15.0,,,,,,,,,,,,,,,,,,
2,Sat,2010-08-21,Arsenal,Blackpool FC,6-0,3-0,,6,0,H,3,0,H,26,3,16,1,9,3,8,2,0,0,0,1,,,,,,,,,,1.17,7.0,19.0,,,,,,,,,,,,,,,,,,
2,Sat,2010-08-21,Birmingham,Blackburn Rovers,2-1,0-0,,2,1,H,0,0,D,10,7,7,2,13,14,4,12,2,3,0,0,,,,,,,,,,2.2,3.25,3.4,,,,,,,,,,,,,,,,,,
2,Sat,2010-08-21,Everton,Wolverhampton,1-1,1-0,,1,1,D,1,0,H,14,9,6,4,18,15,3,3,1,2,0,0,,,,,,,,,,1.5,4.0,7.0,,,,,,,,,,,,,,,,,,
2,Sat,2010-08-21,Stoke City,Tottenham,1-2,1-2,,1,2,A,1,2,A,15,7,10,6,15,4,6,2,3,1,0,0,,,,,,,,,,3.4,3.3,2.2,,,,,,,,,,,,,,,,,,
2,Sat,2010-08-21,West Bromwich Albion,Sunderland,1-0,0-0,,1,0,H,0,0,D,11,10,5,4,16,12,4,6,2,2,0,0,,,,,,,,,,2.5,3.25,2.88,,,,,,,,,,,,,,,,,,
2,Sat,2010-08-21,West Ham United,Bolton Wanderers,1-3,0-0,,1,3,A,0,0,D,17,12,10,8,11,18,8,5,2,4,0,0,,,,,,,,,,2.25,3.3,3.25,,,,,,,,,,,,,,,,,,
2,Sat,2010-08-21,Wigan,Chelsea,0-6,0-1,,0,6,A,0,1,A,17,10,12,8,12,7,0,0,1,2,0,0,,,,,,,,,,15.0,6.0,1.22,,,,,,,,,,,,,,,,,,
2,Sun,2010-08-22,Fulham FC,Manchester United,2-2,0-1,,2,2,D,0,1,A,16,14,8,7,7,6,5,11,2,2,0,0,,,,,,,,,,6.0,4.0,1.57,,,,,,,,,,,,,,,,,,
2,Sun,2010-08-22,Newcastle United,Aston Villa,6-0,3-0,,6,0,H,3,0,H,20,3,14,1,15,12,10,2,3,1,0,0,,,,,,,,,,3.2,3.25,2.3,,,,,,,,,,,,,,,,,,
2,Mon,2010-08-23,Manchester City,Liverpool,3-0,1-0,,3,0,H,1,0,H,8,13,3,7,13,12,5,4,1,1,0,0,,,,,,,,,,2.38,3.25,3.1,,,,,,,,,,,,,,,,,,
3,Sat,2010-08-28,Blackburn Rovers,Arsenal,1-2,1-1,,1,2,A,1,1,D,15,14,7,9,9,7,4,8,1,0,0,0,,,,,,,,,,6.0,4.0,1.57,,,,,,,,,,,,,,,,,,
3,Sat,2010-08-28,Blackpool FC,Fulham FC,2-2,0-1,,2,2,D,0,1,A,14,12,5,7,13,16,4,5,1,0,0,0,,,,,,,,,,3.2,3.25,2.3,,,,,,,,,,,,,,,,,,
3,Sat,2010-08-28,Chelsea,Stoke City,2-0,1-0,,2,0,H,1,0,H,15,9,6,3,5,10,6,1,0,2,0,0,,,,,,,,,,1.11,9.0,23.0,,,,,,,,,,,,,,,,,,
3,Sat,2010-08-28,Manchester United,West Ham United,3-0,1-0,,3,0,H,1,0,H,18,7,11,2,6,11,9,3,1,2,0,0,,,,,,,,,,1.14,8.0,19.0,,,,,,,,,,,,,,,,,,
3,Sat,2010-08-28,Tottenham,Wigan,0-1,0-0,,0,1,A,0,0,D,12,13,7,5,10,11,16,7,3,2,0,0,,,,,,,,,,1.25,5.75,13.0,,,,,,,,,,,,,,,,,,
3,Sat,2010-08-28,Wolverhampton,Newcastle United,1-1,1-0,,1,1,D,1,0,H,5,11,2,6,20,17,5,3,7,4,0,0,,,,,,,,,,2.4,3.2,3.1,,,,,,,,,,,,,,,,,,
3,Sun,2010-08-29,Aston Villa,Everton,1-0,1-0,,1,0,H,1,0,H,12,15,6,9,19,10,4,16,4,0,0,0,,,,,,,,,,2.5,3.25,2.88,,,,,,,,,,,,,,,,,,
3,Sun,2010-08-29,Bolton Wanderers,Birmingham,2-2,0-1,,2,2,D,0,1,A,11,9,8,5,19,17,6,1,2,3,1,0,,,,,,,,,,2.1,3.3,3.6,,,,,,,,,,,,,,,,,,
