competition_folder,rows_read,rows_with_odds,rows_with_result,house_correct,mean_odd_home,mean_odd_draw,mean_odd_away,mean_odd_universe,mean_odd_favorite,mean_imp_prob_home_raw,mean_imp_prob_draw_raw,mean_imp_prob_away_raw,mean_imp_prob_universe_raw,mean_prob_home_norm,mean_prob_draw_norm,mean_prob_away_norm,mean_overround,house_accuracy
__ALL__,101736,28138,28138,15111,2.804317293339983,4.117284455185156,4.890773331437922,3.93745835998767,1.9569198237259178,0.4595859195919773,0.260730208261471,0.30525992109204475,0.3418586829818159,0.44801064948197106,0.2542673951841762,0.2977219553338507,0.025576048945445386,0.537031771980951
brasileirao-serie-a,5339,3755,3755,1936,2.3531504660452733,3.6117336884154474,4.69443941411451,3.553107856191755,2.022146471371509,0.48116934155006014,0.2844570762321154,0.26735331610510515,0.3443265779624283,0.46570238625998805,0.275424648184431,0.2588729655555812,0.0329797338872837,0.5155792276964047
bundesliga,7711,4126,4126,2158,2.877004362578775,4.407954435288423,4.736815317498793,4.007258038455321,1.9405889481337826,0.45809052483445717,0.24466695245140488,0.3218191945567525,0.3415255572808731,0.44698827851528167,0.23888601243609886,0.31412570904862075,0.02457667184261938,0.5230247212796898
laliga,9728,5127,5127,2806,2.8588745855275954,4.283192900331597,5.346943631753465,4.163003705870876,1.9428398673688319,0.4662823667326343,0.25971158172675946,0.2984827569792138,0.34149223514620436,0.4550445197554827,0.253535740854452,0.29141973939006593,0.024476705438611312,0.547298615174566
ligue1,9292,4844,4844,2520,2.736575144508674,3.9482039636663835,4.662299752270846,3.7823596201486325,2.011560693641624,0.4529323872801951,0.26909694726990613,0.3024841879597618,0.3415045075032901,0.4420180849100063,0.26273439025305795,0.2952475248369376,0.024513522509870187,0.5202312138728323
premier-league,9760,5150,5150,2844,2.9682388349514643,4.3127864077669935,4.938190291262133,4.073071844660199,1.9064970873786473,0.4539498169230897,0.2492027880936862,0.3208617861013217,0.3413381303726998,0.44319437886849794,0.24344577035991058,0.313359850771593,0.024014391118103162,0.5522330097087379
serie-a-tim,9443,5136,5136,2847,2.9208391744548305,4.051205218068528,4.870564641744544,3.9475363447559664,1.9354322429906596,0.45024931602681434,0.26097219280052514,0.3134099028505653,0.3415438038926363,0.4393570191394471,0.25475153375163595,0.3058914471089173,0.0246314116779088,0.554322429906542
