Matchday,Date,Home,Away,FullTime
Amilcar Cabral Cup,2000-05-08,Gambia,Sierra Leone,2-2
Amilcar Cabral Cup,2000-05-08,Cape Verde,Senegal,2-2
Amilcar Cabral Cup,2000-05-09,Guinea,Guinea-Bissau,2-1
Amilcar Cabral Cup,2000-05-09,Mali,Mauritania,2-2
Amilcar Cabral Cup,2000-05-11,Cape Verde,Guinea,2-0
Amilcar Cabral Cup,2000-05-11,Mali,Senegal,2-2
Amilcar Cabral Cup,2000-05-14,Cape Verde,Senegal,1-0
Amilcar Cabral Cup,2000-05-14,Guinea,Mali,2-0
Amilcar Cabral Cup,2001-11-03,Mali,Mauritania,3-2
Amilcar Cabral Cup,2001-11-05,Mali,Guinea-Bissau,2-0
Amilcar Cabral Cup,2001-11-07,Cape Verde,Gambia,1-1
Amilcar Cabral Cup,2001-11-07,Guinea-Bissau,Mauritania,1-0
Amilcar Cabral Cup,2001-11-09,Mali,Gambia,0-1
Amilcar Cabral Cup,2001-11-11,Mali,Guinea-Bissau,2-1
Amilcar Cabral Cup,2005-11-18,Guinea,Guinea-Bissau,2-2
Amilcar Cabral Cup,2005-11-20,Guinea-Bissau,Sierra Leone,1-1
Amilcar Cabral Cup,2005-11-22,Guinea,Sierra Leone,1-0
Amilcar Cabral Cup,2005-11-25,Guinea,Mali,0-0
Amilcar Cabral Cup,2005-11-27,Mali,Guinea-Bissau,1-0
Amilcar Cabral Cup,2007-12-02,Guinea-Bissau,Sierra Leone,2-0
Amilcar Cabral Cup,2007-12-03,Cape Verde,Gambia,0-0
Amilcar Cabral Cup,2007-12-07,Guinea-Bissau,Cape Verde,1-1
